iso_code,country,year,sex,age_group,homicide_rate
HND,Honduras,2011,male,45_59,199.3425457
HND,Honduras,2011,male,60_PLUS,178.3677381
HND,Honduras,2011,male,ALL,153.7248509
HND,Honduras,2012,both,ALL,82.2941715
HND,Honduras,2012,female,30_44,23.3929999
HND,Honduras,2012,female,45_59,18.1759078
HND,Honduras,2012,female,60_PLUS,11.4064586
HND,Honduras,2012,female,ALL,14.0273086
HND,Honduras,2012,male,30_44,267.0967622
HND,Honduras,2012,male,45_59,190.2278955
HND,Honduras,2012,male,60_PLUS,117.2708391
HND,Honduras,2012,male,ALL,149.3993536
HND,Honduras,2013,both,ALL,72.3455871
HND,Honduras,2013,female,0_9,0.6678835
HND,Honduras,2013,female,10_14,2.1058778
HND,Honduras,2013,female,15_17,12.4471626
HND,Honduras,2013,female,18_19,14.2243389
HND,Honduras,2013,female,20_24,14.7304387
HND,Honduras,2013,female,25_29,16.9119551
HND,Honduras,2013,female,30_44,15.1515965
HND,Honduras,2013,female,45_59,13.2887971
HND,Honduras,2013,female,60_PLUS,9.2670751
HND,Honduras,2013,female,ALL,11.1083228
HND,Honduras,2013,male,0_9,2.2729897
HND,Honduras,2013,male,10_14,7.8708017
HND,Honduras,2013,male,15_17,92.3115159
HND,Honduras,2013,male,18_19,163.2835200
HND,Honduras,2013,male,20_24,237.7854398
HND,Honduras,2013,male,25_29,222.5867214
HND,Honduras,2013,male,30_44,200.1647226
HND,Honduras,2013,male,45_59,155.6691285
HND,Honduras,2013,male,60_PLUS,120.2326299
HND,Honduras,2013,male,ALL,132.5460998
HND,Honduras,2014,both,ALL,64.9996731
HND,Honduras,2014,female,0_9,1.2403065
HND,Honduras,2014,female,10_14,3.0489286
HND,Honduras,2014,female,15_17,13.9373747
HND,Honduras,2014,female,18_19,13.4506297
HND,Honduras,2014,female,20_24,17.3146545
HND,Honduras,2014,female,25_29,15.0208637
HND,Honduras,2014,female,30_44,16.6964132
HND,Honduras,2014,female,45_59,14.7988070
HND,Honduras,2014,female,60_PLUS,8.4557658
HND,Honduras,2014,female,ALL,11.0302506
HND,Honduras,2014,male,0_9,2.1819461
HND,Honduras,2014,male,10_14,8.5560563
HND,Honduras,2014,male,15_17,83.3614387
HND,Honduras,2014,male,18_19,155.1964703
HND,Honduras,2014,male,20_24,223.0980242
HND,Honduras,2014,male,25_29,215.7914231
HND,Honduras,2014,male,30_44,184.1252876
HND,Honduras,2014,male,45_59,136.5365011
HND,Honduras,2014,male,60_PLUS,86.6216895
HND,Honduras,2014,male,ALL,118.0623466
HND,Honduras,2015,both,ALL,55.7305405
HND,Honduras,2015,female,0_9,1.6205470
HND,Honduras,2015,female,10_14,1.9045606
HND,Honduras,2015,female,15_17,15.3546098
HND,Honduras,2015,female,18_19,11.7274540
HND,Honduras,2015,female,20_24,17.3567437
HND,Honduras,2015,female,25_29,16.1910645
HND,Honduras,2015,female,30_44,16.0274871
HND,Honduras,2015,female,45_59,13.4485708
HND,Honduras,2015,female,60_PLUS,9.9026968
HND,Honduras,2015,female,ALL,10.4409449
HND,Honduras,2015,male,0_9,2.9068645
HND,Honduras,2015,male,10_14,9.9999545
HND,Honduras,2015,male,15_17,77.9445185
HND,Honduras,2015,male,18_19,150.3634191
HND,Honduras,2015,male,20_24,194.7974869
HND,Honduras,2015,male,25_29,205.4714954
HND,Honduras,2015,male,30_44,164.3836825
HND,Honduras,2015,male,45_59,124.8501965
HND,Honduras,2015,male,60_PLUS,76.3836275
HND,Honduras,2015,male,ALL,100.2666345
HND,Honduras,2016,both,ALL,54.7151730
HND,Honduras,2016,female,0_9,1.1415612
HND,Honduras,2016,female,10_14,2.1002286
HND,Honduras,2016,female,15_17,12.2282040
HND,Honduras,2016,female,18_19,17.1193217
HND,Honduras,2016,female,20_24,15.2644512
HND,Honduras,2016,female,25_29,18.7603319
HND,Honduras,2016,female,30_44,14.8666766
HND,Honduras,2016,female,45_59,10.9456205
HND,Honduras,2016,female,60_PLUS,8.4007141
HND,Honduras,2016,female,ALL,9.9846384
HND,Honduras,2016,male,0_9,2.3571649
HND,Honduras,2016,male,10_14,7.1045822
HND,Honduras,2016,male,15_17,70.2453813
HND,Honduras,2016,male,18_19,144.9982842
HND,Honduras,2016,male,20_24,181.8276059
HND,Honduras,2016,male,25_29,205.8464164
HND,Honduras,2016,male,30_44,161.6313580
HND,Honduras,2016,male,45_59,118.2270669
HND,Honduras,2016,male,60_PLUS,78.3986094
HND,Honduras,2016,male,ALL,98.6257617
HND,Honduras,2017,both,ALL,40.2998017
HND,Honduras,2017,female,ALL,8.2231316
HND,Honduras,2017,male,ALL,71.6907874
HND,Honduras,2018,both,ALL,37.9817721
HND,Honduras,2018,female,0_9,0.7558997
HND,Honduras,2018,female,10_14,2.3023791
HND,Honduras,2018,female,15_17,9.8471625
HND,Honduras,2018,female,18_19,12.6848450
HND,Honduras,2018,female,20_24,9.7464472
HND,Honduras,2018,female,25_29,11.6494042
HND,Honduras,2018,female,30_44,10.8278991
HND,Honduras,2018,female,45_59,9.9797299
HND,Honduras,2018,female,60_PLUS,8.9365790
HND,Honduras,2018,female,ALL,7.6393579
HND,Honduras,2018,male,0_9,1.5312825
HND,Honduras,2018,male,10_14,4.3907392
HND,Honduras,2018,male,15_17,44.3170918
HND,Honduras,2018,male,18_19,91.6723182
HND,Honduras,2018,male,20_24,123.6226016
HND,Honduras,2018,male,25_29,130.3969210
HND,Honduras,2018,male,30_44,108.4651140
HND,Honduras,2018,male,45_59,90.7885535
HND,Honduras,2018,male,60_PLUS,61.4022744
HND,Honduras,2018,male,ALL,67.8197308
HND,Honduras,2019,both,ALL,41.0111656
HND,Honduras,2019,female,0_9,0.9404847
HND,Honduras,2019,female,10_14,1.5360644
HND,Honduras,2019,female,15_17,7.3196541
HND,Honduras,2019,female,18_19,9.1337152
HND,Honduras,2019,female,20_24,11.4326429
HND,Honduras,2019,female,25_29,12.9709065
HND,Honduras,2019,female,30_44,10.4167025
HND,Honduras,2019,female,45_59,13.2365554
HND,Honduras,2019,female,60_PLUS,12.2012226
HND,Honduras,2019,female,ALL,8.0485883
HND,Honduras,2019,male,0_9,1.9727775
HND,Honduras,2019,male,10_14,4.7596601
HND,Honduras,2019,male,15_17,37.0713061
HND,Honduras,2019,male,18_19,88.8686287
HND,Honduras,2019,male,20_24,123.9639385
HND,Honduras,2019,male,25_29,144.2648659
HND,Honduras,2019,male,30_44,131.0490593
HND,Honduras,2019,male,45_59,93.0225421
HND,Honduras,2019,male,60_PLUS,55.5880014
HND,Honduras,2019,male,ALL,73.4370945
HND,Honduras,2020,both,ALL,35.7028493
HND,Honduras,2020,female,0_9,0.9355828
HND,Honduras,2020,female,10_14,0.7682114
HND,Honduras,2020,female,15_17,4.4689741
HND,Honduras,2020,female,18_19,4.7778309
HND,Honduras,2020,female,20_24,9.4484802
HND,Honduras,2020,female,25_29,10.4467195
HND,Honduras,2020,female,30_44,11.0897230
HND,Honduras,2020,female,45_59,9.4158100
HND,Honduras,2020,female,60_PLUS,6.4313100
HND,Honduras,2020,female,ALL,6.4926743
HND,Honduras,2020,male,0_9,2.3197271
HND,Honduras,2020,male,10_14,3.6618032
HND,Honduras,2020,male,15_17,21.9335323
HND,Honduras,2020,male,18_19,60.8037525
HND,Honduras,2020,male,20_24,108.0536712
HND,Honduras,2020,male,25_29,131.6158752
HND,Honduras,2020,male,30_44,118.1866655
HND,Honduras,2020,male,45_59,77.8248059
HND,Honduras,2020,male,60_PLUS,58.2667185
HND,Honduras,2020,male,ALL,64.4098759
HND,Honduras,2021,both,ALL,38.2025965
HND,Honduras,2021,female,0_9,0.6511134
HND,Honduras,2021,female,10_14,1.7276578
HND,Honduras,2021,female,15_17,6.7251003
HND,Honduras,2021,female,18_19,9.0877132
HND,Honduras,2021,female,20_24,9.5113259
HND,Honduras,2021,female,25_29,9.1320627
HND,Honduras,2021,female,30_44,8.7565185
HND,Honduras,2021,female,45_59,9.5535717
HND,Honduras,2021,female,60_PLUS,6.4795668
HND,Honduras,2021,female,ALL,6.4421162
HND,Honduras,2021,male,0_9,1.5969906
HND,Honduras,2021,male,10_14,3.8426314
HND,Honduras,2021,male,15_17,29.9427726
HND,Honduras,2021,male,18_19,59.8942022
HND,Honduras,2021,male,20_24,102.4294631
HND,Honduras,2021,male,25_29,139.8479338
HND,Honduras,2021,male,30_44,119.5855889
HND,Honduras,2021,male,45_59,95.9323959
HND,Honduras,2021,male,60_PLUS,59.1769090
HND,Honduras,2021,male,ALL,69.4018494
HND,Honduras,2022,both,ALL,34.9679354
HND,Honduras,2022,female,0_9,0.8320256
HND,Honduras,2022,female,10_14,1.7256371
HND,Honduras,2022,female,15_17,3.8530944
HND,Honduras,2022,female,18_19,6.2377195
HND,Honduras,2022,female,20_24,8.2223962
HND,Honduras,2022,female,25_29,10.0201149
HND,Honduras,2022,female,30_44,9.2656054
HND,Honduras,2022,female,45_59,7.7238592
HND,Honduras,2022,female,60_PLUS,3.5208264
HND,Honduras,2022,female,ALL,5.8908733
HND,Honduras,2022,male,0_9,0.9701772
HND,Honduras,2022,male,10_14,4.5689472
HND,Honduras,2022,male,15_17,27.8717898
HND,Honduras,2022,male,18_19,51.3365847
HND,Honduras,2022,male,20_24,87.9612444
HND,Honduras,2022,male,25_29,122.8291089
HND,Honduras,2022,male,30_44,109.5508593
HND,Honduras,2022,male,45_59,87.5383507
HND,Honduras,2022,male,60_PLUS,55.1780217
HND,Honduras,2022,male,ALL,63.5746488
HND,Honduras,2023,both,ALL,31.4424317
HND,Honduras,2023,female,ALL,7.6629788
HND,Honduras,2023,male,ALL,54.7791854
HKG,Hong Kong,1990,both,ALL,2.4637642
HKG,Hong Kong,1991,both,ALL,1.6346564
HKG,Hong Kong,1992,both,ALL,1.8751444
HKG,Hong Kong,1993,both,ALL,1.4570065
HKG,Hong Kong,1994,both,ALL,1.5888091
HKG,Hong Kong,1995,both,ALL,1.1817837
HKG,Hong Kong,1996,both,ALL,1.2217444
HKG,Hong Kong,1997,both,ALL,1.5896087
HKG,Hong Kong,1998,both,ALL,0.9813942
HKG,Hong Kong,1999,both,ALL,0.9521615
HKG,Hong Kong,2000,both,ALL,0.6413446
HKG,Hong Kong,2001,both,ALL,0.9742792
HKG,Hong Kong,2002,both,ALL,1.0115213
HKG,Hong Kong,2003,both,ALL,0.7581383
HKG,Hong Kong,2003,female,ALL,0.6174919
HKG,Hong Kong,2003,male,ALL,0.9101646
HKG,Hong Kong,2004,both,ALL,0.6532946
HKG,Hong Kong,2004,female,ALL,0.5563307
HKG,Hong Kong,2004,male,ALL,0.7591448
HKG,Hong Kong,2005,both,ALL,0.4921484
HKG,Hong Kong,2005,female,30_44,0.2917564
HKG,Hong Kong,2005,female,45_59,0.2603634
HKG,Hong Kong,2005,female,60_PLUS,0.5273284
HKG,Hong Kong,2005,female,ALL,0.3588442
HKG,Hong Kong,2005,male,30_44,0.8653454
HKG,Hong Kong,2005,male,45_59,0.6576088
HKG,Hong Kong,2005,male,60_PLUS,0.5773450
HKG,Hong Kong,2005,male,ALL,0.6391248
HKG,Hong Kong,2006,both,ALL,0.5049711
HKG,Hong Kong,2006,female,30_44,0.6858301
HKG,Hong Kong,2006,female,45_59,0.3721389
HKG,Hong Kong,2006,female,60_PLUS,0.5133093
HKG,Hong Kong,2006,female,ALL,0.4930151
HKG,Hong Kong,2006,male,30_44,0.6369479
HKG,Hong Kong,2006,male,45_59,0.6336080
HKG,Hong Kong,2006,male,60_PLUS,0.5649749
HKG,Hong Kong,2006,male,ALL,0.5182790
HKG,Hong Kong,2007,both,ALL,0.2581998
HKG,Hong Kong,2007,female,30_44,0.1978736
HKG,Hong Kong,2007,female,45_59,0.3574716
HKG,Hong Kong,2007,female,60_PLUS,0.0000000
HKG,Hong Kong,2007,female,ALL,0.2983463
HKG,Hong Kong,2007,male,30_44,0.1310782
HKG,Hong Kong,2007,male,45_59,0.1232808
HKG,Hong Kong,2007,male,60_PLUS,0.1821611
HKG,Hong Kong,2007,male,ALL,0.2131317
HKG,Hong Kong,2008,both,ALL,0.5127702
HKG,Hong Kong,2008,female,30_44,0.9009451
HKG,Hong Kong,2008,female,45_59,0.0000000
HKG,Hong Kong,2008,female,60_PLUS,0.7959375
HKG,Hong Kong,2008,female,ALL,0.6707549
HKG,Hong Kong,2008,male,30_44,0.4047398
HKG,Hong Kong,2008,male,45_59,0.1207006
HKG,Hong Kong,2008,male,60_PLUS,0.1749904
HKG,Hong Kong,2008,male,ALL,0.3339867
HKG,Hong Kong,2009,both,ALL,0.6653015
HKG,Hong Kong,2009,female,30_44,0.7062688
HKG,Hong Kong,2009,female,45_59,0.4447105
HKG,Hong Kong,2009,female,60_PLUS,0.7635476
HKG,Hong Kong,2009,female,ALL,0.6640380
HKG,Hong Kong,2009,male,30_44,0.8319277
HKG,Hong Kong,2009,male,45_59,0.7134466
HKG,Hong Kong,2009,male,60_PLUS,0.8386258
HKG,Hong Kong,2009,male,ALL,0.6667430
HKG,Hong Kong,2010,both,ALL,0.4928455
HKG,Hong Kong,2010,female,0_9,0.8060583
HKG,Hong Kong,2010,female,10_14,0.5705402
HKG,Hong Kong,2010,female,15_17,0.0000000
HKG,Hong Kong,2010,female,18_19,0.0000000
HKG,Hong Kong,2010,female,20_24,0.0000000
HKG,Hong Kong,2010,female,25_29,0.3164397
HKG,Hong Kong,2010,female,30_44,0.6048811
HKG,Hong Kong,2010,female,45_59,0.4341809
HKG,Hong Kong,2010,female,60_PLUS,0.7312807
HKG,Hong Kong,2010,female,ALL,0.5000334
HKG,Hong Kong,2010,male,0_9,1.8920008
HKG,Hong Kong,2010,male,10_14,0.0000000
HKG,Hong Kong,2010,male,15_17,0.7730305
HKG,Hong Kong,2010,male,18_19,0.0000000
HKG,Hong Kong,2010,male,20_24,0.4436085
HKG,Hong Kong,2010,male,25_29,0.4247457
HKG,Hong Kong,2010,male,30_44,0.1417299
HKG,Hong Kong,2010,male,45_59,0.1179478
HKG,Hong Kong,2010,male,60_PLUS,0.9638152
HKG,Hong Kong,2010,male,ALL,0.4845738
HKG,Hong Kong,2011,both,ALL,0.2379963
HKG,Hong Kong,2011,female,0_9,0.8069722
HKG,Hong Kong,2011,female,10_14,0.0000000
HKG,Hong Kong,2011,female,15_17,0.0000000
HKG,Hong Kong,2011,female,18_19,0.0000000
HKG,Hong Kong,2011,female,20_24,0.0000000
HKG,Hong Kong,2011,female,25_29,0.0000000
HKG,Hong Kong,2011,female,30_44,0.3001693
HKG,Hong Kong,2011,female,45_59,0.2133110
HKG,Hong Kong,2011,female,60_PLUS,0.2803942
HKG,Hong Kong,2011,female,ALL,0.2346150
HKG,Hong Kong,2011,male,0_9,0.3804719
HKG,Hong Kong,2011,male,10_14,0.0000000
HKG,Hong Kong,2011,male,15_17,0.0000000
HKG,Hong Kong,2011,male,18_19,1.1218938
HKG,Hong Kong,2011,male,20_24,0.0000000
HKG,Hong Kong,2011,male,25_29,0.0000000
HKG,Hong Kong,2011,male,30_44,0.1437479
HKG,Hong Kong,2011,male,45_59,0.3525407
HKG,Hong Kong,2011,male,60_PLUS,0.3083137
HKG,Hong Kong,2011,male,ALL,0.2419186
HKG,Hong Kong,2012,both,ALL,0.3749447
HKG,Hong Kong,2012,female,0_9,0.7794779
HKG,Hong Kong,2012,female,10_14,0.0000000
HKG,Hong Kong,2012,female,15_17,0.0000000
HKG,Hong Kong,2012,female,18_19,0.0000000
HKG,Hong Kong,2012,female,20_24,0.4079044
HKG,Hong Kong,2012,female,25_29,0.6439617
HKG,Hong Kong,2012,female,30_44,0.3963675
HKG,Hong Kong,2012,female,45_59,0.3156459
HKG,Hong Kong,2012,female,60_PLUS,0.0000000
HKG,Hong Kong,2012,female,ALL,0.3093860
HKG,Hong Kong,2012,male,0_9,0.0000000
HKG,Hong Kong,2012,male,10_14,0.0000000
HKG,Hong Kong,2012,male,15_17,0.0000000
HKG,Hong Kong,2012,male,18_19,1.1405305
HKG,Hong Kong,2012,male,20_24,0.0000000
HKG,Hong Kong,2012,male,25_29,0.4328133
HKG,Hong Kong,2012,male,30_44,0.4338834
HKG,Hong Kong,2012,male,45_59,0.3521003
HKG,Hong Kong,2012,male,60_PLUS,1.0378066
HKG,Hong Kong,2012,male,ALL,0.4514793
HKG,Hong Kong,2013,both,ALL,0.8534849
HKG,Hong Kong,2013,female,0_9,1.1156564
HKG,Hong Kong,2013,female,10_14,2.0956233
HKG,Hong Kong,2013,female,15_17,0.0000000
HKG,Hong Kong,2013,female,18_19,0.0000000
HKG,Hong Kong,2013,female,20_24,0.8133966
HKG,Hong Kong,2013,female,25_29,0.6566042
HKG,Hong Kong,2013,female,30_44,0.6870441
HKG,Hong Kong,2013,female,45_59,1.2470370
HKG,Hong Kong,2013,female,60_PLUS,1.0334569
HKG,Hong Kong,2013,female,ALL,0.9431000
HKG,Hong Kong,2013,male,0_9,1.7534877
HKG,Hong Kong,2013,male,10_14,1.3451166
HKG,Hong Kong,2013,male,15_17,0.8358793
HKG,Hong Kong,2013,male,18_19,0.0000000
HKG,Hong Kong,2013,male,20_24,0.8670884
HKG,Hong Kong,2013,male,25_29,0.4389334
HKG,Hong Kong,2013,male,30_44,0.5799043
HKG,Hong Kong,2013,male,45_59,0.5876179
HKG,Hong Kong,2013,male,60_PLUS,0.7130216
HKG,Hong Kong,2013,male,ALL,0.7482559
HKG,Hong Kong,2014,both,ALL,0.3688776
HKG,Hong Kong,2014,female,0_9,1.0790144
HKG,Hong Kong,2014,female,10_14,0.0000000
HKG,Hong Kong,2014,female,15_17,0.9215953
HKG,Hong Kong,2014,female,18_19,0.0000000
HKG,Hong Kong,2014,female,20_24,0.0000000
HKG,Hong Kong,2014,female,25_29,0.6642334
HKG,Hong Kong,2014,female,30_44,0.2918793
HKG,Hong Kong,2014,female,45_59,0.2054384
HKG,Hong Kong,2014,female,60_PLUS,0.2477629
HKG,Hong Kong,2014,female,ALL,0.3279152
HKG,Hong Kong,2014,male,0_9,0.0000000
HKG,Hong Kong,2014,male,10_14,0.0000000
HKG,Hong Kong,2014,male,15_17,0.8995152
HKG,Hong Kong,2014,male,18_19,0.0000000
HKG,Hong Kong,2014,male,20_24,0.4371489
HKG,Hong Kong,2014,male,25_29,0.4378974
HKG,Hong Kong,2014,male,30_44,0.4357874
HKG,Hong Kong,2014,male,45_59,0.7089685
HKG,Hong Kong,2014,male,60_PLUS,0.2739730
HKG,Hong Kong,2014,male,ALL,0.4172800
HKG,Hong Kong,2015,both,ALL,0.2986530
HKG,Hong Kong,2015,female,0_9,0.3533969
HKG,Hong Kong,2015,female,10_14,0.0000000
HKG,Hong Kong,2015,female,15_17,0.0000000
HKG,Hong Kong,2015,female,18_19,0.0000000
HKG,Hong Kong,2015,female,20_24,0.0000000
HKG,Hong Kong,2015,female,25_29,0.0000000
HKG,Hong Kong,2015,female,30_44,0.3860685
HKG,Hong Kong,2015,female,45_59,0.3050186
HKG,Hong Kong,2015,female,60_PLUS,0.1187340
HKG,Hong Kong,2015,female,ALL,0.2249023
HKG,Hong Kong,2015,male,0_9,1.0061256
HKG,Hong Kong,2015,male,10_14,0.7363608
HKG,Hong Kong,2015,male,15_17,0.0000000
HKG,Hong Kong,2015,male,18_19,0.0000000
HKG,Hong Kong,2015,male,20_24,0.0000000
HKG,Hong Kong,2015,male,25_29,0.4328751
HKG,Hong Kong,2015,male,30_44,0.1456021
HKG,Hong Kong,2015,male,45_59,0.7154701
HKG,Hong Kong,2015,male,60_PLUS,0.1314430
HKG,Hong Kong,2015,male,ALL,0.3863675
HKG,Hong Kong,2016,both,ALL,0.3779693
HKG,Hong Kong,2016,female,0_9,0.3493676
HKG,Hong Kong,2016,female,10_14,0.0000000
HKG,Hong Kong,2016,female,15_17,1.0872756
HKG,Hong Kong,2016,female,18_19,0.0000000
HKG,Hong Kong,2016,female,20_24,0.0000000
HKG,Hong Kong,2016,female,25_29,0.6785895
HKG,Hong Kong,2016,female,30_44,0.0958788
HKG,Hong Kong,2016,female,45_59,0.3024460
HKG,Hong Kong,2016,female,60_PLUS,0.3410934
HKG,Hong Kong,2016,female,ALL,0.2726248
HKG,Hong Kong,2016,male,0_9,0.6654190
HKG,Hong Kong,2016,male,10_14,0.0000000
HKG,Hong Kong,2016,male,15_17,0.0000000
HKG,Hong Kong,2016,male,18_19,0.0000000
HKG,Hong Kong,2016,male,20_24,0.4467277
HKG,Hong Kong,2016,male,25_29,0.8564430
HKG,Hong Kong,2016,male,30_44,0.2918692
HKG,Hong Kong,2016,male,45_59,0.4828011
HKG,Hong Kong,2016,male,60_PLUS,0.7554568
HKG,Hong Kong,2016,male,ALL,0.5039785
HKG,Hong Kong,2017,both,ALL,0.3223687
HKG,Hong Kong,2017,female,15_17,4.5878926
HKG,Hong Kong,2017,female,18_19,2.8781120
HKG,Hong Kong,2017,female,20_24,0.0000000
HKG,Hong Kong,2017,female,25_29,0.6958143
HKG,Hong Kong,2017,female,30_44,0.0000000
HKG,Hong Kong,2017,female,45_59,0.4005756
HKG,Hong Kong,2017,female,60_PLUS,0.3259642
HKG,Hong Kong,2017,female,ALL,0.3692644
HKG,Hong Kong,2017,male,15_17,0.0000000
HKG,Hong Kong,2017,male,18_19,1.4180173
HKG,Hong Kong,2017,male,20_24,0.0000000
HKG,Hong Kong,2017,male,25_29,0.4274107
HKG,Hong Kong,2017,male,30_44,0.2923357
HKG,Hong Kong,2017,male,45_59,0.1224947
HKG,Hong Kong,2017,male,60_PLUS,0.4810268
HKG,Hong Kong,2017,male,ALL,0.2660548
HKG,Hong Kong,2018,both,ALL,0.6424676
HKG,Hong Kong,2018,female,15_17,3.6017649
HKG,Hong Kong,2018,female,18_19,0.0000000
HKG,Hong Kong,2018,female,20_24,0.0000000
HKG,Hong Kong,2018,female,25_29,0.0000000
HKG,Hong Kong,2018,female,30_44,0.2881050
HKG,Hong Kong,2018,female,45_59,0.2984647
HKG,Hong Kong,2018,female,60_PLUS,0.7261851
HKG,Hong Kong,2018,female,ALL,0.3919087
HKG,Hong Kong,2018,male,15_17,3.5675425
HKG,Hong Kong,2018,male,18_19,0.0000000
HKG,Hong Kong,2018,male,20_24,0.0000000
HKG,Hong Kong,2018,male,25_29,0.0000000
HKG,Hong Kong,2018,male,30_44,0.8770712
HKG,Hong Kong,2018,male,45_59,0.7471031
HKG,Hong Kong,2018,male,60_PLUS,1.9503062
HKG,Hong Kong,2018,male,ALL,0.9443400
HKG,Hong Kong,2019,both,ALL,0.3206065
HKG,Hong Kong,2019,female,15_17,1.2402639
HKG,Hong Kong,2019,female,18_19,1.6605917
HKG,Hong Kong,2019,female,20_24,0.4868134
HKG,Hong Kong,2019,female,25_29,0.3679670
HKG,Hong Kong,2019,female,30_44,0.2892874
HKG,Hong Kong,2019,female,45_59,0.1976833
HKG,Hong Kong,2019,female,60_PLUS,0.3967142
HKG,Hong Kong,2019,female,ALL,0.3172553
HKG,Hong Kong,2019,male,15_17,1.2528973
HKG,Hong Kong,2019,male,18_19,1.6237852
HKG,Hong Kong,2019,male,20_24,0.5113742
HKG,Hong Kong,2019,male,25_29,0.0000000
HKG,Hong Kong,2019,male,30_44,0.1459960
HKG,Hong Kong,2019,male,45_59,0.2534406
HKG,Hong Kong,2019,male,60_PLUS,0.5481404
HKG,Hong Kong,2019,male,ALL,0.3246594
HKG,Hong Kong,2020,both,ALL,0.2937157
HKG,Hong Kong,2020,female,15_17,3.7545524
HKG,Hong Kong,2020,female,18_19,0.0000000
HKG,Hong Kong,2020,female,20_24,0.0000000
HKG,Hong Kong,2020,female,25_29,0.3776656
HKG,Hong Kong,2020,female,30_44,0.0967835
HKG,Hong Kong,2020,female,45_59,0.2951799
HKG,Hong Kong,2020,female,60_PLUS,0.0950845
HKG,Hong Kong,2020,female,ALL,0.2191099
HKG,Hong Kong,2020,male,15_17,1.2709953
HKG,Hong Kong,2020,male,18_19,0.0000000
HKG,Hong Kong,2020,male,20_24,1.6540043
HKG,Hong Kong,2020,male,25_29,0.8899568
HKG,Hong Kong,2020,male,30_44,0.5834148
HKG,Hong Kong,2020,male,45_59,0.2581913
HKG,Hong Kong,2020,male,60_PLUS,0.1050841
HKG,Hong Kong,2020,male,ALL,0.3843076
HKG,Hong Kong,2021,both,ALL,0.3072976
HKG,Hong Kong,2021,female,0_9,1.1343678
HKG,Hong Kong,2021,female,10_14,0.6939986
HKG,Hong Kong,2021,female,15_17,3.7090612
HKG,Hong Kong,2021,female,18_19,0.0000000
HKG,Hong Kong,2021,female,20_24,1.1575414
HKG,Hong Kong,2021,female,25_29,0.0000000
HKG,Hong Kong,2021,female,30_44,0.0974952
HKG,Hong Kong,2021,female,45_59,0.0983000
HKG,Hong Kong,2021,female,60_PLUS,0.2743656
HKG,Hong Kong,2021,female,ALL,0.2677995
HKG,Hong Kong,2021,male,0_9,0.0000000
HKG,Hong Kong,2021,male,10_14,0.0000000
HKG,Hong Kong,2021,male,15_17,0.0000000
HKG,Hong Kong,2021,male,18_19,0.0000000
HKG,Hong Kong,2021,male,20_24,0.0000000
HKG,Hong Kong,2021,male,25_29,0.4533780
HKG,Hong Kong,2021,male,30_44,0.0000000
HKG,Hong Kong,2021,male,45_59,0.3954083
HKG,Hong Kong,2021,male,60_PLUS,0.7080151
HKG,Hong Kong,2021,male,ALL,0.3257280
HKG,Hong Kong,2022,both,ALL,0.4018262
HKG,Hong Kong,2022,female,15_17,3.5929219
HKG,Hong Kong,2022,female,18_19,0.0000000
HKG,Hong Kong,2022,female,20_24,0.6315085
HKG,Hong Kong,2022,female,25_29,0.0000000
HKG,Hong Kong,2022,female,30_44,0.2964318
HKG,Hong Kong,2022,female,45_59,0.2959508
HKG,Hong Kong,2022,female,60_PLUS,0.2640744
HKG,Hong Kong,2022,female,ALL,0.3172240
HKG,Hong Kong,2022,male,15_17,3.5326535
HKG,Hong Kong,2022,male,18_19,0.0000000
HKG,Hong Kong,2022,male,20_24,0.6387552
HKG,Hong Kong,2022,male,25_29,0.4673476
HKG,Hong Kong,2022,male,30_44,0.4378996
HKG,Hong Kong,2022,male,45_59,0.5398628
HKG,Hong Kong,2022,male,60_PLUS,0.4898904
HKG,Hong Kong,2022,male,ALL,0.5047708
HKG,Hong Kong,2023,both,ALL,0.3762058
HKG,Hong Kong,2023,female,ALL,0.3180339
HKG,Hong Kong,2023,male,ALL,0.4470780
HUN,Hungary,1990,both,ALL,1.9361772
HUN,Hungary,1990,female,ALL,1.2838198
HUN,Hungary,1990,male,ALL,2.6425752
HUN,Hungary,1991,both,ALL,2.9581306
HUN,Hungary,1991,female,ALL,2.1491599
HUN,Hungary,1991,male,ALL,3.8354667
HUN,Hungary,1992,both,ALL,2.9407585
HUN,Hungary,1992,female,ALL,2.1144686
HUN,Hungary,1992,male,ALL,3.8384280
HUN,Hungary,1993,both,ALL,2.8773172
HUN,Hungary,1993,female,ALL,2.1767582
HUN,Hungary,1993,male,ALL,3.6399109
HUN,Hungary,1994,both,ALL,3.0270977
HUN,Hungary,1994,female,ALL,1.8272625
HUN,Hungary,1994,male,ALL,4.3358097
HUN,Hungary,1995,both,ALL,2.8674424
HUN,Hungary,1995,female,ALL,1.8152113
HUN,Hungary,1995,male,ALL,4.0173151
HUN,Hungary,1996,both,ALL,2.6304972
HUN,Hungary,1996,female,ALL,2.1064919
HUN,Hungary,1996,male,ALL,3.2040159
HUN,Hungary,1997,both,ALL,2.8116665
HUN,Hungary,1997,female,ALL,2.0789628
HUN,Hungary,1997,male,ALL,3.6146751
HUN,Hungary,1998,both,ALL,2.8190401
HUN,Hungary,1998,female,ALL,2.1152645
HUN,Hungary,1998,male,ALL,3.5915322
HUN,Hungary,1999,both,ALL,2.4755877
HUN,Hungary,1999,female,ALL,1.9657131
HUN,Hungary,1999,male,ALL,3.0361168
