OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-32656,2024-251W,2026-03-26T11:25:17.978592,15.30214672,.0001774,53.1574,257.6704,82.6836,277.4366,0,U,62452,999,7035,.10119E-2,.29745E-3,0
STARLINK-32690,2024-251X,2026-03-26T11:49:28.496352,15.30216156,.0000541,53.1544,257.0642,24.5877,335.5150,0,U,62453,999,7014,.67001E-3,.19547E-3,0
NUVIEW ALPHA,2024-252B,2026-03-26T12:13:28.557120,1.00271813,.0001878,0.0681,38.9229,331.0832,274.1997,0,U,62455,999,299,0,-.231E-5,0
AGILA,2024-252C,2026-03-26T07:02:01.317120,1.00270768,.0001392,0.0343,132.7114,232.3428,76.3323,0,U,62456,999,432,0,-.197E-5,0
NUVIEW BRAVO,2024-252D,2026-03-26T11:02:57.232032,1.00270936,.0000656,0.0618,169.3885,254.7105,202.4116,0,U,62457,999,296,0,-.231E-5,0
SDX01,2024-253A,2026-03-26T12:19:22.646784,15.59568188,.0005669,54.9962,14.7740,48.9689,311.1837,0,U,62459,999,6959,.80654E-3,.65256E-3,0
SDX02,2024-253B,2026-03-26T12:19:36.024960,15.59575755,.0005778,54.9957,14.7711,49.3065,310.8473,0,U,62460,999,6958,.80927E-3,.65501E-3,0
STARLINK-11518 [DTC],2024-254A,2026-03-26T10:55:25.178592,15.70848325,.0001661,43.0008,122.3169,273.6978,86.3699,0,U,62462,999,7204,.16636E-2,.218811E-2,0
STARLINK-11455 [DTC],2024-254B,2026-03-26T12:34:37.454304,15.70856543,.0001615,43.0013,121.9753,355.7597,4.3257,0,U,62463,999,7204,.13602E-2,.177996E-2,0
STARLINK-11178 [DTC],2024-254D,2026-03-26T03:02:19.248288,15.70924255,.00016463,42.9986,124.1458,275.6174,84.4506,0,U,62465,999,7182,.15838492E-2,.208703E-2,0
STARLINK-11506 [DTC],2024-254E,2026-03-26T11:10:31.442016,15.70862751,.0002155,43.0018,121.5044,285.7443,74.3187,0,U,62466,999,7188,.14169E-2,.185654E-2,0
STARLINK-11486 [DTC],2024-254F,2026-03-26T10:47:46.017024,15.70954117,.0003273,42.9985,122.2711,272.1076,87.9417,0,U,62467,999,7203,.17487E-2,.231419E-2,0
STARLINK-11511 [DTC],2024-254G,2026-03-26T00:00:02.999808,15.70850507,.00015471,43.0008,124.6837,254.0537,199.5311,0,U,62468,999,584,-.5787954E-3,-.74091E-3,0
STARLINK-11505 [DTC],2024-254H,2026-03-25T12:40:03.308448,15.70949841,.00041072,43.0025,127.3815,274.7629,85.2770,0,U,62469,999,7188,.16271453E-2,.214862E-2,0
STARLINK-11497 [DTC],2024-254J,2026-03-26T08:53:17.800224,15.70969937,.0008349,43.0014,122.5276,107.4719,252.7061,0,U,62470,999,7202,.12492E-2,.164207E-2,0
STARLINK-11477 [DTC],2024-254K,2026-03-26T11:25:48.934848,15.70912201,.0002168,43.0018,121.5868,271.9026,88.1594,0,U,62471,999,7203,.20735E-2,.275459E-2,0
STARLINK-11500 [DTC],2024-254L,2026-03-26T11:18:10.435968,15.70853946,.000071,42.9987,121.5446,238.2865,121.7934,0,U,62472,999,7151,.13557E-2,.177369E-2,0
STARLINK-11464 [DTC],2024-254M,2026-03-26T12:04:02.383968,15.70839077,.0002323,43.0035,121.8015,274.4322,85.6280,0,U,62473,999,7209,.14414E-2,.188762E-2,0
STARLINK-11502 [DTC],2024-254N,2026-03-26T11:41:06.456192,15.70855284,.0000921,42.9993,121.6707,254.2493,105.8273,0,U,62474,999,7204,.11228E-2,.146275E-2,0
STARLINK-32657,2024-254P,2026-03-25T21:32:06.973152,15.27591755,.0001633,43.0023,288.1432,267.4344,92.6320,0,U,62475,999,6994,.4899E-3,.13248E-3,0
STARLINK-32734,2024-254Q,2026-03-25T22:06:06.607584,15.27592675,.0001479,43.0010,284.8504,268.0166,92.0516,0,U,62476,999,7013,.84409E-3,.23047E-3,0
STARLINK-32733,2024-254R,2026-03-26T06:33:40.954752,15.27591183,.0001793,42.9995,282.3344,260.8367,99.2281,0,U,62477,999,7019,.50731E-3,.13729E-3,0
STARLINK-32707,2024-254S,2026-03-25T20:17:09.387456,15.27603937,.00007631,43.0027,285.1395,248.1732,111.9039,0,U,62478,999,7012,.10536797E-2,.28867E-3,0
STARLINK-32705,2024-254T,2026-03-26T10:46:05.860416,15.27591002,.000147,43.0002,274.1473,245.3713,114.6986,0,U,62479,999,7014,.75152E-3,.20482E-3,0
STARLINK-32743,2024-254U,2026-03-26T06:22:35.058720,15.27593091,.0002064,43.0015,282.2748,262.2037,97.8580,0,U,62480,999,7019,.66546E-3,.18102E-3,0
STARLINK-32753,2024-254V,2026-03-26T13:01:24.660192,15.27594354,.0004516,43.0011,280.9129,278.2416,81.7923,0,U,62481,999,7023,.83586E-3,.22825E-3,0
STARLINK-32699,2024-254W,2026-03-26T13:04:25.255200,15.27599774,.0001322,42.9999,284.3974,257.3834,102.6869,0,U,62482,999,7004,.72581E-3,.19776E-3,0
THURAYA-4,2025-001A,2026-03-26T07:55:38.676864,1.00273320,.0000171,0.0293,91.4886,276.4433,339.0407,0,U,62483,999,334,0,.124E-5,0
SHIJIAN-25 (SJ-25),2025-002A,2026-03-26T20:13:00.387840,1.00272360,.004993,4.9192,61.6375,167.3867,25.8475,0,U,62485,999,453,0,-.364E-5,0
STARLINK-32713,2025-003A,2026-03-25T14:19:52.256640,15.27593626,.0001574,42.9974,199.2020,280.9562,79.1112,0,U,62487,999,6908,.9387E-3,.2567E-3,0
STARLINK-32732,2025-003B,2026-03-26T08:21:38.873376,15.27591385,.0002075,43.0051,194.5132,266.8023,93.2591,0,U,62488,999,6910,.10488E-2,.28722E-3,0
STARLINK-32328,2025-003C,2026-03-26T00:07:00.778368,15.27596520,.00015674,43.0027,197.0941,282.6855,77.3821,0,U,62489,999,6916,.10820874E-2,.29649E-3,0
STARLINK-32332,2025-003D,2026-03-25T23:50:21.102720,15.27610243,.00024233,42.9989,197.0122,267.9050,92.1524,0,U,62490,999,6914,.11734491E-2,.32201E-3,0
STARLINK-32717,2025-003E,2026-03-26T08:47:32.287488,15.27570509,.0002,43.0027,194.6584,277.3942,82.6682,0,U,62491,999,6922,.8011E-3,.21842E-3,0
STARLINK-32757,2025-003F,2026-03-25T23:59:36.401568,15.27591576,.00011943,43.0037,197.0566,259.5893,100.4824,0,U,62492,999,6904,.61843556E-3,.16801E-3,0
STARLINK-32731,2025-003G,2026-03-25T18:01:28.202304,15.27608861,.0001666,43.0018,198.6340,282.2280,77.8385,0,U,62493,999,6912,.1403674E-2,.38601E-3,0
STARLINK-32694,2025-003H,2026-03-26T00:41:57.158592,15.27587128,.00025957,43.0051,196.4207,269.0805,90.9749,0,U,62494,999,6917,.333615E-3,.8931E-4,0
STARLINK-32708,2025-003J,2026-03-26T07:44:50.611200,15.27602287,.0000551,42.9948,195.1844,301.3950,58.6847,0,U,62495,999,6909,.69733E-3,.18989E-3,0
STARLINK-32718,2025-003K,2026-03-26T06:53:02.201856,15.27599705,.0000378,43.0003,194.9192,315.1726,44.9095,0,U,62496,999,6909,.68115E-3,.1854E-3,0
STARLINK-32729,2025-003L,2026-03-26T00:47:30.971040,15.27588903,.00005783,43.0034,196.4441,296.8552,63.2240,0,U,62497,999,6917,.10904299E-2,.29874E-3,0
STARLINK-32739,2025-003M,2026-03-26T09:00:29.386368,15.27612727,.000225,42.9989,194.7155,280.8820,79.1778,0,U,62498,999,6917,.11908E-2,.32685E-3,0
STARLINK-32714,2025-003N,2026-03-26T08:07:02.493984,15.27601015,.0001855,43.0006,195.3042,275.4796,84.5844,0,U,62499,999,6921,.9165E-3,.2506E-3,0
STARLINK-32685,2025-003P,2026-03-26T07:55:56.864064,15.27604163,.0000583,42.9947,195.2424,352.1462,7.9381,0,U,62500,999,6916,.13062E-2,.35882E-3,0
STARLINK-32691,2025-003Q,2026-03-25T14:08:45.783456,15.27614204,.0001453,42.9989,199.1345,260.5678,99.5010,0,U,62501,999,6909,.12511E-2,.34363E-3,0
STARLINK-32788,2025-003R,2026-03-26T07:18:56.130912,15.27601534,.0000935,43.0003,195.0502,270.7797,89.2948,0,U,62502,999,6909,.69515E-3,.18928E-3,0
STARLINK-32768,2025-003S,2026-03-26T08:29:02.201280,15.27595234,.0001199,43.0025,194.5518,264.1186,95.9529,0,U,62503,999,6910,.7386E-3,.20127E-3,0
STARLINK-32792,2025-003T,2026-03-26T08:16:04.563264,15.27595078,.0001085,43.0009,194.4787,247.6645,112.4092,0,U,62504,999,6910,.82336E-3,.22474E-3,0
STARLINK-32725,2025-003U,2026-03-26T06:43:46.169472,15.27634776,.0002079,42.9905,194.8476,89.3484,270.7605,0,U,62505,999,6909,.78281E-3,.21378E-3,0
STARLINK-32681,2025-003V,2026-03-26T07:33:12.113856,15.27598455,.0001685,43.0030,176.5307,271.8417,88.2242,0,U,62506,999,6942,.91814E-3,.25104E-3,0
STARLINK-32679,2025-003W,2026-03-26T06:38:25.975392,15.27603143,.0000606,42.9999,195.6597,318.5206,41.5600,0,U,62507,999,6920,.75883E-3,.20692E-3,0
STARLINK-32749,2025-003X,2026-03-26T08:43:50.032992,15.27598114,.0001181,43.0009,194.6245,235.9795,124.0944,0,U,62508,999,6910,.88435E-3,.24166E-3,0
STARLINK-32744,2025-003Y,2026-03-26T00:10:42.764160,15.27594778,.00014028,43.0028,197.1183,274.6894,85.3798,0,U,62509,999,6904,.10060335E-2,.27538E-3,0
STARLINK-32701,2025-003Z,2026-03-26T07:30:02.253312,15.27623008,.0002488,42.9895,195.1019,112.7495,247.3620,0,U,62510,999,6909,.80354E-3,.21946E-3,0
STARLINK-11452 [DTC],2025-004A,2026-03-26T09:05:53.827872,15.70883415,.0001541,43.0020,330.1062,31.1292,328.9667,0,U,62511,999,7075,.16873E-2,.222347E-2,0
STARLINK-11443 [DTC],2025-004B,2026-03-26T00:00:02.999808,15.70887309,.00015275,43.0001,332.8419,270.3311,283.2223,0,U,62512,999,578,-.96061499E-3,-.122159E-2,0
STARLINK-11440 [DTC],2025-004C,2026-03-26T09:28:49.519776,15.70892557,.0001065,43.0015,330.2340,291.2439,68.8314,0,U,62513,999,6983,.1758E-2,.232053E-2,0
STARLINK-11514 [DTC],2025-004D,2026-03-26T08:59:33.886464,15.70897360,.000113,43.0001,330.0694,36.2638,323.8306,0,U,62514,999,6983,.18001E-2,.237836E-2,0
STARLINK-11508 [DTC],2025-004E,2026-03-26T08:50:36.144096,15.70890583,.0000807,43.0007,330.0191,313.7054,46.3747,0,U,62515,999,6983,.16732E-2,.220504E-2,0
STARLINK-11510 [DTC],2025-004F,2026-03-26T09:36:27.602208,15.70929794,.0003177,43.0010,330.2752,277.1600,82.8907,0,U,62516,999,6983,.16291E-2,.214919E-2,0
STARLINK-11512 [DTC],2025-004G,2026-03-25T23:18:17.970048,15.70868855,.0001455,43.0004,332.1883,271.4381,88.6320,0,U,62517,999,6977,.16632E-2,.218945E-2,0
STARLINK-11450 [DTC],2025-004H,2026-03-24T23:39:12.728736,15.70847285,.00014805,43.0044,338.5776,212.6151,147.4626,0,U,62518,999,6961,.12233655E-2,.159623E-2,0
STARLINK-11507 [DTC],2025-004J,2026-03-26T09:21:10.796256,15.70947368,.0001463,43.0006,330.1871,295.0628,65.0088,0,U,62519,999,6983,.1498E-2,.197286E-2,0
STARLINK-11482 [DTC],2025-004K,2026-03-25T23:25:56.453376,15.70937287,.0000802,43.0008,332.2297,208.9501,151.1322,0,U,62520,999,6977,.12064E-2,.157973E-2,0
STARLINK-11528 [DTC],2025-004L,2026-03-26T02:06:17.772480,15.70955163,.00042591,43.0053,332.2248,256.4420,103.5973,0,U,62521,999,6978,.1389838E-2,.182798E-2,0
STARLINK-11516 [DTC],2025-004M,2026-03-26T12:00:01.999296,15.70828330,.0001697,43.0004,329.2962,264.4632,90.3991,0,U,62522,999,597,-.11545E-3,-.15228E-3,0
STARLINK-11527 [DTC],2025-004N,2026-03-25T23:33:35.170848,15.70867087,.000071,43.0005,332.2705,216.8228,143.2591,0,U,62523,999,6977,.10364E-2,.134862E-2,0
STARLINK-32748,2025-004P,2026-03-26T12:19:18.860736,15.27607067,.0001855,43.0017,124.6832,272.9327,87.1312,0,U,62524,999,6903,.58374E-3,.15849E-3,0
STARLINK-32777,2025-004Q,2026-03-26T03:51:44.677728,15.27605326,.00001725,42.9964,127.2018,168.2285,191.8571,0,U,62525,999,6897,.64755806E-3,.17614E-3,0
STARLINK-32741,2025-004R,2026-03-26T03:35:46.500000,15.27577535,.00018898,43.0009,123.6539,244.3747,115.6910,0,U,62526,999,6901,.11472227E-2,.3144E-3,0
STARLINK-32754,2025-004S,2026-03-26T09:33:13.660128,15.27582278,.0001586,43.0000,125.5363,300.7658,59.3038,0,U,62527,999,6806,.90866E-4,.2239E-4,0
STARLINK-32786,2025-004T,2026-03-26T04:02:39.054912,15.27608433,.00014716,43.0037,126.3941,254.2915,105.7775,0,U,62528,999,6803,.6954503E-3,.18941E-3,0
STARLINK-32789,2025-004U,2026-03-26T11:16:36.766272,15.27604529,.0001424,43.0013,125.2115,292.2909,67.7791,0,U,62529,999,6902,.72135E-3,.19656E-3,0
STARLINK-32791,2025-004V,2026-03-25T11:23:55.807872,15.27596585,.00017001,43.0005,130.6422,254.7442,105.3222,0,U,62530,999,6887,.80761522E-3,.2204E-3,0
STARLINK-32785,2025-004W,2026-03-26T09:53:32.656128,15.27659458,.0000189,42.9971,125.6495,298.3804,61.7029,0,U,62531,999,6901,.19088E-2,.52769E-3,0
STARLINK-11538 [DTC],2025-006A,2026-03-26T06:24:41.643360,15.70886404,.0001469,43.0000,39.6130,291.0485,69.0226,0,U,62554,999,6921,.18266E-2,.241334E-2,0
STARLINK-11534 [DTC],2025-006B,2026-03-26T06:32:20.277888,15.70929733,.0001162,42.9999,39.6548,287.5031,72.5709,0,U,62555,999,6921,.21604E-2,.287659E-2,0
STARLINK-11515 [DTC],2025-006C,2026-03-26T07:33:30.179232,15.70877905,.000042,42.9996,39.9952,291.8777,68.2046,0,U,62556,999,6921,.15585E-2,.204866E-2,0
STARLINK-11478 [DTC],2025-006D,2026-03-26T05:31:20.860320,15.70915485,.0004233,43.0003,40.2072,288.0054,72.0352,0,U,62557,999,6920,.14515E-2,.190787E-2,0
STARLINK-11358 [DTC],2025-006E,2026-03-26T08:26:49.972992,15.70876995,.0001027,43.0004,39.3986,277.7913,82.2838,0,U,62558,999,6922,.18964E-2,.250766E-2,0
STARLINK-11517 [DTC],2025-006F,2026-03-25T22:01:11.810784,15.70915177,.0002159,43.0004,42.1650,247.3770,112.6870,0,U,62559,999,6915,.15719E-2,.207009E-2,0
STARLINK-11519 [DTC],2025-006G,2026-03-26T06:10:53.965920,15.71058078,.0002416,43.0006,40.4279,287.7914,72.2690,0,U,62560,999,6920,.2271E-2,.304665E-2,0
STARLINK-11451 [DTC],2025-006H,2026-03-26T06:39:58.655808,15.70894978,.0001871,43.0011,39.6946,269.6806,90.3847,0,U,62561,999,6921,.18485E-2,.244416E-2,0
STARLINK-11530 [DTC],2025-006J,2026-03-26T06:09:34.776000,15.71109961,.0002924,43.0004,40.4182,254.4900,105.5645,0,U,62562,999,6920,.22406E-2,.301116E-2,0
STARLINK-11536 [DTC],2025-006K,2026-03-26T06:47:36.758112,15.70965670,.0004167,43.0034,39.7367,264.9812,95.0580,0,U,62563,999,6921,.18347E-2,.243319E-2,0
STARLINK-11540 [DTC],2025-006L,2026-03-26T05:46:39.141984,15.70868974,.0000751,43.0004,40.2892,273.3999,86.6782,0,U,62564,999,6920,.18435E-2,.24346E-2,0
STARLINK-11523 [DTC],2025-006M,2026-03-26T05:54:17.678016,15.70920414,.0001403,42.9999,40.3320,275.1463,84.9244,0,U,62565,999,6920,.25589E-2,.342963E-2,0
STARLINK-11525 [DTC],2025-006N,2026-03-26T07:48:47.316096,15.70833619,.0001086,42.9989,40.0760,251.1130,108.9620,0,U,62566,999,6921,.11523E-4,.103E-4,0
STARLINK-32752,2025-006P,2026-03-26T07:27:33.178752,15.27602907,.0002199,43.0040,198.7983,273.5564,86.5036,0,U,62567,999,6740,.96859E-3,.26506E-3,0
STARLINK-32760,2025-006Q,2026-03-26T07:34:56.923968,15.27610577,.0000341,42.9985,198.8229,280.1386,79.9427,0,U,62568,999,6740,.94349E-3,.25816E-3,0
STARLINK-32715,2025-006R,2026-03-26T07:47:53.508768,15.27597052,.0000669,42.9904,198.8969,105.7665,254.3261,0,U,62569,999,6740,.11692E-2,.32069E-3,0
STARLINK-32764,2025-006S,2026-03-26T07:58:58.432800,15.27636394,.0001219,42.9966,198.9531,277.6341,82.4372,0,U,62570,999,6740,.78433E-3,.21421E-3,0
STARLINK-32773,2025-006T,2026-03-26T08:35:47.963328,15.27594237,.000133,43.0026,198.2902,277.9445,82.1255,0,U,62571,999,6741,.73353E-3,.19986E-3,0
STARLINK-32750,2025-006U,2026-03-26T08:09:53.853696,15.27602144,.0000523,42.9952,198.1449,35.3290,324.7596,0,U,62572,999,6741,.97685E-3,.26734E-3,0
STARLINK-32771,2025-006V,2026-03-26T08:24:40.570848,15.27617521,.0001917,43.0004,198.2285,279.2056,80.8579,0,U,62573,999,6741,.66845E-3,.18199E-3,0
STARLINK-32766,2025-006W,2026-03-26T00:59:48.976512,15.27600525,.0002486,43.0039,200.2077,265.7931,94.2637,0,U,62574,999,6736,.65232869E-3,.17743E-3,0
CENTISPACE-1 S7,2025-007B,2026-03-26T11:28:59.793312,13.80782647,.001045,54.9756,221.2584,253.9006,106.0800,0,U,62576,999,6329,.70203E-4,-.66E-6,0
CENTISPACE-1 S8,2025-007C,2026-03-26T07:41:45.025728,13.79766866,.0009761,54.9843,221.3397,311.5580,48.4539,0,U,62577,999,6328,.79964E-4,-.57E-6,0
CENTISPACE-1 S9,2025-007D,2026-03-26T06:36:57.076704,13.81263535,.0009582,54.9815,222.2260,252.1954,107.7958,0,U,62578,999,6326,.83179E-4,-.52E-6,0
CENTISPACE-1 S10,2025-007E,2026-03-26T12:20:56.916096,13.80607419,.0008867,54.9881,220.5206,295.8858,64.1184,0,U,62579,999,6331,.80136E-4,-.56E-6,0
CENTISPACE-1 S11,2025-007F,2026-03-26T10:57:26.317440,13.80789510,.0008916,54.9768,220.4383,303.1687,56.8413,0,U,62580,999,6330,.94206E-4,-.41E-6,0
CENTISPACE-1 S12,2025-007G,2026-03-26T06:28:41.716128,13.79783532,.001082,54.9761,221.3855,319.5767,40.4384,0,U,62581,999,6328,.10713E-3,-.29E-6,0
CENTISPACE-1 S13,2025-007H,2026-03-26T11:19:17.329440,13.80680169,.0008591,54.9799,220.7529,286.1016,73.8994,0,U,62582,999,6330,.7616E-4,-.6E-6,0
CENTISPACE-1 S14,2025-007J,2026-03-26T10:47:36.525120,13.80743817,.000903,54.9834,221.8982,297.3373,62.6663,0,U,62583,999,6328,.84049E-4,-.52E-6,0
CENTISPACE-1 S15,2025-007K,2026-03-26T12:11:28.695264,13.80317661,.0009982,54.9853,221.6662,284.5553,75.4296,0,U,62584,999,6331,.10748E-3,-.28E-6,0
CENTISPACE-1 S16,2025-007L,2026-03-26T12:00:06.899040,13.80585126,.000962,54.9873,220.3943,287.6645,72.3260,0,U,62585,999,6329,.11659E-3,-.18E-6,0
STARLINK-11547 [DTC],2025-008A,2026-03-26T07:06:12.355776,15.70896182,.0002097,43.0000,26.2777,250.8443,109.2198,0,U,62587,999,6872,.14738E-2,.193583E-2,0
STARLINK-11185 [DTC],2025-008B,2026-03-26T12:26:35.292192,15.70919695,.0000859,43.0003,24.4878,14.7433,345.3459,0,U,62588,999,6876,.20797E-2,.276393E-2,0
STARLINK-11513 [DTC],2025-008C,2026-03-25T04:54:23.793984,15.70873242,.00018795,43.0017,32.7068,264.4335,95.6318,0,U,62589,999,6855,.90957903E-3,.118102E-2,0
STARLINK-11397 [DTC],2025-008D,2026-03-26T04:25:50.535552,15.70879159,.00017811,43.0011,26.2743,279.2957,80.7710,0,U,62590,999,6982,.20860685E-2,.276784E-2,0
STARLINK-11420 [DTC],2025-008E,2026-03-26T05:27:00.072288,15.70880240,.0001875,43.0010,26.6167,272.8594,87.2059,0,U,62591,999,6989,.15034E-2,.19745E-2,0
STARLINK-11415 [DTC],2025-008F,2026-03-26T02:46:49.023552,15.70870608,.0002148,43.0003,27.5092,260.0325,100.0300,0,U,62592,999,6980,.61212652E-3,.7895E-3,0
STARLINK-11413 [DTC],2025-008G,2026-03-26T02:39:10.295712,15.70881102,.00008833,43.0007,27.4675,223.0440,137.0359,0,U,62593,999,6976,.17030751E-2,.224471E-2,0
STARLINK-11416 [DTC],2025-008H,2026-03-26T12:00:01.999296,15.70852403,.0001642,43.0009,24.4868,264.3418,21.4896,0,U,62594,999,586,-.91218E-3,-.11594E-2,0
STARLINK-11535 [DTC],2025-008J,2026-03-26T06:05:02.299776,15.70884611,.0002143,43.0002,25.9338,250.8562,109.2073,0,U,62595,999,6974,.17186E-2,.226612E-2,0
STARLINK-11521 [DTC],2025-008L,2026-03-25T13:40:49.404000,15.70993986,.0003391,43.0000,30.2754,277.4448,82.6034,0,U,62597,999,6978,.29886E-2,.404938E-2,0
STARLINK-11258 [DTC],2025-008M,2026-03-25T21:26:15.806400,15.70881601,.0001887,42.9999,28.4017,224.1095,135.9622,0,U,62598,999,6983,.14383E-2,.18868E-2,0
STARLINK-11529 [DTC],2025-008N,2026-03-26T05:11:43.444320,15.71042195,.000159,43.0007,26.5287,289.3986,70.6710,0,U,62599,999,6989,.15768E-2,.208801E-2,0
STARLINK-32747,2025-008P,2026-03-26T06:03:25.171488,15.27615518,.0000479,42.9985,184.7185,34.2508,325.8375,0,U,62600,999,6809,.98907E-3,.27084E-3,0
STARLINK-32767,2025-008Q,2026-03-26T13:02:24.775584,15.27536710,.0002443,43.0014,182.5920,269.2394,90.8178,0,U,62601,999,6820,.10556E-2,.28861E-3,0
STARLINK-32769,2025-008R,2026-03-25T13:35:36.407040,15.27587631,.0000947,42.9991,188.1589,271.4252,88.6491,0,U,62602,999,6805,.75918E-3,.20692E-3,0
STARLINK-32778,2025-008S,2026-03-26T06:20:04.525728,15.27594492,.0001096,43.0026,184.8020,283.4317,76.6412,0,U,62603,999,6809,.11947E-2,.32775E-3,0
STARLINK-32710,2025-008T,2026-03-26T07:59:34.203264,15.27603914,.000087,43.0011,183.5888,228.6085,131.4692,0,U,62604,999,6811,.88825E-3,.24279E-3,0
STARLINK-32742,2025-008U,2026-03-26T12:47:35.092320,15.27602532,.0001894,43.0034,182.5143,279.9510,80.1127,0,U,62605,999,6819,.66443E-3,.18079E-3,0
STARLINK-32783,2025-008V,2026-03-26T06:56:51.746784,15.27589854,.0001583,42.9998,184.1256,273.8921,86.1750,0,U,62606,999,6810,.48157E-4,.1064E-4,0
STARLINK-32784,2025-008W,2026-03-26T12:56:50.620128,15.34241134,.0008448,42.9938,180.8201,33.7068,326.4322,0,U,62607,999,6822,.18214E-2,.61967E-3,0
BUZZER-1,2025-009A,2026-03-26T12:03:29.311776,15.20974375,.0006159,97.3957,165.2363,263.3408,96.7127,0,U,62609,999,6612,.18784E-3,.4095E-4,0
EDISON-1,2025-009B,2026-03-26T11:42:51.811488,15.29522312,.0004634,97.4024,168.2395,229.6588,130.4248,0,U,62610,999,6630,.45621E-3,.12992E-3,0
BALKAN-1,2025-009C,2026-03-26T10:33:54.818784,15.23842250,.0005329,97.3946,165.7710,261.8778,98.1855,0,U,62611,999,6615,.3416E-3,.817E-4,0
GESAT GEN1,2025-009D,2026-03-26T12:03:07.130304,15.27170022,.0001411,97.4038,168.1058,123.2826,236.8549,0,U,62612,999,6629,.34849E-3,.9212E-4,0
FLOCK 4G-8,2025-009E,2026-03-26T11:46:03.317088,15.28037918,.0003306,97.4028,167.9391,230.3220,129.7728,0,U,62613,999,6628,.41772E-3,.11357E-3,0
TRANSPORTER-12 OBJECT F,2025-009F,2026-03-26T05:35:44.074464,15.88116919,.0008366,97.3799,176.6788,255.8743,104.1599,0,U,62614,999,6685,.22289E-2,.603584E-2,.13984E-3
TRANSPORTER-12 OBJECT G,2025-009G,2026-03-26T11:38:22.009344,15.24668878,.0004838,97.3968,166.4203,253.9034,106.1672,0,U,62615,999,6619,.28457E-3,.6962E-4,0
INNOCUBE (TUSAT-31),2025-009H,2026-03-26T11:01:56.567136,15.25250612,.0004539,97.3924,166.3863,259.2473,100.8254,0,U,62616,999,6620,.30832E-3,.7683E-4,0
SCOT-1 (SCOT),2025-009J,2026-03-26T11:41:56.872320,15.45056005,.0004401,97.3877,171.3433,230.4820,129.6040,0,U,62617,999,6654,.98952E-3,.46883E-3,0
AE1D,2025-009K,2026-03-26T12:28:50.989440,15.48579489,.0003707,97.3982,172.6174,233.7787,126.3121,0,U,62618,999,6660,.1173E-2,.62878E-3,0
IRIS-F3,2025-009L,2026-03-26T11:02:18.607776,15.25619765,.0005338,97.4067,167.0077,243.3080,116.7612,0,U,62619,999,6620,.2179E-3,.5468E-4,0
TRANSPORTER-12 OBJECT M,2025-009M,2026-03-26T11:51:28.882656,15.49202818,.0004191,97.3947,172.6872,217.5111,142.5848,0,U,62620,999,6660,.10963E-2,.60036E-3,0
FLOCK 4G-13,2025-009N,2026-03-26T11:22:49.033632,15.34606863,.0004983,97.3998,167.8919,228.8338,131.2476,0,U,62621,999,6627,.14837E-2,.49956E-3,0
FLOCK 4G-9,2025-009P,2026-03-26T11:03:28.443168,15.26547252,.0003443,97.3981,167.1061,244.8206,115.2676,0,U,62622,999,6623,.34668E-3,.8993E-4,0
OTTER,2025-009Q,2026-03-26T11:42:07.010496,15.28202278,.0003774,97.4048,168.0440,228.6667,131.4248,0,U,62623,999,6628,.37708E-3,.10295E-3,0
FLOCK 4G-7,2025-009R,2026-03-26T12:09:07.186752,15.27534639,.0001698,97.3965,167.3967,218.2765,141.8354,0,U,62624,999,6627,.45025E-3,.12061E-3,0
FLOCK 4G-12,2025-009S,2026-03-26T11:49:29.553888,15.27415566,.0003365,97.4042,167.8396,225.5948,134.5016,0,U,62625,999,6627,.36042E-3,.9603E-4,0
MBZ-SAT,2025-009T,2026-03-26T02:53:20.311008,15.18412183,.0003558,97.4003,165.2312,226.0821,134.0120,0,U,62626,999,6608,.33846357E-4,.63E-5,0
RAY 1.0,2025-009U,2026-03-26T11:51:41.764032,15.20193646,.0008397,97.4014,165.3348,195.0650,165.0336,0,U,62627,999,6611,.17474E-3,.3719E-4,0
ION SCV-016,2025-009V,2026-03-26T02:42:51.897024,14.47649791,.0601845,97.4415,132.4759,7.7850,353.2190,0,U,62628,999,6351,.55810353E-3,.25752E-3,0
FLOCK 4G-11,2025-009W,2026-03-26T11:44:46.099680,15.27610206,.0001827,97.3948,167.5099,222.9900,137.1197,0,U,62629,999,6628,.38869E-3,.10423E-3,0
ION SCV-014,2025-009X,2026-03-26T03:22:58.235520,15.04956882,.00063628,97.4910,160.7987,71.7349,288.4570,0,U,62630,999,6549,.13413961E-3,.1842E-4,0
PELICAN-2,2025-009Y,2026-03-26T11:41:44.523168,15.40239108,.0005944,97.3967,175.9913,165.8630,194.2784,0,U,62631,999,6682,.89011E-3,.3585E-3,0
SIGI,2025-009Z,2026-03-26T11:22:09.267168,15.23654314,.0002232,97.4028,166.7081,216.2169,143.8917,0,U,62632,999,6620,.21941E-3,.519E-4,0
