order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00225789,2023-02-21,P0139,S026,C042951,2,3.06,0.0,6.12,3.35,2.77
0RD00335945,2024-04-28,P0125,S086,C024674,2,12.38,0.0,24.76,16.27,8.49
0RD00850695,2023-03-28,P0184,S038,C019963,3,6.44,0.0,19.32,12.55,6.77
0RD00168587,2023-09-04,P0173,S006,C001327,4,4.96,0.0,19.84,13.79,6.05
0RD00190800,2024-01-30,P0014,S029,C000119,2,6.68,0.2,10.69,5.47,5.22
0RD00210888,2023-08-13,P0170,S028,C009523,1,6.66,0.0,6.66,4.16,2.5
0RD00700501,2024-05-01,P0169,S049,C016227,1,4.1,0.0,4.1,2.8,1.3
0RD00227897,2023-08-07,P0012,S091,C027137,4,6.52,0.0,26.08,15.26,10.82
0RD00762253,2024-12-17,P0170,S070,C033216,1,4.93,0.0,4.93,2.75,2.18
0RD00730828,2024-08-26,P0036,S057,C049351,3,4.08,0.0,12.24,7.81,4.43
0RD00808424,2024-11-18,P0018,S024,C005175,4,12.47,0.0,49.88,31.92,17.96
0RD00590187,2024-11-06,P0198,S040,C027911,1,9.35,0.1,8.41,5.75,2.67
0RD00849944,2024-08-15,P0039,S100,C017609,1,13.48,0.0,13.48,8.0,5.48
0RD00901758,2023-08-09,P0023,S034,C038611,5,13.3,0.0,66.5,34.76,31.74
0RD00144268,2023-12-10,P0030,S020,C010212,3,10.75,0.0,32.25,19.35,12.9
0RD00543906,2023-04-20,P0199,S062,C009711,1,12.61,0.0,12.61,8.73,3.88
0RD00672315,2024-05-28,P0119,S064,C045801,5,6.22,0.2,24.88,15.02,9.86
0RD00040146,2023-04-25,P0113,S059,C042199,5,8.4,0.0,42.0,28.79,13.21
0RD00627226,2023-11-22,P0137,S054,C032969,1,5.94,0.0,5.94,3.38,2.56
0RD00711877,2023-03-20,P0126,S068,C014666,4,5.93,0.2,18.98,10.33,8.64
0RD00566671,2023-12-05,P0191,S073,C022196,5,8.1,0.0,40.5,25.75,14.75
0RD00040418,2024-02-17,P0074,S032,C006291,2,10.05,0.0,20.1,10.29,9.81
0RD00707858,2024-10-29,P0048,S034,C049794,5,5.84,0.15,24.82,15.5,9.32
0RD00837495,2023-05-02,P0121,S011,C015915,4,4.84,0.1,17.42,9.21,8.22
0RD00051925,2023-10-10,P0117,S091,C023087,2,8.99,0.2,14.38,8.3,6.09
0RD00382187,2024-10-02,P0108,S046,C012100,5,3.15,0.15,13.39,7.31,6.07
0RD00653100,2024-04-26,P0147,S025,C028531,3,11.7,0.0,35.1,22.3,12.8
0RD00668203,2024-03-18,P0073,S080,C020496,4,10.1,0.0,40.4,27.88,12.52
0RD00415289,2023-10-05,P0065,S010,C015927,4,13.71,0.0,54.84,31.43,23.41
0RD00265868,2024-04-23,P0194,S063,C038026,5,9.14,0.0,45.7,30.46,15.24
0RD00859059,2023-06-22,P0184,S004,C005851,3,5.44,0.0,16.32,11.27,5.05
0RD00388265,2023-11-09,P0003,S003,C006517,5,9.79,0.0,48.95,27.34,21.61
0RD00137203,2023-09-07,P0060,S090,C013536,4,3.79,0.0,15.16,9.54,5.62
0RD00212822,2024-04-10,P0120,S027,C013434,2,5.37,0.15,9.13,5.18,3.95
0RD00205992,2023-10-14,P0015,S056,C006355,4,9.07,0.0,36.28,22.73,13.55
0RD00536842,2024-05-06,P0147,S057,C031022,2,9.69,0.15,16.47,9.81,6.66
0RD00773475,2024-04-05,P0083,S001,C020872,5,4.84,0.1,21.78,12.12,9.66
0RD00182874,2023-11-01,P0144,S013,C025292,3,10.61,0.15,27.06,15.61,11.44
0RD00600418,2024-06-03,P0155,S097,C018444,1,4.51,0.1,4.06,2.75,1.31
0RD00998547,2024-02-04,P0001,S014,C014922,5,6.97,0.0,34.85,19.92,14.93
0RD00697415,2023-05-16,P0106,S021,C023820,2,11.4,0.0,22.8,14.69,8.11
0RD00190498,2024-05-21,P0076,S095,C027745,3,4.58,0.15,11.68,6.9,4.77
0RD00368102,2024-02-29,P0157,S044,C021282,5,9.4,0.0,47.0,30.4,16.6
0RD00298022,2024-08-04,P0168,S071,C017508,3,10.59,0.2,25.42,13.72,11.7
0RD00127385,2023-03-06,P0107,S077,C016537,1,11.3,0.15,9.61,5.04,4.57
0RD00382992,2024-01-11,P0093,S099,C046878,4,5.96,0.2,19.07,9.85,9.22
0RD00489877,2024-12-02,P0049,S041,C030382,3,8.75,0.0,26.25,17.03,9.22
0RD00553496,2023-04-22,P0113,S071,C016248,3,9.23,0.0,27.69,15.1,12.59
0RD00013268,2023-04-21,P0173,S095,C042635,2,14.7,0.0,29.4,19.32,10.08
0RD00977969,2023-01-11,P0038,S015,C018025,3,11.81,0.1,31.89,19.91,11.98
0RD00598157,2024-01-14,P0102,S005,C015167,1,4.4,0.0,4.4,2.68,1.72
0RD00967163,2024-10-25,P0094,S014,C012037,4,5.3,0.0,21.2,11.1,10.1
0RD00189973,2023-11-27,P0172,S005,C016359,2,5.01,0.1,9.02,5.56,3.46
0RD00373867,2023-11-07,P0074,S092,C025033,5,7.79,0.0,38.95,21.2,17.75
0RD00964706,2024-09-25,P0038,S047,C039660,4,10.26,0.0,41.04,25.84,15.2
0RD00492945,2023-03-23,P0023,S034,C027553,1,7.55,0.0,7.55,4.81,2.74
0RD00510872,2024-04-15,P0007,S018,C047702,3,14.35,0.15,36.59,24.18,12.41
0RD00179321,2023-09-16,P0017,S003,C042779,4,9.42,0.0,37.68,24.86,12.82
0RD00161805,2024-05-19,P0118,S039,C041768,1,14.97,0.0,14.97,8.15,6.82
0RD00765049,2024-03-19,P0084,S085,C018166,1,5.68,0.2,4.54,3.12,1.42
0RD00192258,2023-11-21,P0046,S035,C031937,2,8.18,0.0,16.36,10.3,6.06
0RD00112807,2023-03-14,P0059,S068,C015947,2,14.03,0.0,28.06,17.39,10.67
0RD00312064,2023-02-19,P0057,S086,C018330,4,5.7,0.0,22.8,12.77,10.03
0RD00244519,2024-05-23,P0092,S081,C027364,2,6.73,0.1,12.11,7.34,4.78
0RD00709992,2023-06-23,P0173,S067,C018357,4,7.11,0.0,28.44,18.61,9.83
0RD00429551,2024-02-03,P0176,S077,C037939,4,10.55,0.1,37.98,19.41,18.57
0RD00385045,2024-04-28,P0108,S051,C027002,1,8.88,0.0,8.88,5.31,3.57
0RD00935695,2023-06-22,P0151,S082,C034933,5,3.55,0.2,14.2,8.56,5.64
0RD00320932,2024-04-09,P0135,S093,C039714,1,11.39,0.15,9.68,4.96,4.72
0RD00228422,2023-12-31,P0090,S031,C021835,4,3.12,0.1,11.23,5.99,5.24
0RD00283232,2024-07-05,P0069,S098,C049195,3,12.08,0.0,36.24,18.48,17.76
0RD00000899,2024-12-16,P0016,S036,C017635,2,11.54,0.1,20.77,13.48,7.3
0RD00423060,2023-02-10,P0002,S058,C019626,4,5.94,0.0,23.76,14.86,8.9
0RD00411912,2023-01-19,P0092,S074,C020916,1,6.24,0.15,5.3,3.54,1.76
0RD00459864,2023-09-07,P0094,S043,C003243,3,14.16,0.0,42.48,21.73,20.75
0RD00590373,2023-07-14,P0016,S061,C021242,2,11.71,0.0,23.42,14.74,8.68
0RD00299656,2023-01-08,P0141,S067,C013976,5,12.3,0.1,55.35,36.65,18.7
0RD00452828,2024-05-29,P0059,S074,C001695,5,8.95,0.0,44.75,31.25,13.5
0RD00770746,2023-05-28,P0155,S039,C030958,4,5.38,0.0,21.52,11.07,10.45
0RD00525182,2023-02-02,P0140,S065,C007284,3,14.94,0.0,44.82,23.19,21.63
0RD00189678,2024-02-25,P0105,S012,C016982,5,12.04,0.0,60.2,39.01,21.19
0RD00314827,2024-09-01,P0173,S041,C010984,2,5.9,0.0,11.8,6.79,5.01
0RD00297437,2024-01-02,P0085,S075,C000997,1,4.74,0.0,4.74,3.12,1.62
0RD00772349,2023-07-06,P0199,S048,C008260,3,9.21,0.1,24.87,16.22,8.65
0RD00341853,2024-08-05,P0132,S080,C023706,5,7.74,0.0,38.7,21.23,17.47
0RD00050756,2024-05-15,P0010,S055,C000507,3,3.1,0.15,7.91,4.58,3.33
0RD00692730,2023-06-05,P0025,S014,C041085,3,4.17,0.2,10.01,6.54,3.47
0RD00887947,2023-11-18,P0114,S013,C048212,5,4.9,0.0,24.5,12.95,11.55
0RD00296171,2023-09-10,P0071,S093,C027605,1,10.94,0.0,10.94,5.65,5.29
0RD00529141,2023-11-04,P0116,S044,C011277,2,13.79,0.0,27.58,18.65,8.93
0RD00753101,2023-12-08,P0074,S025,C008950,3,4.93,0.0,14.79,9.61,5.18
0RD00053762,2023-02-08,P0131,S100,C003031,2,5.59,0.1,10.06,5.03,5.03
0RD00976555,2024-05-11,P0131,S033,C027030,1,4.66,0.0,4.66,3.24,1.42
0RD00141621,2024-02-09,P0133,S009,C022653,5,11.19,0.15,47.56,26.26,21.3
0RD00926338,2023-05-23,P0033,S096,C010933,3,3.76,0.0,11.28,7.84,3.44
0RD00653693,2024-10-20,P0045,S091,C036100,5,6.99,0.1,31.46,18.56,12.9
0RD00496910,2023-10-04,P0071,S075,C028311,3,13.0,0.2,31.2,18.48,12.72
0RD00573439,2024-05-26,P0117,S014,C047342,2,4.12,0.0,8.24,4.76,3.48
0RD00887092,2023-12-25,P0036,S088,C046277,2,12.12,0.0,24.24,13.16,11.08
0RD00975710,2023-08-15,P0019,S091,C035378,5,8.67,0.1,39.02,26.4,12.61
0RD00246550,2024-07-26,P0082,S066,C010534,5,9.78,0.0,48.9,27.86,21.04
0RD00682730,2023-12-17,P0081,S054,C017771,4,10.27,0.0,41.08,23.87,17.21
0RD00357071,2023-03-09,P0075,S014,C038898,3,11.94,0.1,32.24,22.31,9.93
0RD00829659,2023-12-07,P0092,S042,C011894,5,10.95,0.0,54.75,28.8,25.95
0RD00801169,2023-12-12,P0062,S074,C041433,4,10.32,0.0,41.28,28.16,13.12
0RD00992174,2023-12-13,P0159,S016,C023786,2,12.64,0.0,25.28,14.87,10.41
0RD00065097,2024-03-14,P0085,S052,C031074,5,9.97,0.0,49.85,30.73,19.12
0RD00056140,2023-06-01,P0110,S068,C018203,1,9.52,0.2,7.62,4.4,3.22
0RD00984837,2024-01-30,P0187,S023,C018635,4,14.22,0.0,56.88,36.63,20.25
0RD00128457,2024-10-20,P0038,S002,C042093,3,9.34,0.1,25.22,15.57,9.64
0RD00761109,2024-03-09,P0015,S035,C037527,2,5.2,0.0,10.4,6.72,3.68
0RD00746320,2023-10-27,P0132,S069,C037547,5,9.34,0.1,42.03,24.87,17.16
0RD00697784,2024-05-16,P0079,S015,C044784,1,9.86,0.0,9.86,6.13,3.73
0RD00108471,2024-11-17,P0052,S006,C000532,5,4.31,0.0,21.55,11.42,10.13
0RD00428598,2023-10-02,P0036,S057,C036679,1,12.61,0.0,12.61,8.23,4.38
0RD00649914,2023-04-27,P0041,S060,C003060,4,13.77,0.15,46.82,23.83,22.99
0RD00612092,2023-05-30,P0107,S098,C012318,1,6.99,0.0,6.99,3.54,3.45
0RD00899231,2023-02-21,P0132,S077,C036740,1,6.88,0.0,6.88,4.22,2.66
0RD00165733,2023-02-09,P0149,S071,C025586,3,7.26,0.0,21.78,11.5,10.28
0RD00964054,2023-02-24,P0102,S084,C017795,1,14.13,0.0,14.13,7.08,7.05
0RD00888108,2023-07-31,P0073,S051,C044598,1,8.2,0.0,8.2,5.5,2.7
0RD00965198,2024-11-04,P0024,S043,C040514,3,3.55,0.1,9.58,5.5,4.09
0RD00569403,2024-05-31,P0107,S004,C027992,5,13.04,0.0,65.2,40.85,24.35
0RD00864402,2024-03-05,P0086,S035,C013385,2,10.13,0.1,18.23,11.31,6.93
0RD00612710,2024-12-27,P0199,S083,C000763,3,4.13,0.0,12.39,8.17,4.22
0RD00476139,2023-04-25,P0201,S048,C018044,2,12.67,0.0,25.34,13.76,11.58
0RD00288577,2023-03-13,P0030,S025,C012612,4,6.45,0.15,21.93,15.17,6.76
0RD00454641,2024-03-14,P0169,S023,C026248,4,10.59,0.0,42.36,29.13,13.23
0RD00989122,2024-09-29,P0186,S036,C036726,1,5.51,0.2,4.41,2.71,1.7
0RD00231156,2023-07-10,P0197,S091,C039098,3,14.15,0.15,36.08,18.13,17.95
0RD00554115,2024-07-14,P0173,S025,C036226,5,13.07,0.1,58.81,39.46,19.36
0RD00786249,2024-01-04,P0017,S070,C006232,3,8.48,0.0,25.44,14.61,10.83
0RD00376536,2024-10-16,P0102,S037,C021256,2,5.1,0.1,9.18,6.31,2.87
0RD00711274,2023-03-03,P0067,S006,C020084,3,10.23,0.0,30.69,15.98,14.71
0RD00189937,2024-09-10,P0159,S061,C012682,4,10.92,0.1,39.31,22.46,16.86
0RD00195742,2023-06-18,P0187,S024,C031624,2,4.92,0.1,8.86,5.4,3.46
0RD00606948,2023-10-27,P0042,S001,C006725,2,10.03,0.0,20.06,11.73,8.33
0RD00726294,2024-03-30,P0200,S002,C031916,5,9.07,0.0,45.35,22.71,22.64
0RD00294598,2024-12-04,P0164,S017,C024452,4,9.18,0.0,36.72,18.69,18.03
0RD00628543,2023-01-15,P0169,S042,C033429,3,8.6,0.0,25.8,16.73,9.07
0RD00961107,2023-09-19,P0122,S007,C012671,3,11.04,0.15,28.15,15.61,12.54
0RD00559580,2023-07-10,P0120,S003,C000303,5,9.85,0.2,39.4,20.64,18.76
0RD00587469,2024-12-08,P0015,S058,C002295,5,11.74,0.0,58.7,31.17,27.53
0RD00811431,2023-01-05,P0166,S077,C047705,4,4.37,0.0,17.48,11.01,6.47
0RD00151450,2023-07-16,P0115,S036,C000500,3,12.82,0.0,38.46,22.15,16.31
0RD00828040,2023-11-14,P0081,S013,C031060,5,14.81,0.0,74.05,41.06,32.99
0RD00375465,2023-04-15,P0049,S022,C000560,1,4.68,0.0,4.68,3.19,1.49
0RD00559458,2023-09-28,P0131,S039,C017386,4,4.08,0.2,13.06,8.76,4.29
0RD00277068,2023-10-04,P0076,S077,C027449,1,5.97,0.0,5.97,3.76,2.21
0RD00927912,2023-08-17,P0025,S096,C043736,1,11.14,0.1,10.03,5.24,4.79
0RD00934404,2023-04-02,P0124,S040,C014271,5,4.2,0.0,21.0,10.73,10.27
0RD00259570,2023-09-09,P0088,S026,C010128,2,14.81,0.2,23.7,13.76,9.93
0RD00589723,2023-07-02,P0155,S029,C028204,4,4.75,0.15,16.15,10.68,5.47
0RD00620376,2024-09-10,P0166,S019,C029508,3,14.25,0.0,42.75,24.09,18.66
0RD00416101,2024-07-18,P0133,S037,C045435,4,7.7,0.0,30.8,18.82,11.98
0RD00508139,2023-03-20,P0141,S030,C033730,3,4.25,0.0,12.75,7.79,4.96
0RD00144763,2023-07-01,P0036,S066,C002852,1,11.23,0.0,11.23,7.01,4.22
0RD00918618,2024-10-30,P0003,S075,C004269,4,14.49,0.0,57.96,30.69,27.27
0RD00707760,2023-02-06,P0183,S100,C008121,1,7.87,0.1,7.08,4.57,2.52
0RD00644089,2023-08-13,P0191,S021,C001253,4,14.29,0.0,57.16,38.39,18.77
0RD00748762,2024-04-23,P0095,S031,C008139,4,5.49,0.0,21.96,14.9,7.06
0RD00685262,2023-08-22,P0016,S012,C022335,5,9.33,0.1,41.98,24.41,17.57
0RD00119192,2024-06-22,P0089,S018,C043425,5,6.71,0.0,33.55,21.81,11.74
0RD00378935,2023-07-17,P0135,S048,C035209,4,14.8,0.2,47.36,32.19,15.17
0RD00766408,2023-03-18,P0126,S029,C011616,1,8.41,0.0,8.41,5.89,2.52
0RD00094988,2023-08-06,P0108,S035,C010212,4,7.1,0.2,22.72,12.56,10.16
0RD00274804,2024-12-24,P0074,S012,C035331,2,11.61,0.15,19.74,13.17,6.57
0RD00147865,2024-03-09,P0116,S075,C044659,1,14.39,0.15,12.23,7.87,4.36
0RD00269412,2023-02-23,P0185,S070,C033362,2,14.94,0.0,29.88,18.72,11.16
0RD00648194,2024-02-22,P0176,S036,C029457,4,13.97,0.0,55.88,29.14,26.74
0RD00244743,2023-11-22,P0151,S085,C048925,5,7.93,0.15,33.7,17.69,16.01
0RD00446419,2023-11-14,P0129,S048,C033988,2,4.57,0.15,7.77,4.62,3.15
0RD00909556,2023-11-02,P0019,S064,C018532,4,13.01,0.0,52.04,31.91,20.13
0RD00762463,2023-11-21,P0066,S080,C042990,4,5.49,0.0,21.96,12.1,9.86
0RD00421381,2023-12-25,P0091,S024,C030323,1,9.62,0.2,7.7,4.21,3.49
0RD00696378,2024-03-28,P0186,S094,C001015,1,13.68,0.0,13.68,7.93,5.75
0RD00437540,2023-02-13,P0164,S001,C018359,5,7.86,0.2,31.44,16.7,14.74
0RD00489609,2023-04-22,P0110,S092,C015233,5,11.64,0.1,52.38,27.64,24.74
0RD00237296,2024-06-16,P0133,S052,C023233,4,9.54,0.0,38.16,23.95,14.21
0RD00936352,2023-11-05,P0133,S078,C044800,3,9.39,0.0,28.17,18.94,9.23
0RD00983337,2024-07-03,P0101,S037,C040054,4,12.66,0.2,40.51,24.81,15.7
0RD00038385,2024-04-05,P0075,S020,C009058,5,10.33,0.0,51.65,32.58,19.07
0RD00697488,2023-09-22,P0071,S016,C020992,4,8.67,0.0,34.68,18.59,16.09
0RD00304823,2023-02-11,P0164,S053,C030102,2,3.75,0.2,6.0,3.72,2.28
0RD00984120,2023-08-26,P0030,S095,C036660,3,7.44,0.0,22.32,14.29,8.03
0RD00107321,2024-08-27,P0173,S023,C042171,5,11.69,0.0,58.45,35.53,22.92
0RD00694625,2023-12-27,P0077,S098,C037355,5,8.15,0.0,40.75,22.9,17.85
0RD00214850,2024-07-31,P0091,S069,C011939,4,12.17,0.15,41.38,27.07,14.31
0RD00384168,2024-09-16,P0105,S026,C037765,3,5.87,0.0,17.61,9.49,8.12
0RD00954984,2024-04-11,P0147,S094,C024924,3,7.34,0.0,22.02,14.83,7.19
0RD00082642,2024-03-03,P0022,S053,C040957,5,10.29,0.15,43.73,28.83,14.9
0RD00698496,2023-08-17,P0022,S053,C027278,4,14.37,0.2,45.98,25.65,20.33
0RD00165775,2023-08-15,P0043,S097,C027328,2,6.38,0.15,10.85,6.16,4.69
0RD00175588,2023-03-04,P0026,S019,C018533,3,4.97,0.0,14.91,9.87,5.04
0RD00668128,2024-03-17,P0113,S037,C031126,2,3.78,0.0,7.56,5.26,2.3
0RD00600644,2023-03-14,P0189,S044,C044472,3,9.75,0.0,29.25,17.94,11.31
0RD00072048,2024-10-21,P0132,S093,C015984,3,10.96,0.0,32.88,21.45,11.43
0RD00054791,2023-06-09,P0004,S085,C014446,1,14.32,0.1,12.89,8.69,4.2
0RD00988160,2024-11-16,P0043,S033,C018928,5,8.6,0.0,43.0,22.55,20.45
0RD00007744,2023-09-02,P0070,S035,C044781,4,7.69,0.1,27.68,16.47,11.21
0RD00345898,2024-06-28,P0099,S058,C043212,1,12.54,0.0,12.54,7.06,5.48
0RD00057077,2023-06-30,P0036,S058,C031014,5,8.82,0.2,35.28,23.56,11.72
0RD00380036,2023-10-12,P0055,S036,C002666,5,10.73,0.15,45.6,25.51,20.09
0RD00637096,2023-01-01,P0020,S001,C040745,3,5.21,0.0,15.63,9.56,6.07
0RD00710102,2024-11-02,P0089,S021,C017032,3,12.69,0.0,38.07,20.09,17.98
0RD00710782,2024-01-31,P0009,S075,C006164,2,6.22,0.0,12.44,6.74,5.7
0RD00163549,2024-04-25,P0181,S072,C007824,3,12.3,0.0,36.9,22.87,14.03
0RD00965215,2024-12-23,P0082,S017,C000846,3,13.21,0.2,31.7,19.13,12.58
0RD00730426,2024-10-10,P0200,S060,C013883,4,5.11,0.0,20.44,13.7,6.74
0RD00713397,2024-06-27,P0123,S042,C025345,3,6.75,0.0,20.25,10.62,9.63
0RD00903768,2023-08-22,P0068,S014,C019667,1,14.87,0.0,14.87,10.27,4.6
0RD00466332,2023-07-30,P0124,S016,C038738,3,10.33,0.0,30.99,16.3,14.69
0RD00337023,2023-12-16,P0042,S028,C046888,2,3.05,0.0,6.1,3.86,2.24
0RD00960748,2023-10-19,P0079,S019,C041943,1,13.38,0.0,13.38,7.87,5.51
0RD00346452,2024-07-13,P0135,S054,C035914,2,11.48,0.0,22.96,12.83,10.13
0RD00457883,2023-04-19,P0078,S026,C004674,3,3.18,0.0,9.54,5.47,4.07
0RD00145676,2024-07-17,P0024,S061,C044046,2,9.96,0.0,19.92,12.73,7.19
0RD00097258,2023-01-24,P0046,S007,C017802,1,6.94,0.0,6.94,4.11,2.83
0RD00291299,2023-01-06,P0093,S088,C044294,1,14.33,0.15,12.18,6.73,5.45
0RD00559439,2023-05-28,P0020,S005,C002996,2,14.52,0.0,29.04,15.71,13.33
0RD00937197,2024-08-13,P0058,S066,C044037,1,11.51,0.0,11.51,8.02,3.49
0RD00268160,2024-04-01,P0124,S014,C040532,3,13.11,0.0,39.33,20.43,18.9
0RD00886399,2024-04-24,P0052,S095,C026660,5,13.61,0.0,68.05,39.41,28.64
0RD00592183,2024-12-30,P0089,S052,C043392,3,13.47,0.0,40.41,20.44,19.97
0RD00291263,2024-06-11,P0026,S069,C002651,4,4.76,0.0,19.04,12.93,6.11
0RD00188204,2024-02-15,P0170,S021,C017550,1,3.91,0.0,3.91,2.43,1.48
0RD00452655,2023-08-22,P0137,S034,C043198,5,6.36,0.0,31.8,17.25,14.55
0RD00116984,2023-01-09,P0151,S068,C015822,4,6.17,0.0,24.68,16.33,8.35
0RD00007842,2024-09-05,P0012,S003,C037553,1,8.1,0.2,6.48,3.46,3.02
0RD00240883,2024-01-19,P0178,S014,C031366,3,14.06,0.0,42.18,29.01,13.17
0RD00923813,2023-09-10,P0056,S034,C045642,2,14.06,0.2,22.5,13.76,8.74
0RD00639978,2024-02-13,P0116,S045,C013402,3,7.65,0.2,18.36,12.68,5.68
0RD00904963,2024-09-26,P0066,S037,C035545,5,11.37,0.0,56.85,36.95,19.9
0RD00204862,2023-02-04,P0201,S064,C008783,4,12.74,0.0,50.96,35.43,15.53
0RD00981517,2023-04-07,P0060,S038,C006179,4,10.03,0.0,40.12,26.68,13.44
0RD00845052,2024-05-18,P0201,S010,C010873,3,11.01,0.0,33.03,17.15,15.88
0RD00860010,2024-01-24,P0069,S053,C026226,3,11.52,0.0,34.56,22.75,11.81
0RD00640139,2023-01-03,P0090,S097,C040536,1,8.17,0.1,7.35,4.07,3.29
0RD00057518,2024-12-18,P0167,S063,C048317,5,8.31,0.15,35.32,23.3,12.02
0RD00013552,2023-12-26,P0114,S074,C048174,2,12.07,0.2,19.31,12.43,6.88
0RD00667634,2024-01-12,P0024,S090,C024384,2,10.14,0.0,20.28,11.19,9.09
0RD00058419,2024-01-18,P0164,S056,C004322,1,10.89,0.0,10.89,5.75,5.14
0RD00984206,2024-02-08,P0176,S087,C045611,3,3.15,0.1,8.5,4.8,3.71
0RD00979812,2024-11-21,P0057,S076,C002779,1,13.91,0.0,13.91,8.38,5.53
0RD00794390,2023-04-11,P0171,S078,C000907,1,7.32,0.0,7.32,4.93,2.39
0RD00176714,2023-10-02,P0192,S005,C023785,4,4.26,0.0,17.04,10.79,6.25
0RD00672012,2024-09-04,P0082,S037,C033008,5,3.76,0.2,15.04,9.28,5.76
0RD00124912,2023-03-28,P0012,S055,C015432,4,3.56,0.2,11.39,7.68,3.71
0RD00365219,2023-03-27,P0123,S031,C038702,4,3.99,0.2,12.77,8.76,4.01
0RD00324297,2023-12-17,P0169,S038,C007763,4,14.34,0.0,57.36,28.99,28.37
0RD00392100,2023-12-03,P0152,S051,C026254,3,14.96,0.0,44.88,25.19,19.69
0RD00636756,2023-09-11,P0042,S086,C036045,2,9.6,0.0,19.2,13.35,5.85
0RD00946362,2023-11-15,P0058,S097,C007184,3,7.82,0.15,19.94,12.31,7.64
0RD00631606,2023-08-30,P0128,S024,C024034,5,13.73,0.0,68.65,46.0,22.65
0RD00484482,2023-01-17,P0169,S040,C006109,4,3.09,0.2,9.89,6.77,3.11
0RD00228870,2023-07-29,P0143,S018,C020755,5,11.67,0.2,46.68,23.72,22.96
0RD00156467,2024-10-25,P0048,S071,C011122,2,5.79,0.15,9.84,6.58,3.26
0RD00883530,2024-03-10,P0183,S023,C041892,2,10.67,0.15,18.14,11.73,6.41
0RD00075463,2024-12-18,P0114,S039,C028848,2,11.59,0.0,23.18,15.22,7.96
0RD00044236,2023-04-06,P0077,S084,C025441,3,5.55,0.2,13.32,7.66,5.66
0RD00197310,2024-10-30,P0156,S087,C037576,4,6.33,0.2,20.26,11.94,8.32
0RD00507907,2023-11-18,P0151,S072,C020425,2,11.94,0.2,19.1,10.26,8.85
0RD00952858,2024-02-19,P0138,S060,C038553,3,4.23,0.15,10.79,5.53,5.26
0RD00047433,2024-05-04,P0028,S041,C017955,2,6.37,0.0,12.74,8.47,4.27
0RD00910419,2023-08-12,P0126,S055,C045759,4,6.78,0.0,27.12,16.29,10.83
0RD00796634,2023-08-29,P0018,S019,C044306,5,12.1,0.0,60.5,40.12,20.38
0RD00847796,2023-12-09,P0044,S074,C011902,2,9.73,0.0,19.46,10.42,9.04
0RD00529420,2023-06-06,P0137,S042,C044800,2,3.73,0.2,5.97,3.45,2.51
0RD00100239,2023-04-19,P0108,S047,C037624,2,14.04,0.0,28.08,18.62,9.46
0RD00819500,2024-11-10,P0171,S039,C008135,1,7.47,0.0,7.47,4.49,2.98
0RD00219360,2023-12-19,P0187,S043,C018138,1,4.78,0.0,4.78,2.6,2.18
0RD00165864,2024-01-27,P0019,S055,C018167,4,4.39,0.0,17.56,10.23,7.33
0RD00011088,2024-02-17,P0035,S096,C018915,2,11.41,0.0,22.82,11.78,11.04
0RD00938464,2024-09-29,P0017,S014,C009517,2,8.17,0.0,16.34,9.28,7.06
0RD00075601,2024-04-24,P0173,S097,C048345,3,6.61,0.0,19.83,10.46,9.37
0RD00075167,2024-06-17,P0173,S021,C010405,1,4.07,0.0,4.07,2.29,1.78
0RD00065348,2023-05-06,P0031,S062,C019389,3,11.31,0.0,33.93,18.26,15.67
0RD00916045,2024-09-17,P0035,S077,C048480,3,9.88,0.2,23.71,14.53,9.18
0RD00229407,2023-01-31,P0164,S019,C030268,4,8.26,0.0,33.04,17.04,16.0
0RD00389094,2023-07-26,P0094,S007,C013008,4,10.93,0.15,37.16,25.75,11.41
0RD00889094,2024-08-12,P0110,S037,C044477,1,8.76,0.1,7.88,5.29,2.6
0RD00401704,2024-07-10,P0093,S033,C001217,5,4.29,0.2,17.16,8.62,8.54
0RD00821520,2023-01-09,P0064,S090,C046287,4,10.59,0.0,42.36,24.59,17.77
0RD00033694,2023-11-09,P0031,S058,C048325,1,11.73,0.0,11.73,6.23,5.5
0RD00486913,2024-03-10,P0019,S092,C022005,4,14.61,0.0,58.44,32.49,25.95
0RD00973057,2024-07-18,P0089,S077,C017304,4,6.51,0.2,20.83,14.37,6.46
0RD00437837,2024-11-15,P0173,S069,C015444,2,7.62,0.0,15.24,9.86,5.38
0RD00946822,2023-08-07,P0003,S056,C031390,1,6.57,0.0,6.57,4.29,2.28
0RD00704733,2023-07-11,P0184,S016,C048559,5,8.95,0.0,44.75,27.64,17.11
0RD00994193,2024-11-07,P0120,S062,C009615,5,8.85,0.2,35.4,21.6,13.8
0RD00806889,2024-04-18,P0071,S062,C006332,2,8.65,0.15,14.71,9.74,4.97
0RD00376773,2023-02-05,P0039,S033,C035916,4,11.23,0.15,38.18,23.29,14.89
0RD00288801,2024-12-26,P0163,S017,C046148,5,13.64,0.0,68.2,41.45,26.75
0RD00017612,2023-09-21,P0072,S051,C019627,2,14.08,0.0,28.16,16.27,11.89
0RD00021722,2023-06-07,P0002,S100,C016209,1,14.16,0.0,14.16,7.65,6.51
0RD00416164,2023-02-24,P0188,S063,C025032,1,3.2,0.0,3.2,1.94,1.26
