user_id,date,age,gender,height_cm,weight_kg,steps,calories_burned,sleep_hours,heart_rate_avg,workout_type,workout_duration_minutes,water_intake_liters,stress_level,mood
1511,2020-02-24,37,Female,172,75.1,9429,594.1,6.6,76,Cycling,88,1.31,10,Happy
1675,2020-02-25,56,Male,152.8,98.2,11584,659.9,6.5,84,Cycling,67,3.07,1,Neutral
1112,2020-02-26,56,Male,178.1,65.2,12747,776.4,9.1,62,None,0,2.81,5,Neutral
1186,2020-02-27,30,Female,170.3,77.5,18968,900,6.3,62,Cycling,52,3.02,5,Tired
1806,2020-02-28,58,Male,192.1,89.6,2307,370.8,7.4,78,Yoga,88,2.17,9,Happy
1743,2020-02-29,29,Female,183.1,61.6,3085,200.4,10,65,Walking,69,2.86,4,Neutral
1226,2020-03-01,30,Male,175.7,85,17415,900,5.7,88,Cycling,42,1.68,4,Tired
1309,2020-03-02,27,Female,168.8,69.7,1291,221.3,7.3,79,Walking,29,2.21,6,Neutral
1097,2020-03-03,50,Female,162.7,51.5,4686,388.7,7.4,69,None,0,2.53,2,Neutral
1054,2020-03-04,57,Male,179.4,48.2,13579,802.5,7,66,Cycling,36,1.87,10,Tired
1622,2020-03-05,33,Female,167.7,68.6,2642,199.9,7.1,72,Yoga,72,2.65,6,Neutral
1663,2020-03-06,52,Female,181.7,84.9,9769,578.1,5.7,69,Walking,27,1.7,7,Tired
1757,2020-03-07,20,Female,174,45,4909,446.8,7.5,80,Gym,63,2.69,4,Tired
1405,2020-03-08,22,Male,174.1,73,18607,900,4.2,74,None,0,3.72,10,Neutral
1068,2020-03-09,43,Male,175.9,83.4,13268,776.4,9.7,87,Cycling,25,1.62,9,Neutral
1311,2020-03-10,28,Male,160.8,50.8,11844,707.6,9.6,81,Yoga,56,2.48,5,Happy
1288,2020-03-11,24,Female,159.8,60.5,9638,594,6.5,66,Walking,73,1.37,3,Neutral
1761,2020-03-12,27,Male,159.4,78.6,5373,444.9,8.6,71,Running,42,1.92,9,Happy
1547,2020-03-13,59,Female,180.5,82.7,12233,754.1,6.6,66,Yoga,76,2.99,1,Tired
1750,2020-03-14,51,Female,160.5,94.1,19963,900,7,66,Yoga,70,2.2,8,Neutral
1147,2020-03-15,20,Male,161.8,61.2,18806,900,6,57,Running,77,3.02,1,Neutral
1466,2020-03-16,25,Male,175.4,57.8,8558,498.3,8.2,84,Running,38,2.75,10,Tired
1738,2020-03-17,48,Female,167.5,94.8,14271,799.9,6.1,88,Gym,46,2.45,8,Neutral
1243,2020-03-18,28,Female,166.2,58.7,7745,534.3,8.2,65,Gym,44,1.78,5,Happy
1490,2020-03-19,24,Male,165.3,77.6,19993,900,6.9,64,Gym,40,2.98,7,Neutral
1848,2020-03-20,19,Male,150,102.7,7734,451.5,7,81,Yoga,44,2.71,8,Happy
1957,2020-03-21,23,Male,160.3,81.3,14860,848.1,4.8,67,Yoga,70,1.43,1,Neutral
1506,2020-03-22,58,Female,181.8,81.7,9250,526,7.1,88,Yoga,54,1.82,1,Neutral
1364,2020-03-23,49,Female,164.6,89.2,9650,703,5.3,68,Gym,89,0.56,7,Tired
1481,2020-03-24,37,Female,151,77.9,17487,855.1,7.1,54,Walking,69,1.54,1,Happy
1200,2020-03-25,51,Female,159.9,81.8,18125,866.7,9.9,74,Yoga,34,2.28,4,Tired
1153,2020-03-26,33,Female,173.6,64.9,10764,616,4.9,69,Yoga,43,1.76,6,Tired
1449,2020-03-27,42,Male,173.4,87.4,11893,728.1,6.8,76,Yoga,68,1.92,2,Tired
1500,2020-03-28,29,Male,167.1,76.2,13842,771.4,6,72,Gym,87,3.47,10,Happy
1072,2020-03-29,24,Female,163.1,47.8,5723,512.9,5.4,81,Cycling,26,3.22,5,Tired
1712,2020-03-30,56,Female,156,73.6,12604,689.1,5.8,79,Gym,73,2.01,10,Happy
1295,2020-03-31,34,Male,173.7,45,6203,423.6,9.2,78,Cycling,57,3.06,10,Happy
1016,2020-04-01,28,Male,178.4,80.7,3976,322.3,9.6,77,Gym,64,3.35,10,Neutral
1640,2020-04-02,23,Male,182.9,66.5,8426,510.7,5.4,75,Walking,28,2.93,6,Happy
1216,2020-04-03,40,Male,158.9,98.6,9619,514.9,7.6,61,Walking,74,2.71,5,Happy
1060,2020-04-04,44,Female,183.7,77.3,15702,795.6,5.6,79,Yoga,71,3.27,10,Neutral
1938,2020-04-05,23,Male,169.4,83.9,7486,438.9,6,82,Gym,68,3.04,8,Tired
1615,2020-04-06,55,Female,170.3,54.3,7490,535.5,3.9,78,Cycling,74,1.65,4,Neutral
1041,2020-04-07,19,Male,178.9,80.3,15114,878.6,10,73,Cycling,89,2.37,8,Neutral
1024,2020-04-08,39,Male,164.6,60.4,19328,900,8.6,81,Walking,22,2.11,3,Neutral
1038,2020-04-09,37,Male,150,86.4,6973,445.2,6,77,Yoga,87,3.31,7,Happy
1802,2020-04-10,42,Female,177,53.2,14447,815.1,7.4,82,Cycling,57,2.09,5,Neutral
1130,2020-04-11,32,Female,173.5,71.6,16858,872.4,6.4,74,Gym,89,1.97,5,Happy
1497,2020-04-12,46,Male,166.4,52.6,14171,817.6,8.4,61,Yoga,68,3.22,6,Happy
1228,2020-04-13,25,Female,176.2,71.9,17317,845.4,6.5,73,None,0,2.68,5,Happy
1107,2020-04-14,54,Female,178.3,100.3,6521,417,6.7,66,Gym,64,3.98,1,Happy
1171,2020-04-15,50,Male,154.9,80.8,13891,791.9,6,70,Gym,48,1.9,9,Tired
1434,2020-04-16,39,Male,170.2,69.5,17795,900,7.9,76,Walking,68,2.14,4,Happy
1477,2020-04-17,22,Female,150,45,11687,713.8,10,85,Gym,43,3.29,5,Happy
1101,2020-04-18,56,Female,168.8,62,1246,206.9,6.6,82,Running,40,1.6,1,Neutral
1865,2020-04-19,35,Female,166.3,77.1,12009,702,6.6,77,Yoga,42,3.42,3,Neutral
1523,2020-04-20,55,Male,174.9,62.3,3171,354.2,7,87,Running,47,1.65,3,Happy
1274,2020-04-21,54,Male,159.3,91.4,12523,624.1,7.4,75,Gym,51,2.93,8,Tired
1612,2020-04-22,47,Female,165.8,71.1,16528,860.9,6.6,77,Gym,41,1.21,8,Tired
1043,2020-04-23,48,Male,150,86.2,16276,750.2,6.4,71,Walking,81,2.53,9,Neutral
1954,2020-04-24,27,Male,175.6,73.1,8457,611.8,7.1,64,Walking,86,1.54,10,Tired
1816,2020-04-25,32,Female,169.1,65.9,3060,256.5,4.4,81,None,0,3.85,7,Neutral
1956,2020-04-26,59,Female,170.9,62.9,4334,363.9,6.2,59,Walking,84,1.75,6,Tired
1016,2020-04-27,35,Male,155.1,54.8,14087,763.2,4,66,None,0,1.92,8,Tired
1329,2020-04-28,40,Male,174,86.4,1944,229.7,6.3,77,Walking,70,2.87,3,Tired
1568,2020-04-29,50,Female,186.5,63.6,6361,546.9,5.6,67,None,0,2.08,10,Neutral
1822,2020-04-30,33,Male,168.2,77.8,15638,790.9,7.9,75,Cycling,76,2.99,10,Neutral
1496,2020-05-01,55,Male,176.5,62.1,6284,437.9,5.9,76,Walking,74,2,10,Happy
1814,2020-05-02,52,Female,161.3,53.8,10244,575.3,6.5,69,Gym,61,1.95,8,Happy
1011,2020-05-03,51,Female,169.2,78.3,11916,641.7,3.8,76,None,0,2.48,3,Tired
1317,2020-05-04,45,Male,154.7,58.8,10509,614.9,8.5,75,Gym,80,1.65,2,Tired
1591,2020-05-05,19,Male,177.9,64,13764,785.7,5.4,64,None,0,2.78,9,Tired
1215,2020-05-06,47,Male,171.6,51.3,15891,843.6,6.3,80,Yoga,20,3.11,1,Neutral
1338,2020-05-07,30,Female,157.8,62.6,15003,762.2,8.2,55,None,0,2.89,10,Tired
1775,2020-05-08,58,Male,162,70.4,10866,634.3,8.2,94,Running,82,2.95,10,Happy
1990,2020-05-09,33,Male,170.6,65.7,1333,185,5.3,80,None,0,1.15,2,Tired
1660,2020-05-10,22,Female,179.2,82.3,10456,677.4,7.8,85,None,0,2.18,7,Happy
1080,2020-05-11,45,Female,184.8,72.2,12369,669.5,5.3,82,Cycling,69,2.34,1,Tired
1726,2020-05-12,56,Male,168.7,116.3,14218,746.1,7.3,75,Cycling,33,3.52,5,Tired
1484,2020-05-13,37,Female,156.4,76.4,5656,328.9,5.8,67,Yoga,36,2.09,9,Tired
1373,2020-05-14,41,Female,172.4,45,13410,711.1,5.5,75,Yoga,49,0.89,9,Happy
1975,2020-05-15,44,Male,187.8,66.8,3665,430.7,7.1,83,Walking,70,1.8,4,Happy
1709,2020-05-16,47,Female,153.8,68.1,8131,555.8,5.9,67,Yoga,81,2.04,10,Neutral
1199,2020-05-17,44,Female,160.5,60.8,5935,492.8,10,77,Cycling,43,0.99,2,Happy
1536,2020-05-18,43,Male,176.1,71.1,1415,262.4,6.1,57,Running,82,3.18,9,Tired
1465,2020-05-19,24,Female,171.5,60.3,1707,137.3,5.2,67,None,0,1.4,4,Happy
1088,2020-05-20,59,Male,164.5,75,3684,350.8,5.7,66,Running,53,2.81,3,Tired
1267,2020-05-21,55,Male,172.2,45,8494,549.8,7,92,Cycling,78,1.74,3,Tired
1654,2020-05-22,22,Female,179.8,87.2,7180,532,7.2,62,Walking,84,3.55,7,Happy
1570,2020-05-23,40,Female,169,46.3,15011,798.6,7.5,79,Running,52,2.31,2,Neutral
1921,2020-05-24,45,Female,168.1,66,3559,303.8,8.4,91,None,0,2.16,5,Happy
1488,2020-05-25,51,Male,175.9,59,9137,560.5,4.5,85,None,0,2.87,2,Happy
1876,2020-05-26,32,Female,167.3,74.6,4971,381.7,8.4,90,Running,31,1.79,7,Tired
1537,2020-05-27,49,Male,181.4,67.3,3957,384.5,5.6,92,Walking,85,2.9,7,Happy
1046,2020-05-28,43,Female,190.3,73.8,19113,900,7.6,76,Running,21,2.16,3,Neutral
1287,2020-05-29,48,Female,161.1,86.7,11093,594.2,9.6,80,Gym,89,2.08,3,Tired
1777,2020-05-30,36,Female,157.5,81.5,13951,786.4,5.8,77,Cycling,47,2.44,8,Happy
1015,2020-05-31,26,Male,173.7,70.5,1026,204.1,5.7,80,Running,61,1.74,7,Neutral
1710,2020-06-01,46,Female,157.1,76.9,3583,327.5,5.5,79,Running,22,2.37,4,Tired
1400,2020-06-02,56,Female,157,99.4,4055,339,6.5,92,Walking,67,2.74,2,Neutral
1918,2020-06-03,21,Male,150,82.1,7801,523.9,8.9,78,Running,32,0.88,3,Neutral
1793,2020-06-04,20,Male,166.2,65.6,2658,237.8,5.3,65,Walking,76,3.26,3,Tired
1980,2020-06-05,46,Female,169.7,89.2,4951,399.6,6.3,81,Cycling,22,3.07,5,Happy
1085,2020-06-06,28,Female,164.8,75.9,8299,586,8.5,82,Gym,82,1.2,7,Neutral
1249,2020-06-07,50,Female,183.9,55.6,10933,642.1,7.9,67,Yoga,57,1.09,4,Tired
1390,2020-06-08,55,Male,183.2,67.3,13279,697.8,6.3,66,Cycling,78,3.09,1,Happy
1781,2020-06-09,28,Male,189.3,47.9,5137,387.2,6.7,85,Running,47,3.04,3,Neutral
1334,2020-06-10,44,Male,170.5,45,12423,711.7,8.4,70,Gym,45,2.94,3,Tired
1628,2020-06-11,50,Male,181.8,55.8,2714,336.6,9.4,71,Yoga,84,1.5,1,Neutral
1518,2020-06-12,38,Female,173.1,71.8,12388,770.7,9.6,70,Yoga,80,3.78,8,Happy
1136,2020-06-13,56,Male,172.1,71.9,4347,292.6,9.1,77,None,0,1.97,4,Happy
1882,2020-06-14,48,Male,165.3,48.8,2986,332.6,6,86,None,0,2.67,5,Happy
1687,2020-06-15,55,Male,150,45,4544,391,9.7,82,Running,51,2.68,3,Tired
1839,2020-06-16,19,Female,176.4,92.1,18085,900,5.9,70,None,0,3.62,4,Happy
1497,2020-06-17,44,Female,181.5,71.4,10646,643.6,4.5,88,Yoga,46,2.59,1,Happy
1826,2020-06-18,53,Male,154.7,93.3,4786,380,7.2,84,Yoga,32,2.79,4,Tired
1726,2020-06-19,28,Male,169.9,92.5,15415,766.7,9.2,85,Cycling,36,2.45,2,Happy
1476,2020-06-20,35,Female,179.9,81,19855,900,8,85,None,0,1.66,10,Happy
1593,2020-06-21,18,Female,166.4,70.9,15284,843.8,6.9,70,None,0,0.88,6,Happy
1222,2020-06-22,52,Female,181.9,64,7659,504,7.4,66,Cycling,55,2.52,2,Tired
1989,2020-06-23,52,Female,168.6,80.8,4044,414.7,7.8,72,Yoga,66,1.51,9,Happy
1371,2020-06-24,48,Female,164.7,67.6,4883,383.5,7.2,85,Walking,85,2.75,2,Neutral
1934,2020-06-25,45,Female,182.5,61.2,16351,877.1,6.6,63,Running,51,2.6,4,Tired
1994,2020-06-26,56,Female,160.7,45,19204,889.1,5.9,62,Walking,51,2.59,4,Neutral
1401,2020-06-27,18,Female,162.8,68.8,16762,900,7.2,57,Walking,89,1.76,1,Tired
1442,2020-06-28,42,Male,161,86.5,19847,900,6.8,62,Yoga,74,3.23,7,Tired
1489,2020-06-29,55,Male,158.6,88.9,4371,350.4,7,67,Running,59,2.83,1,Tired
1614,2020-06-30,37,Male,171.5,70.8,9527,567.8,8.6,76,Walking,47,1.67,8,Neutral
1272,2020-07-01,20,Male,164.9,56.7,11116,597.2,6.6,63,Cycling,50,3.95,3,Happy
1525,2020-07-02,19,Male,174.9,83.5,3788,293.1,6.7,82,Cycling,50,2.35,8,Happy
1158,2020-07-03,35,Male,152.7,69.8,5125,407.1,7.3,75,Running,45,1.57,8,Happy
1151,2020-07-04,27,Female,158.8,64.5,4606,389.9,10,55,Walking,23,1.97,10,Happy
1994,2020-07-05,22,Female,170.5,48.2,18924,900,5.4,75,Gym,77,1.44,10,Tired
1619,2020-07-06,26,Male,184.7,101.6,9766,588.9,8.6,76,None,0,3.45,5,Tired
1187,2020-07-07,19,Male,173.8,81.1,1220,244.6,6.6,94,Gym,88,3.26,3,Neutral
1812,2020-07-08,51,Female,164.1,82.7,11205,588,6.9,77,Running,79,3.02,9,Happy
1097,2020-07-09,55,Female,155.1,57.1,11833,649,5,57,None,0,2.89,1,Tired
1130,2020-07-10,48,Female,163.5,71.2,1753,278.2,9.8,77,Running,45,3.37,1,Happy
1804,2020-07-11,27,Male,169.6,68.8,14875,768.1,7.3,77,Gym,86,2.33,2,Happy
1170,2020-07-12,29,Female,150,81.7,8488,554.1,8,81,Walking,87,2.8,10,Neutral
1935,2020-07-13,53,Male,157.9,90.4,8206,521.5,4.8,101,Walking,74,1.93,6,Tired
1985,2020-07-14,38,Male,162.6,48.5,10680,620.1,6,70,Yoga,66,2.39,2,Happy
1182,2020-07-15,23,Female,167.4,53.9,8938,567.9,7.6,68,None,0,2.82,4,Neutral
1982,2020-07-16,20,Female,169.5,79.7,19345,900,6.8,80,Running,35,0.5,6,Neutral
1363,2020-07-17,27,Male,163.9,62.4,6958,513.7,7.7,93,Walking,77,2.07,2,Happy
1038,2020-07-18,22,Female,175.1,82.2,16770,900,10,82,Gym,20,2.62,4,Happy
1526,2020-07-19,43,Female,171.2,64.4,7635,548.6,7.8,72,None,0,2.45,7,Neutral
1887,2020-07-20,38,Male,166.3,51.3,9629,511.1,6.3,85,Gym,25,2.18,1,Neutral
1496,2020-07-21,43,Female,176.4,45,18166,872.4,6,93,Cycling,71,2.91,9,Happy
1515,2020-07-22,55,Male,175.6,77.3,13869,741,5.9,67,Walking,38,2,10,Happy
1348,2020-07-23,43,Male,155.5,77.6,17603,866,6.4,65,Yoga,62,1.64,10,Neutral
1981,2020-07-24,25,Female,169.7,84.6,10219,628.3,6.4,76,Yoga,38,3.33,7,Tired
1920,2020-07-25,22,Male,178.9,74.9,9029,586,7.2,78,None,0,3.23,9,Neutral
1396,2020-07-26,32,Male,180.6,45,17272,866.7,7.8,89,Running,51,2.08,7,Neutral
1721,2020-07-27,33,Female,173.7,77.6,17673,900,7.7,70,Cycling,84,2.45,1,Tired
1160,2020-07-28,18,Female,167.7,48.1,17763,900,7.2,79,None,0,3.09,7,Happy
1015,2020-07-29,33,Female,174.2,45,13165,636,7.3,91,Gym,32,2.53,9,Neutral
1492,2020-07-30,54,Male,178.1,45,12043,610.3,10,77,Gym,55,2.87,8,Happy
1425,2020-07-31,20,Male,171.2,45,10570,677.7,5.9,71,Running,89,2.83,4,Tired
1107,2020-08-01,48,Female,172.3,74.2,7886,558.9,6.9,81,Yoga,46,2.28,5,Neutral
1893,2020-08-02,30,Male,167.5,59,2958,343.5,4.3,72,Yoga,43,2.86,3,Happy
1449,2020-08-03,33,Female,156.6,47.2,11319,653.3,6.4,78,Gym,39,1.82,10,Happy
1310,2020-08-04,38,Female,168.3,70.3,3183,322.2,5.7,73,Running,28,2.78,10,Happy
1738,2020-08-05,19,Male,163.2,53.4,4774,417.8,5.9,74,None,0,2.45,2,Happy
1169,2020-08-06,44,Female,163.3,84.7,15272,819.7,5.2,71,Walking,20,2.25,3,Happy
1545,2020-08-07,55,Male,184.3,91.8,1777,336.5,5,69,None,0,1.63,7,Happy
1413,2020-08-08,43,Male,179.5,66.7,3566,308.6,7.2,85,Cycling,20,2.59,8,Neutral
1250,2020-08-09,55,Female,153.1,90.7,11095,644.7,8.1,77,Yoga,63,2.53,2,Neutral
1758,2020-08-10,42,Male,159.2,90.6,11953,722.6,5.8,88,None,0,1.91,9,Tired
1780,2020-08-11,28,Female,166.4,71.3,8404,544.4,4,52,Yoga,36,1.38,4,Happy
1140,2020-08-12,25,Male,163.6,96,1078,276.8,7.2,70,Yoga,85,1.35,2,Tired
1273,2020-08-13,25,Male,173.2,60.7,2581,336.2,7.7,68,Walking,42,2.32,7,Neutral
1415,2020-08-14,50,Male,157.6,45,15066,781.4,8,72,Walking,60,2.71,2,Tired
1607,2020-08-15,24,Female,179.6,46.7,8967,507.6,5.5,65,None,0,3.79,7,Neutral
1738,2020-08-16,55,Male,169.6,60,8839,516.2,6.1,59,Cycling,44,2.47,8,Neutral
1890,2020-08-17,38,Female,166.6,78,3162,272.3,5.3,82,Yoga,36,1.36,9,Tired
1038,2020-08-18,25,Male,169.9,52.7,18869,862,5.9,69,Gym,38,2.36,1,Neutral
1813,2020-08-19,38,Male,165.8,59.9,14913,851.1,5.8,81,Yoga,65,3.38,2,Neutral
1028,2020-08-20,37,Female,150,51.3,1964,184.3,6.2,63,Cycling,54,2.02,2,Tired
1957,2020-08-21,25,Female,170.1,60.2,11739,762.6,6.6,59,None,0,3.28,7,Tired
1476,2020-08-22,48,Female,166.8,90.1,3673,320.5,7.2,77,Cycling,63,2.62,6,Happy
1317,2020-08-23,46,Female,160.5,75.4,6293,437.8,5.7,81,Gym,28,2.95,9,Tired
1244,2020-08-24,26,Female,181,61.3,2718,233,6.8,69,Walking,51,3.8,3,Neutral
1747,2020-08-25,32,Male,176.7,88.3,11624,684.2,5.6,65,Gym,78,1.21,8,Happy
1696,2020-08-26,47,Male,194.4,70.4,2228,276.1,4.4,87,Cycling,61,3.13,5,Neutral
1271,2020-08-27,43,Female,178.3,72,11602,667.1,7.8,74,Gym,81,2.43,5,Tired
1439,2020-08-28,27,Male,163.6,87.1,2840,274.2,6,65,Yoga,38,1.84,10,Neutral
1747,2020-08-29,46,Male,160.9,64.9,17881,900,4.4,60,Cycling,54,2.43,5,Tired
1238,2020-08-30,33,Male,165.1,83.7,17920,875.6,7.8,68,None,0,3.68,8,Tired
1376,2020-08-31,53,Female,163.3,82.7,8124,528.9,6.6,71,Walking,62,3.43,7,Tired
1265,2020-09-01,37,Male,171.1,67.8,10356,637.3,7.7,83,Walking,64,1.1,7,Happy
1925,2020-09-02,54,Male,154.6,49.1,19355,900,7.6,75,Gym,25,1.96,4,Tired
1920,2020-09-03,39,Male,176.5,70.2,8587,583.8,5.4,74,Gym,32,3.16,6,Neutral
1358,2020-09-04,24,Female,170.9,87.1,4527,385.6,8.4,66,Gym,30,2.48,1,Happy
1339,2020-09-05,40,Male,175.3,82.3,1299,251.6,4.3,89,None,0,2.49,6,Happy
1388,2020-09-06,58,Male,158.6,95.7,19770,900,6.4,85,Yoga,88,1.4,5,Happy
1576,2020-09-07,57,Female,172.5,62.6,13590,781.9,6.3,84,Walking,26,1.98,1,Neutral
1989,2020-09-08,46,Female,183,81.7,4963,361.3,5.8,74,Cycling,74,1.55,1,Tired
1688,2020-09-09,33,Male,161.4,54.9,5687,472.6,8.8,79,Cycling,74,1.34,3,Happy
1002,2020-09-10,55,Male,161.1,73,5171,360,7.5,50,Walking,38,1.62,4,Tired
1428,2020-09-11,45,Female,177.1,86.6,14067,785.5,4.9,77,None,0,1.85,1,Tired
1141,2020-09-12,55,Female,160.3,83.6,4695,414.9,5.1,94,Gym,28,1.97,10,Neutral
1375,2020-09-13,48,Female,167.7,71.5,10112,570.9,10,69,Running,39,1.91,7,Happy
1669,2020-09-14,31,Female,184.8,66,8242,452.6,6.3,65,Gym,44,3.21,2,Neutral
1323,2020-09-15,50,Female,161.3,55.1,10941,624.4,5.8,74,None,0,1.86,4,Happy
1145,2020-09-16,26,Female,185.4,66.6,3700,216.5,8.7,66,Walking,69,3.5,9,Happy
1957,2020-09-17,44,Female,166.6,50.3,18389,900,4.3,66,Yoga,57,2.16,8,Tired
1292,2020-09-18,41,Male,158.8,64.9,19085,900,9.1,78,Gym,85,2.81,2,Tired
1664,2020-09-19,30,Female,176,45,14339,900,5.8,83,Cycling,76,2.83,9,Happy
1431,2020-09-20,43,Female,171.1,50.2,16834,900,7.8,78,Yoga,41,1.87,1,Happy
1704,2020-09-21,46,Male,170.1,82.8,12084,687,6.3,64,Walking,75,2.27,6,Tired
1948,2020-09-22,45,Female,162.3,81.1,4162,433.1,4.6,68,Running,55,2.15,3,Happy
1974,2020-09-23,45,Female,171,65.7,9306,607.5,7.3,78,Gym,70,2.76,1,Happy
1584,2020-09-24,25,Male,150,71,14137,707.3,8.4,82,Yoga,87,2.41,8,Happy
1398,2020-09-25,40,Female,172.2,73,3137,294.2,3.5,73,Yoga,20,1.98,6,Neutral
1816,2020-09-26,46,Male,183,76.9,17414,900,5.3,66,Cycling,67,2.58,4,Happy
1888,2020-09-27,22,Male,152.3,75.3,6948,429.9,8.9,83,Gym,52,2.74,3,Happy
1343,2020-09-28,59,Male,165.9,49.9,15693,847.5,7.6,93,Running,43,3.8,10,Tired
1963,2020-09-29,24,Male,161.3,45,17099,900,7.7,86,Yoga,68,2.55,2,Tired
1139,2020-09-30,59,Female,154.9,54.7,17210,875.4,8.4,95,Cycling,88,2.51,5,Neutral
1186,2020-10-01,53,Male,150,67.7,19189,900,7.7,69,Gym,77,2.8,8,Tired
1804,2020-10-02,58,Male,158.2,84.4,4569,424.3,7.2,85,Gym,67,1.84,8,Happy
1060,2020-10-03,44,Female,167.6,73.5,13977,798.3,8.7,88,Running,76,1.29,3,Neutral
1996,2020-10-04,19,Male,181.5,78,12620,727.2,6.4,70,Cycling,83,2.28,9,Happy
1938,2020-10-05,42,Male,154.8,56.5,1456,257.6,7,67,Running,72,3.25,10,Happy
1379,2020-10-06,26,Male,172.9,68.9,17832,900,8.2,65,Yoga,79,3.36,5,Happy
1709,2020-10-07,44,Male,172.2,71,1067,141.6,5.9,74,None,0,1.18,7,Neutral
1806,2020-10-08,18,Female,186.7,58.7,2862,388.3,9.1,60,Walking,60,2.97,9,Tired
1439,2020-10-09,40,Male,175.7,54,19186,900,7.4,92,Walking,45,0.97,7,Tired
1318,2020-10-10,27,Female,176.3,66.6,13754,713.4,5.3,62,Running,78,2.82,10,Tired
1301,2020-10-11,59,Female,177,79.9,12623,734.9,6.7,79,Running,68,2.78,3,Happy
1343,2020-10-12,42,Male,160.8,56.4,8554,570.7,4.9,52,None,0,1.29,2,Neutral
1010,2020-10-13,20,Male,164.3,66.9,9319,523.9,7.1,95,None,0,3.2,7,Tired
1061,2020-10-14,23,Male,181.2,90.3,6895,479.2,6.4,87,None,0,3.72,10,Neutral
1844,2020-10-15,23,Male,150,62.2,14020,762.7,5.7,59,None,0,2.46,8,Neutral
1225,2020-10-16,19,Female,163.2,70.1,13202,726.7,4.3,78,Walking,76,2.6,4,Happy
1152,2020-10-17,35,Female,156.7,68.4,6515,541.8,5.8,73,Yoga,59,3.54,1,Neutral
1710,2020-10-18,40,Female,172.3,67.2,1367,253.7,6.7,77,None,0,1.71,6,Tired
1563,2020-10-19,19,Male,165.8,95,16640,859.1,6.4,81,None,0,1.73,9,Tired
1771,2020-10-20,29,Female,176.3,74.6,16461,824.4,4.9,67,Running,43,1.91,4,Neutral
1570,2020-10-21,39,Male,168.9,46.4,15897,794.6,7,74,None,0,2.53,3,Neutral
1583,2020-10-22,54,Male,154.5,92.9,1058,261.9,5.5,57,Yoga,65,2.52,6,Neutral
1659,2020-10-23,37,Male,155,74.1,9294,548.3,8.4,76,Yoga,87,2.11,6,Neutral
1860,2020-10-24,56,Male,169.9,64.4,5507,410.9,8.6,54,Cycling,73,2.29,4,Tired
1574,2020-10-25,41,Male,162.3,90.2,18169,900,6.6,88,Yoga,52,2.12,7,Tired
1309,2020-10-26,37,Female,164.7,58.3,15752,833.3,9.4,60,None,0,2.16,2,Happy
1884,2020-10-27,18,Female,179.4,95.7,16475,865.7,6.8,78,Gym,54,1.96,1,Neutral
1242,2020-10-28,18,Male,177.6,71.4,13137,732,5,83,None,0,1.97,6,Tired
1492,2020-10-29,34,Female,188,85.1,15334,844.6,8.8,94,Walking,66,1.1,3,Neutral
1365,2020-10-30,18,Male,166.8,116,19830,900,9.4,93,Walking,24,2.34,3,Tired
1329,2020-10-31,47,Male,163.6,72.7,16114,900,8.5,89,Running,56,1.13,1,Happy
1106,2020-11-01,58,Male,174.2,68.5,17035,863.3,5.9,75,Running,20,3.03,2,Tired
1225,2020-11-02,20,Female,164.4,54,19749,900,5.1,86,Cycling,75,2.11,3,Tired
1824,2020-11-03,28,Male,164.7,68.2,5701,375.4,6.5,78,None,0,2.42,1,Happy
1217,2020-11-04,41,Male,168,54.5,8417,508.4,10,79,Cycling,83,2.24,8,Neutral
1936,2020-11-05,39,Female,186.5,67.2,10558,657.7,5.2,69,Gym,27,2.33,6,Tired
1752,2020-11-06,43,Female,177,113.4,12057,716.1,8.2,92,Running,83,3.38,9,Happy
1505,2020-11-07,30,Female,178.1,71.8,10214,638.6,6.9,67,Walking,76,1.55,1,Happy
1258,2020-11-08,18,Male,186.1,61.7,12322,663.4,8.4,64,Gym,47,1.36,4,Happy
1887,2020-11-09,41,Male,179,66.9,16886,846.3,5.1,79,Running,45,2.58,4,Tired
1773,2020-11-10,27,Female,158.7,63.8,12036,688,6.6,57,Gym,53,2.15,5,Neutral
1516,2020-11-11,52,Male,178.9,85.7,15060,789.8,5.7,76,None,0,2.75,2,Tired
1772,2020-11-12,41,Female,180.1,68.6,18873,900,5.7,91,Yoga,39,3,1,Tired
1053,2020-11-13,45,Female,176.5,94.1,14607,770.4,8.1,79,Yoga,33,1.73,9,Tired
1046,2020-11-14,53,Male,168,65.3,3334,318,5.3,75,Gym,42,2.92,5,Happy
1726,2020-11-15,33,Male,175.5,66.2,17096,802.5,7.4,67,Running,86,1.78,8,Neutral
1688,2020-11-16,57,Female,169.8,56.5,1202,291.8,7.1,60,Yoga,38,2.55,3,Tired
1520,2020-11-17,33,Female,160.2,64.2,1230,265.3,5.6,84,Yoga,58,1.63,4,Neutral
1098,2020-11-18,34,Female,162.7,45,12320,578.5,5.9,75,Gym,56,2.59,4,Tired
1019,2020-11-19,32,Female,177,45,12683,729.6,7.5,81,Yoga,20,2.49,6,Neutral
1889,2020-11-20,33,Male,160.9,79.4,3962,338.4,7,53,None,0,1.73,4,Happy
1752,2020-11-21,32,Female,161.9,45,3327,371.9,7.1,82,Walking,34,1.55,5,Neutral
1572,2020-11-22,51,Female,177.5,76.1,3784,346.1,6.7,95,Yoga,20,3.03,5,Happy
