job_title,country,experience_level,education_level,year,salary,ai_risk_score,primary_skill,skill_demand_score,job_openings,job_survival_class,salary_bucket,ai_risk_category
Data Analyst,UK,Senior,PhD,2018,28205.72,0.58,SQL,69,8288,1,High,Medium Risk
Business Analyst,UK,Mid,Bachelor,2035,33488.74,0.85,Excel,96,28005,1,High,High Risk
Software Engineer,Germany,Senior,Bachelor,2035,56385.54,0.55,Java,66,29065,1,High,Medium Risk
Data Analyst,UK,Senior,PhD,2021,28304.99,0.61,SQL,95,4894,1,High,High Risk
AI Researcher,Canada,Entry,Bachelor,2021,26874.58,0.11,Deep Learning,77,43154,2,High,Low Risk
Software Engineer,Australia,Senior,PhD,2025,44192.47,0.45,Java,99,31221,2,High,Medium Risk
Cybersecurity Analyst,USA,Entry,Bachelor,2028,29209.27,0.28,Security,86,24853,2,High,Low Risk
Product Manager,Canada,Senior,Master,2019,49041.89,0.34,Strategy,83,5228,2,High,Medium Risk
DevOps Engineer,Germany,Senior,Bachelor,2020,40804.14,0.25,Docker,87,25681,2,High,Low Risk
Software Engineer,USA,Entry,PhD,2027,32869.62,0.47,Java,91,45759,2,High,Medium Risk
Cloud Engineer,India,Entry,Master,2022,9440.45,0.32,AWS,62,16238,1,Low,Medium Risk
Cloud Engineer,Australia,Senior,PhD,2025,53114.33,0.35,AWS,66,11060,1,High,Medium Risk
Data Scientist,Germany,Senior,Master,2019,37915.62,0.29,Python,90,35120,2,High,Low Risk
Cybersecurity Analyst,Canada,Senior,Bachelor,2021,35796.76,0.21,Security,72,5560,1,High,Low Risk
ML Engineer,India,Entry,Master,2030,11176.59,0.3,Python,68,41615,1,Medium,Medium Risk
Business Analyst,USA,Mid,Master,2034,39165.61,0.84,Excel,89,38565,1,High,High Risk
Cloud Engineer,USA,Senior,Bachelor,2026,79700.89,0.36,AWS,98,48077,2,High,Medium Risk
Cloud Engineer,Germany,Mid,PhD,2029,39127.14,0.39,AWS,99,4791,2,High,Medium Risk
Data Analyst,India,Entry,Bachelor,2028,5819.62,0.68,SQL,90,40276,1,Low,High Risk
Data Scientist,UK,Mid,Bachelor,2021,32039.33,0.31,Python,89,33894,2,High,Medium Risk
AI Researcher,Germany,Mid,Master,2033,46957.36,0.23,Deep Learning,74,37087,2,High,Low Risk
Cybersecurity Analyst,UK,Mid,Bachelor,2020,25725.87,0.2,Security,86,24553,2,High,Low Risk
Data Scientist,Canada,Senior,Bachelor,2034,57737.19,0.44,Python,64,40258,2,High,Medium Risk
Data Scientist,Australia,Entry,Master,2015,20472.04,0.25,Python,72,48440,1,High,Low Risk
AI Researcher,Germany,Entry,Master,2027,30311.06,0.17,Deep Learning,92,44953,2,High,Low Risk
Data Scientist,India,Entry,Bachelor,2032,11297.34,0.42,Python,73,33456,1,Medium,Medium Risk
Software Engineer,Australia,Senior,PhD,2015,39343.24,0.35,Java,89,26308,2,High,Medium Risk
Cloud Engineer,UK,Mid,Master,2028,39285.62,0.38,AWS,66,30681,1,High,Medium Risk
DevOps Engineer,Australia,Mid,Bachelor,2015,26188.81,0.2,Docker,86,26247,2,High,Low Risk
Cybersecurity Analyst,Germany,Mid,Master,2025,25215.02,0.25,Security,96,31682,2,High,Low Risk
Product Manager,Germany,Entry,Bachelor,2028,25394.88,0.43,Strategy,95,16920,1,High,Medium Risk
Software Engineer,Australia,Mid,Master,2015,25379.64,0.35,Java,67,43161,1,High,Medium Risk
Business Analyst,UK,Mid,PhD,2034,32479.07,0.84,Excel,96,7900,0,High,High Risk
Cybersecurity Analyst,India,Entry,PhD,2019,6379.63,0.19,Security,97,7221,1,Low,Low Risk
Business Analyst,UK,Entry,PhD,2034,22970.84,0.84,Excel,63,24360,0,High,High Risk
Data Analyst,Germany,Senior,Master,2016,21096.27,0.56,SQL,76,19898,1,High,Medium Risk
Data Analyst,Canada,Entry,PhD,2022,14168.49,0.62,SQL,66,10607,0,Medium,High Risk
AI Researcher,Canada,Mid,PhD,2019,35028.35,0.09,Deep Learning,67,49343,2,High,Low Risk
AI Researcher,Canada,Entry,Bachelor,2020,27604.99,0.1,Deep Learning,90,14950,2,High,Low Risk
ML Engineer,USA,Senior,Master,2026,86296.21,0.26,Python,71,34818,2,High,Low Risk
Cloud Engineer,Australia,Entry,Master,2018,22966.16,0.28,AWS,72,6044,1,High,Low Risk
Business Analyst,Canada,Entry,Master,2035,21251.97,0.85,Excel,94,8261,0,High,High Risk
Business Analyst,USA,Senior,Bachelor,2025,44695.12,0.75,Excel,67,4522,0,High,High Risk
Data Scientist,India,Entry,Bachelor,2021,8302.66,0.31,Python,93,38589,1,Low,Medium Risk
Product Manager,India,Mid,Master,2034,17197.52,0.49,Strategy,88,49429,1,Medium,Medium Risk
Data Analyst,UK,Mid,PhD,2030,24407.5,0.7,SQL,72,42530,1,High,High Risk
ML Engineer,USA,Mid,Bachelor,2017,44828.67,0.17,Python,61,2642,1,High,Low Risk
DevOps Engineer,Australia,Entry,PhD,2022,25988.38,0.27,Docker,68,29820,1,High,Low Risk
Software Engineer,Canada,Senior,PhD,2017,38555.58,0.37,Java,71,46531,2,High,Medium Risk
Product Manager,India,Senior,Master,2035,27813.46,0.5,Strategy,64,18460,1,High,Medium Risk
Product Manager,India,Entry,Bachelor,2025,11035.88,0.4,Strategy,85,3962,1,Medium,Medium Risk
Software Engineer,USA,Mid,Bachelor,2020,32661.32,0.4,Java,98,49105,2,High,Medium Risk
ML Engineer,UK,Entry,Bachelor,2032,35274.16,0.32,Python,94,25919,2,High,Medium Risk
ML Engineer,India,Senior,Bachelor,2035,31652.83,0.35,Python,92,33270,2,High,Medium Risk
Business Analyst,UK,Senior,Master,2020,34475.96,0.7,Excel,90,2898,1,High,High Risk
Business Analyst,USA,Mid,Master,2034,36607.88,0.84,Excel,66,3822,0,High,High Risk
DevOps Engineer,Germany,Mid,PhD,2032,37026.44,0.37,Docker,75,35616,1,High,Medium Risk
DevOps Engineer,UK,Entry,PhD,2019,23067.17,0.24,Docker,93,17551,2,High,Low Risk
Data Analyst,UK,Entry,Bachelor,2020,13218.96,0.6,SQL,95,7967,1,Medium,High Risk
DevOps Engineer,Australia,Senior,PhD,2015,40167.42,0.2,Docker,99,16674,2,High,Low Risk
Data Scientist,India,Mid,PhD,2032,14170.13,0.42,Python,61,19565,1,Medium,Medium Risk
Data Analyst,Germany,Mid,Master,2028,21363.99,0.68,SQL,60,47978,0,High,High Risk
Cloud Engineer,Canada,Senior,Master,2019,47014.44,0.29,AWS,96,45630,2,High,Low Risk
Cybersecurity Analyst,UK,Mid,Bachelor,2033,33565.19,0.33,Security,72,35139,1,High,Medium Risk
AI Researcher,Australia,Entry,PhD,2028,31145.11,0.18,Deep Learning,85,28535,2,High,Low Risk
Cybersecurity Analyst,UK,Entry,PhD,2035,25783.42,0.35,Security,85,5274,1,High,Medium Risk
Cybersecurity Analyst,Germany,Entry,Master,2029,21617.72,0.29,Security,91,30859,2,High,Low Risk
Software Engineer,UK,Senior,Master,2023,50180.69,0.43,Java,60,36276,1,High,Medium Risk
Business Analyst,UK,Senior,PhD,2023,34863.63,0.73,Excel,68,14348,0,High,High Risk
Data Analyst,UK,Entry,PhD,2034,16979.11,0.74,SQL,61,1318,0,Medium,High Risk
Cybersecurity Analyst,UK,Mid,Master,2029,31352.6,0.29,Security,95,47750,2,High,Low Risk
Business Analyst,USA,Mid,Bachelor,2019,26448.32,0.69,Excel,96,34496,1,High,High Risk
Product Manager,Canada,Senior,PhD,2029,59257.7,0.44,Strategy,98,9752,2,High,Medium Risk
ML Engineer,Canada,Mid,Bachelor,2027,40670.26,0.27,Python,70,45846,2,High,Low Risk
DevOps Engineer,USA,Senior,Bachelor,2031,83891.9,0.36,Docker,91,22491,2,High,Medium Risk
ML Engineer,UK,Senior,PhD,2017,50563.93,0.17,Python,93,49612,2,High,Low Risk
AI Researcher,Germany,Entry,Master,2015,24896.9,0.05,Deep Learning,87,8943,2,High,Low Risk
Data Analyst,Germany,Entry,Master,2017,10550.47,0.57,SQL,77,4769,0,Medium,Medium Risk
DevOps Engineer,UK,Entry,Master,2027,29750.4,0.32,Docker,67,5731,1,High,Medium Risk
AI Researcher,Canada,Senior,Bachelor,2021,58671.21,0.11,Deep Learning,83,36940,2,High,Low Risk
Data Scientist,Australia,Senior,Master,2027,59384.59,0.37,Python,73,25569,2,High,Medium Risk
Cybersecurity Analyst,UK,Senior,Master,2035,56193.18,0.35,Security,62,39790,2,High,Medium Risk
Data Scientist,India,Mid,PhD,2031,13810.04,0.41,Python,91,23074,1,Medium,Medium Risk
Software Engineer,USA,Entry,Master,2019,25345.5,0.39,Java,74,37389,1,High,Medium Risk
DevOps Engineer,Australia,Mid,Bachelor,2026,36631.64,0.31,Docker,60,33401,1,High,Medium Risk
Cybersecurity Analyst,USA,Mid,Bachelor,2017,33454.18,0.17,Security,66,16337,1,High,Low Risk
Product Manager,Canada,Entry,PhD,2032,32990.28,0.47,Strategy,99,9885,1,High,Medium Risk
Cybersecurity Analyst,Canada,Entry,PhD,2029,20953.76,0.29,Security,89,3846,1,High,Low Risk
Data Analyst,Australia,Entry,Master,2015,10697.73,0.55,SQL,84,12151,0,Medium,Medium Risk
DevOps Engineer,Australia,Senior,Master,2030,63274.84,0.35,Docker,86,28664,2,High,Medium Risk
Data Scientist,Germany,Entry,Bachelor,2030,23955.25,0.4,Python,94,24765,1,High,Medium Risk
Business Analyst,Australia,Entry,PhD,2016,12863.17,0.66,Excel,94,24694,1,Medium,High Risk
Business Analyst,Germany,Entry,Master,2022,15527.9,0.72,Excel,99,11004,0,Medium,High Risk
Software Engineer,UK,Senior,PhD,2026,50458.55,0.46,Java,70,12188,1,High,Medium Risk
Business Analyst,Canada,Mid,Master,2019,20595.5,0.69,Excel,90,46995,1,High,High Risk
Cybersecurity Analyst,UK,Entry,PhD,2016,16179.32,0.16,Security,89,30052,2,Medium,Low Risk
Cloud Engineer,USA,Entry,Bachelor,2033,42705.32,0.43,AWS,75,7306,1,High,Medium Risk
Data Analyst,USA,Senior,Master,2016,29826.57,0.56,SQL,68,41765,1,High,Medium Risk
Data Scientist,UK,Senior,PhD,2026,52064.35,0.36,Python,96,34161,2,High,Medium Risk
Data Analyst,Australia,Entry,Bachelor,2026,16367.6,0.66,SQL,67,14194,0,Medium,High Risk
Data Analyst,India,Mid,PhD,2024,8380.21,0.64,SQL,82,34673,0,Low,High Risk
Product Manager,UK,Entry,PhD,2035,34129.5,0.5,Strategy,98,48769,2,High,Medium Risk
Software Engineer,Australia,Senior,PhD,2020,43718.59,0.4,Java,62,17956,1,High,Medium Risk
Data Analyst,USA,Entry,PhD,2020,18105.46,0.6,SQL,99,40781,1,Medium,High Risk
Product Manager,UK,Mid,PhD,2034,50508.9,0.49,Strategy,94,6605,2,High,Medium Risk
Business Analyst,Germany,Senior,Master,2035,38382.06,0.85,Excel,95,44534,1,High,High Risk
Cloud Engineer,Australia,Entry,PhD,2028,29568.14,0.38,AWS,98,29185,2,High,Medium Risk
Cloud Engineer,Canada,Senior,Master,2024,58090.28,0.34,AWS,84,47642,2,High,Medium Risk
Cybersecurity Analyst,India,Mid,Bachelor,2027,12466.23,0.27,Security,63,18505,1,Medium,Low Risk
Product Manager,Australia,Mid,PhD,2035,51909.27,0.5,Strategy,88,15660,2,High,Medium Risk
ML Engineer,USA,Mid,Bachelor,2027,53741.25,0.27,Python,63,5736,2,High,Low Risk
Cybersecurity Analyst,USA,Mid,PhD,2021,33624.28,0.21,Security,65,15867,1,High,Low Risk
Business Analyst,Germany,Entry,PhD,2026,15292.27,0.76,Excel,85,16369,0,Medium,High Risk
Data Scientist,India,Entry,Master,2034,10119.46,0.44,Python,71,30385,1,Medium,Medium Risk
Software Engineer,UK,Mid,Master,2033,40507.09,0.53,Java,97,27669,1,High,Medium Risk
Product Manager,UK,Mid,PhD,2018,35205.37,0.33,Strategy,73,4562,1,High,Medium Risk
AI Researcher,USA,Senior,Master,2025,83255.98,0.15,Deep Learning,75,37389,2,High,Low Risk
Business Analyst,USA,Mid,Master,2034,39018.83,0.84,Excel,73,38364,1,High,High Risk
Data Analyst,Germany,Senior,Master,2034,37105.69,0.74,SQL,67,5370,0,High,High Risk
AI Researcher,Canada,Senior,Bachelor,2023,58646.05,0.13,Deep Learning,86,49671,2,High,Low Risk
Cybersecurity Analyst,Canada,Senior,Bachelor,2031,53947.57,0.31,Security,96,3241,2,High,Medium Risk
Data Analyst,India,Mid,PhD,2027,7680.68,0.67,SQL,70,40766,0,Low,High Risk
ML Engineer,Germany,Senior,Bachelor,2026,54565.33,0.26,Python,67,15903,2,High,Low Risk
Business Analyst,Germany,Mid,Master,2015,17521.5,0.65,Excel,80,5864,0,Medium,High Risk
Product Manager,Canada,Senior,PhD,2028,67283.49,0.43,Strategy,88,47915,2,High,Medium Risk
Software Engineer,India,Mid,Master,2022,11302.54,0.42,Java,62,2207,0,Medium,Medium Risk
Cloud Engineer,India,Mid,PhD,2033,16158.24,0.43,AWS,80,6429,1,Medium,Medium Risk
Data Scientist,USA,Entry,Bachelor,2016,26475.56,0.26,Python,76,39660,2,High,Low Risk
DevOps Engineer,Germany,Senior,Bachelor,2032,60714.97,0.37,Docker,71,13548,2,High,Medium Risk
Cybersecurity Analyst,UK,Senior,Master,2031,55974.38,0.31,Security,79,38063,2,High,Medium Risk
Product Manager,Canada,Senior,PhD,2025,57803.76,0.4,Strategy,65,24863,2,High,Medium Risk
Product Manager,India,Entry,Bachelor,2022,9334.03,0.37,Strategy,62,19782,1,Low,Medium Risk
Cloud Engineer,Canada,Mid,Bachelor,2031,43200.03,0.41,AWS,64,3427,1,High,Medium Risk
Software Engineer,USA,Senior,Master,2021,60457.89,0.41,Java,90,37123,2,High,Medium Risk
Cybersecurity Analyst,Australia,Senior,Bachelor,2016,34859.23,0.16,Security,68,5902,1,High,Low Risk
ML Engineer,India,Senior,Master,2023,24155.46,0.23,Python,86,22620,2,High,Low Risk
ML Engineer,Germany,Senior,Master,2019,48990.21,0.19,Python,88,47814,2,High,Low Risk
Data Analyst,Germany,Mid,Master,2032,21634.24,0.72,SQL,93,33800,1,High,High Risk
ML Engineer,Canada,Senior,Master,2032,75908.48,0.32,Python,61,33141,2,High,Medium Risk
Data Scientist,Australia,Senior,Bachelor,2017,46300.1,0.27,Python,64,7177,1,High,Low Risk
Cybersecurity Analyst,UK,Senior,Master,2034,55863.69,0.34,Security,78,44056,2,High,Medium Risk
DevOps Engineer,Germany,Mid,Master,2027,38558.7,0.32,Docker,99,14025,2,High,Medium Risk
Data Analyst,Germany,Entry,PhD,2022,11805.91,0.62,SQL,73,7639,0,Medium,High Risk
Business Analyst,USA,Mid,PhD,2032,36864.49,0.82,Excel,94,8929,1,High,High Risk
Cybersecurity Analyst,Australia,Mid,Bachelor,2017,23074.68,0.17,Security,81,30974,2,High,Low Risk
Cybersecurity Analyst,UK,Entry,Master,2020,18962.58,0.2,Security,69,47471,1,Medium,Low Risk
Business Analyst,Germany,Senior,Bachelor,2023,32359.2,0.73,Excel,71,32708,1,High,High Risk
Cloud Engineer,India,Senior,Bachelor,2028,20988.21,0.38,AWS,82,27649,1,High,Medium Risk
Business Analyst,UK,Senior,PhD,2031,42473.53,0.81,Excel,97,18144,1,High,High Risk
Product Manager,UK,Senior,PhD,2031,72772.65,0.46,Strategy,76,24115,2,High,Medium Risk
Business Analyst,UK,Mid,Master,2023,24635.86,0.73,Excel,73,18953,0,High,High Risk
Cloud Engineer,Canada,Mid,Master,2024,38994.65,0.34,AWS,77,13405,1,High,Medium Risk
Data Scientist,India,Mid,Bachelor,2018,10106.56,0.28,Python,74,42767,1,Medium,Low Risk
Product Manager,India,Senior,PhD,2021,20062.91,0.36,Strategy,65,24925,1,High,Medium Risk
AI Researcher,USA,Senior,Master,2034,103104.84,0.24,Deep Learning,60,40325,2,High,Low Risk
AI Researcher,India,Senior,Master,2025,27098.22,0.15,Deep Learning,92,17550,2,High,Low Risk
Data Scientist,Australia,Senior,Bachelor,2023,52061.26,0.33,Python,97,36409,2,High,Medium Risk
AI Researcher,India,Senior,PhD,2015,17665.26,0.05,Deep Learning,94,9862,2,Medium,Low Risk
Data Scientist,India,Mid,PhD,2024,13025.85,0.34,Python,95,16740,1,Medium,Medium Risk
Cybersecurity Analyst,UK,Senior,Bachelor,2028,54034.63,0.28,Security,64,38214,2,High,Low Risk
Cloud Engineer,UK,Entry,Bachelor,2026,29927.35,0.36,AWS,71,6402,1,High,Medium Risk
AI Researcher,Canada,Mid,Bachelor,2019,39272.48,0.09,Deep Learning,89,33337,2,High,Low Risk
Software Engineer,USA,Mid,Bachelor,2028,45403.89,0.48,Java,78,4865,1,High,Medium Risk
Cloud Engineer,Canada,Mid,PhD,2015,29554.24,0.25,AWS,97,13228,2,High,Low Risk
Cloud Engineer,India,Entry,Master,2016,7760.63,0.26,AWS,73,35927,1,Low,Low Risk
ML Engineer,Australia,Entry,Master,2035,36028.66,0.35,Python,73,8135,1,High,Medium Risk
Cybersecurity Analyst,India,Entry,Bachelor,2021,7176.2,0.21,Security,87,35090,1,Low,Low Risk
Business Analyst,Australia,Entry,PhD,2030,18754.71,0.8,Excel,95,40884,1,Medium,High Risk
Data Scientist,Canada,Mid,PhD,2035,40782.85,0.45,Python,95,4062,1,High,Medium Risk
ML Engineer,Germany,Mid,Master,2026,39559.23,0.26,Python,66,19454,1,High,Low Risk
AI Researcher,India,Entry,Bachelor,2019,10516.75,0.09,Deep Learning,91,18428,2,Medium,Low Risk
Data Scientist,India,Senior,PhD,2015,14487.56,0.25,Python,75,5578,1,Medium,Low Risk
Business Analyst,Canada,Entry,PhD,2030,19818.03,0.8,Excel,79,22353,0,Medium,High Risk
DevOps Engineer,USA,Mid,Master,2017,36044.99,0.22,Docker,91,48743,2,High,Low Risk
Cloud Engineer,Australia,Mid,Master,2034,49125.29,0.44,AWS,98,27730,2,High,Medium Risk
DevOps Engineer,Germany,Senior,Master,2027,56030.17,0.32,Docker,84,24103,2,High,Medium Risk
Software Engineer,Germany,Mid,Master,2024,27070.15,0.44,Java,94,34572,1,High,Medium Risk
Data Scientist,Canada,Entry,Bachelor,2035,29286.07,0.45,Python,87,34152,1,High,Medium Risk
DevOps Engineer,Australia,Senior,Bachelor,2025,57617.71,0.3,Docker,72,41494,2,High,Medium Risk
ML Engineer,USA,Entry,PhD,2031,39874.63,0.31,Python,87,24838,2,High,Medium Risk
DevOps Engineer,UK,Mid,PhD,2016,32641.55,0.21,Docker,93,23614,2,High,Low Risk
Cloud Engineer,Canada,Mid,Master,2033,40346.22,0.43,AWS,84,5978,1,High,Medium Risk
Product Manager,Canada,Mid,Bachelor,2032,46374.68,0.47,Strategy,63,40302,1,High,Medium Risk
DevOps Engineer,India,Senior,PhD,2024,18635.01,0.29,Docker,91,39148,2,Medium,Low Risk
Business Analyst,USA,Mid,Bachelor,2016,27675.19,0.66,Excel,76,32051,1,High,High Risk
Software Engineer,USA,Senior,Bachelor,2020,52283.76,0.4,Java,94,34469,2,High,Medium Risk
Product Manager,Canada,Senior,Master,2017,45783.68,0.32,Strategy,61,7836,1,High,Medium Risk
ML Engineer,India,Senior,Bachelor,2015,18631.86,0.15,Python,74,23218,1,Medium,Low Risk
Software Engineer,UK,Mid,PhD,2028,33983.03,0.48,Java,82,22375,1,High,Medium Risk
Cybersecurity Analyst,India,Mid,PhD,2030,11102.27,0.3,Security,85,46318,1,Medium,Medium Risk
DevOps Engineer,UK,Entry,Master,2032,33436.44,0.37,Docker,91,9534,1,High,Medium Risk
Cloud Engineer,India,Mid,Bachelor,2031,17345.83,0.41,AWS,84,4255,1,Medium,Medium Risk
Business Analyst,Australia,Mid,Bachelor,2022,24471.24,0.72,Excel,61,6334,0,High,High Risk
ML Engineer,USA,Senior,Master,2029,91053.07,0.29,Python,70,40708,2,High,Low Risk
DevOps Engineer,India,Mid,Master,2017,12031.56,0.22,Docker,94,37400,2,Medium,Low Risk
Data Analyst,UK,Entry,PhD,2032,17591.5,0.72,SQL,89,1014,0,Medium,High Risk
Software Engineer,India,Mid,PhD,2035,13542.0,0.55,Java,76,28157,1,Medium,Medium Risk
Cloud Engineer,Australia,Senior,Master,2030,65611.01,0.4,AWS,76,24183,2,High,Medium Risk
Software Engineer,Germany,Mid,Bachelor,2021,24278.84,0.41,Java,98,16646,1,High,Medium Risk
ML Engineer,UK,Mid,PhD,2016,31948.12,0.16,Python,71,4864,1,High,Low Risk
Data Analyst,Germany,Mid,Bachelor,2025,19596.71,0.65,SQL,77,11322,0,Medium,High Risk
DevOps Engineer,Germany,Senior,PhD,2030,58604.92,0.35,Docker,94,42284,2,High,Medium Risk
Software Engineer,USA,Entry,Master,2022,25095.52,0.42,Java,86,16316,1,High,Medium Risk
ML Engineer,India,Senior,Master,2029,27842.55,0.29,Python,84,29192,2,High,Low Risk
Data Analyst,Germany,Senior,Bachelor,2023,27823.04,0.63,SQL,89,40028,1,High,High Risk
Data Analyst,Australia,Entry,Master,2025,15542.14,0.65,SQL,68,46854,0,Medium,High Risk
Cloud Engineer,Germany,Mid,PhD,2034,44110.76,0.44,AWS,95,14430,2,High,Medium Risk
Software Engineer,Canada,Mid,Master,2035,35163.87,0.55,Java,83,21700,1,High,Medium Risk
Data Analyst,Germany,Entry,Bachelor,2028,15754.32,0.68,SQL,90,20108,1,Medium,High Risk
Business Analyst,Canada,Senior,Bachelor,2026,36607.25,0.76,Excel,78,4646,0,High,High Risk
Product Manager,UK,Senior,Master,2027,71341.52,0.42,Strategy,65,15853,2,High,Medium Risk
Business Analyst,India,Senior,Master,2025,14484.25,0.75,Excel,89,30952,0,Medium,High Risk
AI Researcher,Canada,Entry,Master,2023,28731.56,0.13,Deep Learning,87,33600,2,High,Low Risk
DevOps Engineer,Australia,Mid,PhD,2028,39488.5,0.33,Docker,97,44315,2,High,Medium Risk
Business Analyst,Australia,Entry,Bachelor,2020,15702.66,0.7,Excel,61,42012,0,Medium,High Risk
ML Engineer,Canada,Entry,PhD,2020,23547.78,0.2,Python,63,9652,1,High,Low Risk
Cybersecurity Analyst,Canada,Senior,Master,2026,41750.44,0.26,Security,62,39024,2,High,Low Risk
DevOps Engineer,UK,Senior,Master,2015,46049.66,0.2,Docker,70,38924,2,High,Low Risk
Data Analyst,Australia,Mid,Bachelor,2022,18552.54,0.62,SQL,67,28898,0,Medium,High Risk
Product Manager,Germany,Mid,PhD,2033,42423.45,0.48,Strategy,66,7775,1,High,Medium Risk
Cybersecurity Analyst,India,Mid,Master,2016,9276.28,0.16,Security,62,40441,1,Low,Low Risk
Business Analyst,UK,Entry,PhD,2032,20607.39,0.82,Excel,96,10379,0,High,High Risk
Product Manager,Germany,Entry,Bachelor,2017,22189.99,0.32,Strategy,88,47993,2,High,Medium Risk
ML Engineer,Australia,Entry,Bachelor,2022,27091.84,0.22,Python,78,24196,2,High,Low Risk
Product Manager,Canada,Entry,PhD,2018,21928.51,0.33,Strategy,86,8046,1,High,Medium Risk
Software Engineer,Australia,Senior,Master,2017,36343.17,0.37,Java,76,46224,2,High,Medium Risk
AI Researcher,India,Senior,Bachelor,2022,21273.5,0.12,Deep Learning,61,29270,1,High,Low Risk
Cloud Engineer,UK,Senior,PhD,2016,51913.98,0.26,AWS,70,12291,2,High,Low Risk
Cloud Engineer,Canada,Entry,Bachelor,2032,28471.23,0.42,AWS,72,3610,1,High,Medium Risk
Data Analyst,USA,Mid,Bachelor,2021,25902.88,0.61,SQL,60,5804,0,High,High Risk
Business Analyst,Germany,Entry,Master,2027,15276.2,0.77,Excel,69,32334,0,Medium,High Risk
Business Analyst,USA,Entry,PhD,2035,25148.11,0.85,Excel,84,7511,0,High,High Risk
Business Analyst,UK,Entry,PhD,2029,19225.23,0.79,Excel,76,20727,0,Medium,High Risk
Data Scientist,Germany,Mid,Master,2034,35375.06,0.44,Python,95,20794,1,High,Medium Risk
AI Researcher,Australia,Senior,Master,2029,74547.86,0.19,Deep Learning,80,15666,2,High,Low Risk
Product Manager,Australia,Mid,Master,2030,46949.58,0.45,Strategy,62,7673,1,High,Medium Risk
Cloud Engineer,Canada,Mid,PhD,2033,44059.19,0.43,AWS,74,15685,1,High,Medium Risk
Cloud Engineer,Germany,Entry,Master,2025,27439.76,0.35,AWS,90,9554,1,High,Medium Risk
Software Engineer,Australia,Senior,Master,2019,44101.29,0.39,Java,94,17908,2,High,Medium Risk
Product Manager,Australia,Senior,Bachelor,2029,68262.67,0.44,Strategy,95,4864,2,High,Medium Risk
Data Scientist,Germany,Senior,Master,2024,51371.72,0.34,Python,98,8271,2,High,Medium Risk
Data Scientist,Canada,Entry,PhD,2026,24828.73,0.36,Python,87,21386,1,High,Medium Risk
ML Engineer,Australia,Mid,Bachelor,2026,40654.24,0.26,Python,62,2834,1,High,Low Risk
ML Engineer,USA,Mid,PhD,2031,57565.91,0.31,Python,68,48894,2,High,Medium Risk
DevOps Engineer,India,Entry,Master,2035,12849.08,0.4,Docker,71,11322,1,Medium,Medium Risk
Cloud Engineer,USA,Entry,PhD,2035,40367.78,0.45,AWS,81,23247,1,High,Medium Risk
ML Engineer,USA,Mid,Master,2030,56057.74,0.3,Python,78,23522,2,High,Medium Risk
Cybersecurity Analyst,Australia,Mid,Master,2019,23575.6,0.19,Security,72,24425,1,High,Low Risk
Data Analyst,India,Entry,PhD,2019,4711.82,0.59,SQL,70,37833,0,Low,Medium Risk
Business Analyst,Australia,Mid,PhD,2023,25320.88,0.73,Excel,60,26176,0,High,High Risk
Business Analyst,India,Entry,PhD,2032,7516.83,0.82,Excel,82,49641,0,Low,High Risk
ML Engineer,Germany,Entry,Bachelor,2026,25489.75,0.26,Python,99,2011,1,High,Low Risk
Software Engineer,India,Senior,Bachelor,2020,16721.7,0.4,Java,75,16229,1,Medium,Medium Risk
Cybersecurity Analyst,Germany,Entry,PhD,2020,18525.22,0.2,Security,64,25462,1,Medium,Low Risk
Product Manager,India,Mid,Bachelor,2024,15751.47,0.39,Strategy,62,6585,1,Medium,Medium Risk
Data Analyst,Canada,Mid,Bachelor,2020,17133.16,0.6,SQL,65,18195,0,Medium,High Risk
Data Scientist,Canada,Entry,Master,2020,21833.63,0.3,Python,76,38289,1,High,Medium Risk
Cloud Engineer,UK,Senior,Master,2033,72181.55,0.43,AWS,86,15099,2,High,Medium Risk
Product Manager,USA,Senior,Bachelor,2024,84210.39,0.39,Strategy,94,17815,2,High,Medium Risk
Business Analyst,Canada,Mid,Bachelor,2019,20122.43,0.69,Excel,63,31072,0,High,High Risk
Software Engineer,India,Mid,Master,2028,11958.38,0.48,Java,63,10859,0,Medium,Medium Risk
Data Analyst,USA,Senior,PhD,2017,33270.34,0.57,SQL,61,14199,1,High,Medium Risk
Data Scientist,India,Mid,PhD,2022,11955.93,0.32,Python,92,42736,1,Medium,Medium Risk
Cybersecurity Analyst,Canada,Senior,Master,2030,49084.34,0.3,Security,76,10946,2,High,Medium Risk
Data Scientist,India,Entry,PhD,2034,12081.28,0.44,Python,71,20640,1,Medium,Medium Risk
AI Researcher,Australia,Entry,Master,2028,36728.77,0.18,Deep Learning,70,31604,2,High,Low Risk
DevOps Engineer,UK,Entry,Bachelor,2030,27939.01,0.35,Docker,97,12801,1,High,Medium Risk
Software Engineer,Germany,Entry,Bachelor,2018,15727.69,0.38,Java,81,32621,1,Medium,Medium Risk
ML Engineer,USA,Entry,PhD,2017,29797.89,0.17,Python,69,46474,2,High,Low Risk
Software Engineer,Canada,Entry,Bachelor,2016,17675.22,0.36,Java,96,11631,1,Medium,Medium Risk
Data Scientist,Germany,Senior,Master,2032,58027.74,0.42,Python,95,4709,2,High,Medium Risk
Data Analyst,India,Senior,PhD,2034,13626.72,0.74,SQL,62,6094,0,Medium,High Risk
