pmid,title,abstract,abstract_words,journal,pub_year,pub_month,pub_month_num,month_year,doi,authors_count,country,research_type,keywords,major_topic,language,open_access
38229757,Novel Triazolopyridine-Based BRD4 Inhibitors as Potent HIV-1 Latency Reversing Agents.,"Bromodomain-containing protein 4 (BRD4) inhibitors have been proven to be a promising option for anti-HIV-1 latency therapeutics. We herein describe the design, synthesis, and anti-HIV-1 latency bioevaluation of triazolopyridine derivatives as BRD4 inhibitors. Among them, compound 13d displayed favorable HIV-1 reactivation and prominent safety profile without triggering abnormal immune activation. It exerted strong synergism when combined with the PKC activator prostratin and has the same BRD4-targeting latency mechanism as observed with JQ1, by stimulating Tat-dependent HIV-1 elongation. Besides, it neither affected the antiviral efficacies of antiviral drugs nor caused secondary infections to uninfected cells and the latency reversing potency of 13d, in turn, was not affected by different classes of antiviral drugs.",112,ACS medicinal chemistry letters,2024,Jan,1,Jan-2024,10.1021/acsmedchemlett.3c00373,14,China,Journal Article,,,eng,True
38261368,Barriers and Implications of 5G Technology Adoption for Hospitals in Western China: Integrated Interpretive Structural Modeling and Decision-Making Trial and Evaluation Laboratory Analysis.,"5G technology is gaining traction in Chinese hospitals for its potential to enhance patient care and internal management. However, various barriers hinder its implementation in clinical settings, and studies on their relevance and importance are scarce. This study aimed to identify critical barriers hampering the effective implementation of 5G in hospitals in Western China, to identify interaction relationships and priorities of the above-identified barriers, and to assess the intensity of the relationships and cause-and-effect relations between the adoption barriers. This paper uses the Delphi expert consultation method to determine key barriers to 5G adoption in Western China hospitals, the interpretive structural modeling to uncover interaction relationships and priorities, and the decision-making trial and evaluation laboratory method to reveal cause-and-effect relationships and their intensity levels. In total, 14 barriers were determined by literature review and the Delphi method. Among these, ""lack of policies on ethics, rights, and responsibilities in core health care scenarios"" emerged as the fundamental influencing factor in the entire system, as it was the only factor at the bottom level of the interpretive structural model. Overall, 8 barriers were classified as the ""cause group,"" and 6 as the ""effect group"" by the decision-making trial and evaluation laboratory method. ""High expense"" and ""organizational barriers within hospitals"" were determined as the most significant driving barrier (the highest R-C value of 1.361) and the most critical barrier (the highest R+C value of 4.317), respectively. Promoting the integration of 5G in hospitals in Western China faces multiple complex and interrelated barriers. The study provides valuable quantitative evidence and a comprehensive approach for regulatory authorities, hospitals, and telecom operators, helping them develop strategic pathways for promoting widespread 5G adoption in health care. It is suggested that the stakeholders cooperate to explore and solve the problems in the 5G medical care era, aiming to achieve the coverage of 5G medical care across the country. To our best knowledge, this study is the first academic exploration systematically analyzing factors resisting 5G integration in Chinese hospitals, and it may give subsequent researchers a solid foundation for further studying the application and development of 5G in health care.",351,JMIR mHealth and uHealth,2024,Jan,1,Jan-2024,10.2196/48842,6,China,Journal Article,"Humans; Hospitals; Laboratories; China; Models, Structural; Technology",Hospitals,eng,True
37813087,Graphene oxide mediated CdSe quantum dots fluorescent aptasensor for high sensitivity detection of fluoroquinolones.,"In view of the urgent need for fluoroquinolones contamination detection in the fields of food safety, a novel aptasensor based on the fluorescence quenching property of graphene oxide (GO) and the fluorescence characteristic of cadmium selenide quantum dots (CdSe QDs) was developed for fluoroquinolones highly sensitive detection in this work. The CdSe QDs with carboxyl-rich surface were synthesized successfully and fluoresced at 525 nm under the optimal excitation light of 366 nm. Based on the hydrophobic and π-π stacking between GO and aptamer, aptamer labeled by CdSe QDs fluorescence (CdSe QDs-apt) were adsorbed by GO and the fluorescence of CdSe QDs was quenched. After the aptamer combined specifically with fluoroquinolones, greater specific force lead to the desorption of CdSe QDs-apt from GO and fluorescence recovery. Represented by Ciprofloxacin (CIP), a member of fluoroquinolones, the fluorescence emission increased with the increasing of CIP concentrations from 8 nM to 500 nM, and the detection limit was 0.42 nM. The spiked recoveries in real samples of honey and milk were 91.5-96.9 % and 90.3-95.2 %, respectively, indicating that the aptasensor was reliable. Moreover, the fluorescence responses of multiple members of fluoroquinolones were found to be consistent, denoting that the fluorescence aptasensor can be used to detect the total amount of multiple members of fluoroquinolones. These results showed that the aptasensor can be used as a promising platform for fluoroquinolones detection.",227,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",2024,Jan,1,Jan-2024,10.1016/j.saa.2023.123497,10,PR China,Journal Article,"Fluoroquinolones; Quantum Dots; Cadmium Compounds; Aptamers, Nucleotide; Selenium Compounds; Coloring Agents; Limit of Detection; Biosensing Techniques; Graphite",Quantum Dots,eng,False
38420058,Retrospective Cohort Study on Determinants of Mechanical Ventilation Duration of COVID-19 ICU Patients.,"Background In the face of the ongoing global health crisis posed by COVID-19, it becomes imperative to understand the disease's dynamics, particularly in specific regions. This study provides a detailed examination of the factors influencing mechanical ventilation (MV) duration among COVID-19 patients in an intensive care setting, focusing on a diverse patient cohort from the Al Hassa region of Saudi Arabia. The primary aim of this study was to identify key demographic factors, clinical outcomes, and comorbidities that affect the duration of MV among ICU patients with COVID-19. This understanding is crucial for enhancing patient care and informing healthcare strategies in the context of the pandemic. Methods A retrospective cohort study was conducted involving patients diagnosed with COVID-19 and admitted to the ICU in the Al Hassa region. The total number of participants was 1,259. Using a systematic sampling method, these participants were chosen to create a representative sample that reflects the prevailing treatment protocols in ICUs across these hospitals. Data encompassed patient demographics, comorbidities, clinical outcomes, and MV duration. Statistical analyses were employed to explore the associations between these variables. Results Our findings reveal a total of 1,259 participants significant associations between MV duration and various factors, including nationality, legal status, travel history, and comorbidities like heart failure and immunocompromised status. These insights are instrumental in understanding the nuances of COVID-19 management in critical care. Conclusion The study provides valuable insights into the determinants of MV duration in severe COVID-19 cases, emphasizing the need for individualized patient care approaches. It highlights the complexity of managing COVID-19 in ICU settings and underscores the importance of tailored healthcare responses to this global health challenge, particularly in the Al Hassa region.",279,Cureus,2024,Jan,1,Jan-2024,10.7759/cureus.53169,13,SAU,Journal Article,,,eng,True
38185676,Perceived life balance among young adult students: a comparison between caregivers and non-caregivers.,"Young adult caregivers (YACs) are individuals aged 18-25 years who provide care to a loved one (parent, sibling) with frailty, disability, or illness. As young adults, the transition period between adolescence and adulthood can be more challenging for YACs than their peers without care responsibilities (non-YACs), as they have to integrate caregiving with other life areas (education, relationships). This study compared the perceived life balance and the psychological functioning (i.e., burnout, negative and positive affect, and life satisfaction) between YACs and non-YACs. An online cross-sectional survey was conducted among 74 YACs (85.1% females, 22.0 ± 2.1 years) and 246 non-YACs (76.0% females, 21.8 ± 2.0 years) studying in the Netherlands. The survey assessed demographic characteristics, caregiving characteristics (to be filled out only by the YACs), life balance, and psychological functioning. We used Chi-square tests for categorical variables and independent T-tests for continuous variables to examine possible differences in demographic characteristics between YACs and non-YACs. In addition, we used independent T-tests to compare the perceived life balance and psychological functioning between YACs and non-YACs. YACs and non-YACs were similar on all the demographic characteristics, except for living status; fewer YACs (44.6%) than non-YACs (59.3%) lived on their own, with or without other students/friends (χ2 = 16.3, p = 0.01). YACs perceived slightly less balance in life than non-YACs (d = -.29, p = .03). Both groups did not differ in experiencing burnout, affect, and life satisfaction (all p > .05). They experienced high levels of burnout and moderate levels of life satisfaction. Although YACs perceived a little less balance in life than non-YACs, this was not reflected in their psychological functioning. Healthcare professionals and school counselors may need to recognise the critical phase of all young adults and provide the support that could, for example, help them reduce burnout and enhance their quality of life.",304,BMC psychology,2024,Jan,1,Jan-2024,10.1186/s40359-023-01500-z,4,The Netherlands sdang@umcgnl,Journal Article,Adolescent; Female; Humans; Young Adult; Adult; Male; Caregivers; Cross-Sectional Studies; Quality of Life; Students,Caregivers,eng,True
39790395,Institutional Experience With Robotic Lobectomy After Neoadjuvant Immunotherapy and Chemotherapy.,"The real-world safety of robotic resections after neoadjuvant chemoimmunotherapy remains poorly defined in patients with non-small cell lung cancer. Due to reported increased operative challenges after neoadjuvant immunotherapy, we aim to describe our early institutional experience and outcomes after robotic resection in this clinical context. We performed a retrospective chart review of patients with non-small cell lung cancer who underwent a robotic lobectomy, comparing patients from June 1, 2022, through October 31, 2023, who were treated with neoadjuvant chemoimmunotherapy consistent with the Checkmate-816 protocol and a control group with upfront resection. A total of 21 patients underwent neoadjuvant chemoimmunotherapy and robotic lobectomy in our cohort, and 64 patients were in the control group. Compared with control, the median tumor size was 3.2 cm vs 2.0 cm (P = .001). The most common clinical stage was IIIA (11 patients, 52%) in the neoadjuvant chemoimmunotherapy group and IA2 in the control group (26 patients, 45%) (P < .001). Operative time was greater in the neoadjuvant chemoimmunotherapy group (224 vs 177 minutes, P = .011). The median quantity of lymph nodes resected in the neoadjuvant chemoimmunotherapy group was greater (21 vs 16.5, P = .042). A R0 resection was achieved in all cases and no conversions to an open lobectomy occurred. Postoperative length of stay was 2 days in both groups (P = .92), and there were similar rates of postoperative air leak (33% vs 48%, P = .23) and acute post-hemorrhagic anemia (19% vs 14%, P = .58). In our cohort, robotic-assisted lobectomy was safe and of comparable quality in the setting of neoadjuvant chemoimmunotherapy.",263,Annals of thoracic surgery short reports,2024,Sep,9,Sep-2024,10.1016/j.atssr.2024.02.008,11,Pennsylvania,Journal Article,,,eng,True
38293533,Optimizing QoS and security in agriculture IoT deployments: A bioinspired Q-learning model with customized shards.,"Agriculture Internet of Things (AIoTs) deployments require design of high-efficiency Quality of Service (QoS) & security models that can provide stable network performance even under large-scale communication requests. Existing security models that use blockchains are either highly complex or require large delays & have higher energy consumption for larger networks. Moreover, the efficiency of these models depends directly on consensus-efficiency & miner-efficiency, which restricts their scalability under real-time scenarios. To overcome these limitations, this study proposes the design of an efficient Q-Learning bioinspired model for enhancing QoS of AIoT deployments via customized shards. The model initially collects temporal information about the deployed AIoT Nodes, and continuously updates individual recurring trust metrics. These trust metrics are used by a Q-Learning process for identification of miners that can participate in the block-addition process. The blocks are added via a novel Proof-of-Performance (PoP) based consensus model, which uses a dynamic consensus function that is based on temporal performance of miner nodes. The PoP consensus is facilitated via customized shards, wherein each shard is deployed based on its context of deployment, that decides the shard-length, hashing model used for the shard, and encryption technique used by these shards. This is facilitated by a Mayfly Optimization (MO) Model that uses PoP scores for selecting shard configurations. These shards are further segregated into smaller shards via a Bacterial Foraging Optimization (BFO) Model, which assists in identification of optimal shard length for underlying deployment contexts. Due to these optimizations, the model is able to improve the speed of mining by 4.5%, while reducing energy needed for mining by 10.4%, improving the throughput during AIoT communications by 8.3%, and improving the packet delivery consistency by 2.5% when compared with existing blockchain-based AIoT deployment models under similar scenarios. This performance was observed to be consistent even under large-scale attacks.",300,Heliyon,2024,Jan,1,Jan-2024,10.1016/j.heliyon.2024.e24224,7,India,Journal Article,,,eng,True
38172822,Inter-relationships of galectin-3 and NLR family pyrin domain containing 3 inflammasomes with oral lichen planus: a preliminary cross-sectional in vitro study.,"The nucleotide-binding oligomerization domain (NOD)-like receptor (NLR) family pyrin domain-containing 3 (NLRP3) inflammasome has been reported to be highly expressed in oral lesions with the potential for malignant development such as oral lichen planus (OLP). And the NLRP3 inflammasome can be activated by galectin-3 (Gal-3) in immune-mediated chronic inflammatory diseases. This study aimed to explore the inter-relationships among Gal-3, NLRP3 inflammasome, and OLP. A cross-sectional analysis of oral biopsy specimens from 30 patients with Erosive OLP and 30 healthy controls was performed. Immunohistochemical staining was used to evaluate the expression of Gal-3 and NLRP3 inflammasome. Two-sample t-test and Pearson correlation test were applied to analyze the data. Erosive OLP patients had significantly higher Gal-3 levels compared with controls (p < 0.0001). A similar pattern emerged for NLRP3 inflammasome. In the overall sample, a positive correlation was observed between Gal-3 and NLRP3 (r = 0.92, p < 0.01). Patients with Erosive OLP lesions showed increased protein expression levels of Gal-3. A positive correlation was observed between Gal-3 and NLRP3 inflammasome.",169,BMC oral health,2024,Jan,1,Jan-2024,10.1186/s12903-023-03780-8,6,People's Republic of China,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Cross-Sectional Studies; Galectin 3; Inflammasomes; Lichen Planus, Oral; NLR Family, Pyrin Domain-Containing 3 Protein; Pyrin Domain; Blood Proteins; Galectins",Inflammasomes,eng,True
38272303,Establishment and Validation of Nomograms and Web Calculators for Different Cement Leakage Risk Types in Pedicle Screw Augmentation for Degenerative Lumbar Stenosis in Osteoporotic Vertebrae.,"The use of cement in pedicle screw augmentation (PSA) enhances the pullout force of pedicle screws in vertebrae affected by osteoporosis. Risks involved in the use of cement for PSA include nerve injury and vascular damage caused by cement leakage. This study included all patients who received PSA for degenerative lumbar stenosis in osteoporotic vertebrae from January 2014 to May 2022. Postoperative computed tomography was used to assess cement leakage. Correlation analysis and logistic regression analyses were used to establish the associated clinical or radiological factors, which were then used to construct nomograms and web calculators. The study comprised 181 patients including 886 screws inserted into 443 vertebrae. Perivertebral cement leakage was significantly associated with female sex, decreased bone mineral density, solid screws, and scattered cement distribution. Cement leakage through segmental veins (type S, 72.1%), leakage through basivertebral veins (type B, 23.9%), and instrument-related leakage (type I, 13.9%) accounted for most cement leakage. Patients with lower bone mineral density and scattered cement distribution were more likely to experience type S or type B leakage. Our analysis data showed that cement augmentation with cannulated and fenestrated screws tended toward concentrated cement distribution. Creation and verification of each nomogram additionally showcased the prognostic capability and medical significance of the corresponding model. Nomograms and web-based calculators can accurately forecast the probability of cement leakage. PSA should be routinely performed using cannulated and fenestrated screws, along with a moderate amount of high-viscosity cement, with continuous monitoring using fluoroscopy.",244,World neurosurgery,2024,Apr,4,Apr-2024,10.1016/j.wneu.2024.01.102,6,People's Republic of China,Journal Article,"Humans; Female; Pedicle Screws; Nomograms; Constriction, Pathologic; Lumbar Vertebrae; Bone Cements",Pedicle Screws,eng,False
38846448,Antithrombotic Therapy in Patients With Atrial Fibrillation and Coronary Artery Disease With Recent or Remote Events: Systematic Review and Meta-analysis.,"Ongoing debate remains regarding optimal antithrombotic therapy in patients with atrial fibrillation (AF) and coronary artery disease. We performed a systematic review and meta-analysis to synthesize randomized controlled trials (RCTs) comparing the following: (i) dual-pathway therapy (DPT; oral anticoagulant [OAC] plus antiplatelet) vs triple therapy (OAC and dual-antiplatelet therapy) after percutaneous coronary intervention (PCI) or acute coronary syndrome (ACS), and (iii) OAC monotherapy vs DPT at least 1 year after PCI or ACS. Following a 2-stage process, we identified systematic reviews published between 2019 and 2022 on these 2 clinical questions, and we updated the most comprehensive search for additional RCTs published up to October 2022. Outcomes of interest were major adverse cardiovascular events (MACE), death, stent thrombosis, and major bleeding. We estimated risk ratios (RRs) and 95% confidence intervals (CIs) using a random-effects model. Based on 6 RCTs (n = 10,435), DPT reduced major bleeding (RR 0.62, 95% CI 0.52-0.73) and increased stent thrombosis (RR 1.55, 95% CI 1.02-2.36), vs triple therapy after PCI or medically-managed ACS, with no significant differences in MACE and death. In 2 RCTs (n = 2905), OAC monotherapy reduced major bleeding (RR 0.66, 95% CI 0.49-0.91) vs DPT in AF patients with remote PCI or ACS, with no significant differences in MACE or death. In patients with AF and coronary artery disease, using less-aggressive antithrombotic treatment (DPT after PCI or ACS, and OAC alone after remote PCI or ACS) reduced major bleeding, with an increase in stent thrombosis with recent PCI. These results support a minimalist yet personalized antithrombotic strategy for these patients.",259,CJC open,2024,May,5,May-2024,10.1016/j.cjco.2024.01.001,8,Canada,Journal Article; Review,,,eng,True
38276212,miR-4687-5p Affects Intracellular Survival of Mycobacterium tuberculosis through Its Regulation of NRAMP1 Expression in A549 Cells.,"Tuberculosis (TB), as one of the leading causes of death, poses a serious predicament to the world. MicroRNAs (miRNAs) play a role in the post-transcriptional regulation of gene expression. It has been reported that the expression of miRNAs changes upon mycobacterial infection; the screening and identification of miRNAs regulating the expression of genes could benefit our understanding of TB pathogenesis and generate effective strategies for its control and prevention. In this study, luciferase assays showed that miR-4687-5p is bound to the 3'-untranslated region of natural resistance-associated macrophage protein 1 (NRAMP1). Additionally, we found a significant increase in miR-4687-5p expression in Mycobacterium tuberculosis (Mtb)-infected A549 cells. Concomitantly, we detected a reduced level of NRAMP1 expression, suggesting that NRAMP1 is one of the targets of miR-4687-5p. Infection experiments evidenced that the transfection of miR-4687-5p induced a decrease in NRAMP1 expression and increased intracellular Mtb loads post-infection, indicating that miR-4687-5p promotes the intracellular survival of Mtb through its downregulation of the NRAMP1 protein level. We also found that the transfection of miR-4687-5p induced increased apoptosis and decreased cell proliferation post-infection with Mtb. The results presented in our study suggest that miR-4687-5p may be indicative of the susceptibility of Mtb infection to humans and could act as a potential therapeutic target for tuberculosis treatment.",210,Microorganisms,2024,Jan,1,Jan-2024,10.3390/microorganisms12010227,12,China,Journal Article,,,eng,True
41480560,"Dream Recall, Nightmares, and Aggression-Related Dream Content in Patients with REM Sleep Behavior Disorder (RBD).","Patients with REM sleep behavior disorder (RBD) enact their dreams, leading to enhanced dream recall. They report more negative emotions in their dreams, recall retrospective nightmares more frequently, and often experience more aggressive dreams. This study aims to understand dream characteristics in REM sleep behavior disorder using both retrospective and prospective measures in a controlled sleep laboratory setting to address possible recall biases in retrospective dream recall frequency. The sample comprises 102 iRBD-diagnosed patients (21 women, 81 men; M = 64.08, SD = 11.27) and 208 healthy controls (136 women, 72 men; M = 30.08, SD = 12.03), all undergoing identical procedures of two consecutive nights in the sleep laboratory, enabling a robust comparative examination of dream patterns. Retrospective assessments revealed a higher frequency of dream recall in patients with iRBD, while no significant difference was observed in prospective assessments. Nightmares were also reported more frequently in retrospective assessments in iRBD patients compared to healthy controls. Aggressive dream content was more frequent in patients with iRBD compared to controls, a future prospective diary study might clarify whether this heightened aggression in dreams is related to waking-life traits.",187,"Sleep science (Sao Paulo, Brazil)",2025,Dec,12,Dec-2025,10.1055/s-0045-1809924,2,Germany,Journal Article,,,eng,True
38322577,The significance of positional care combined with doula delivery during childbirth in the correction of abnormal fetal position.,"To explore the effects of positional care combined with doula delivery during childbirth in the correction of abnormal fetal position. In this retrospective study, a total 108 pregnant women with abnormal fetal orientation were included from February 2018 to February 2021 in the Jinan City People's Hospital. Among them, 54 patients who received positional care combined with doula delivery were included in the intervention group (IG), while the other 54 patients who received routine nursing were included in the control group (CG). The data of the fetal orientation correction, delivery method and the pain score of puerpera of two groups were collected. The length of delivery, delivery fear score, the degree of neonatal asphyxia and nursing satisfaction were observed as the secondary outcomes. Compared with the CG, puerpera in the IG had more occipital anterior position, less occipital transverse and posterior position, higher eutocia rate, lower pain and fear scores and shorter length of delivery; the Apgar score and nursing satisfaction were higher in the IG (all P<0.05). Positional care combined with doula delivery can effectively correct abnormal fetal orientation, improve the rate of eutocia, reduce puerpera's pain and fear, shorten the length of delivery, and improve the quality of neonatal outcome and patients' satisfaction.",205,American journal of translational research,2024,Unknown,0,Unknown-2024,,4,China,Journal Article,,,eng,True
38248856,Metabolomic Signatures of Brainstem in Mice following Acute and Subchronic Hydrogen Sulfide Exposure.,"Hydrogen sulfide (H2S) is an environmental toxicant of significant health concern. The brain is a major target in acute H2S poisoning. This study was conducted to test the hypothesis that acute and subchronic ambient H2S exposures alter the brain metabolome. Male 7-8-week-old C57BL/6J mice were exposed by whole-body inhalation to 1000 ppm H2S for 45 min and euthanized at 5 min or 72 h for acute exposure. For subchronic study, mice were exposed to 5 ppm H2S 2 h/day, 5 days/week for 5 weeks. Control mice were exposed to room air. The brainstem was removed for metabolomic analysis. Enrichment analysis showed that the metabolomic profiles in acute and subchronic H2S exposures matched with those of cerebral spinal fluid from patients with seizures or Alzheimer's disease. Acute H2S exposure decreased excitatory neurotransmitters, aspartate, and glutamate, while the inhibitory neurotransmitter, serotonin, was increased. Branched-chain amino acids and glucose were increased by acute H2S exposure. Subchronic H2S exposure within OSHA guidelines surprisingly decreased serotonin concentration. In subchronic H2S exposure, glucose was decreased, while polyunsaturated fatty acids, inosine, and hypoxanthine were increased. Collectively, these results provide important mechanistic clues for acute and subchronic ambient H2S poisoning and show that H2S alters brainstem metabolome.",199,Metabolites,2024,Jan,1,Jan-2024,10.3390/metabo14010053,4,USA,Journal Article,,,eng,True
38217985,"Carbon dots as multifunctional fluorescent probe for Fe3+ sensing in ubiquitous water environments and living cells as well as lysine detection via ""on-off-on"" mechanism.","Iron and amino acids are essential nutrients for living organisms, and their deficiency or excess can cause a range of diseases. Therefore, there is considerable interest in developing sensing assays capable of detecting these nutrients with sensitivity, selectivity, and multifunctionality even in complex environments. In this report, hydrothermally synthesized blue fluorescent carbon dots (C-dots) from zinc gluconate were utilized for the detection of Fe3+ and lysine via ""on-off"" and ""on-off-on"" mechanisms, respectively. Specifically, the Fe3+ sensing assay achieved a broad linear range of 0-200 μM and a low limit of detection (LOD) of 1.9 μM. It is worth mentioning that the assay was also well adapted to natural aqueous environments (e.g., lake water), and its linear detection range could be extended to 0-1000 μM with a LOD of 3.3 μM. Furthermore, the assay was also effective for intracellular Fe3+ tracking. Most importantly, the assay could also be applied for the quantitative detection of lysine with a linear range of 0-1200 μM and LOD of 8.6 μM. Systematic mechanistic studies revealed that Fe3+ sensing was based on a static quenching process between C-dots and Fe3+, whereas a stronger complexation might have formed between Fe3+ and Lys, leading to the release of C-dots and thus the recovery of fluorescence.",207,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",2024,Mar,3,Mar-2024,10.1016/j.saa.2024.123840,5,China,Journal Article,"Fluorescent Dyes; Quantum Dots; Lysine; Carbon; Water; Spectrometry, Fluorescence",Fluorescent Dyes,eng,False
38225798,Investigating Parkinson's disease with dual high resolution pharyngeal manometry with impedance and videofluoroscopy.,"To characterize pharyngeal function in people with Parkinson's Disease using both high resolution impedance manometry (HRIM) and videofluoroscopy (VFSS) and to explore correlations between VFSS and HRIM metrics. All participants received both VFSS and HRIM within 24 h-time window. A standard VFSS protocol (IDDSI 0: 1 mL, 3 mL, 20 mL, and 100 mL) was performed. A solid-state unidirectional catheter (36 pressure sensors) was used to acquire manometric data for triplicate swallows (IDDSI 0: 5 mL, 10 mL, 20 mL), quantitative swallow analysis was completed through Swallowtail™ and SwallowGateway™. Parameters were compared to published norms and statistical tests explored correlational associations (p < 0.05). Twenty-one participants (76% male; mean age 70 years, SD7.16) with mild-moderate severity PD were recruited with 73% reporting Eating Assessment Tool (EAT-10) scores ≥3 indicating swallow impairment. Compared to normal metrics, one third of participants had abnormally elevated hypopharyngeal contractile integral (HPCI), hypopharyngeal peak pressure, upper esophageal sphincter (UES) integrated relaxation pressure (UES IRP), and reduced UES maximum admittance. Five participants showed compromised swallow safety (Penetration-Aspiration Scale score ≥6). One third of participants had abnormal VFSS values for pharyngoesophageal segment (PES) opening duration, maximum PES opening distance, and maximum hyoid displacement measures. Some HRIM metrics had a strong correlation with pharyngeal VFSS measures (r > 0.60, p < 0.05). This study identifies early manometric signs of pharyngeal dysfunction in people with PD. The congruence of the VFSS and HRIM measures confirms the hypothesis of insidious early decline in swallow function in PD despite maintenance of airway safety (i.e., low aspiration rates).",255,Neurogastroenterology and motility,2024,Apr,4,Apr-2024,10.1111/nmo.14737,3,New Zealand,Journal Article,"Humans; Male; Aged; Female; Deglutition Disorders; Deglutition; Electric Impedance; Parkinson Disease; Esophageal Sphincter, Upper; Manometry",Deglutition Disorders,eng,False
39185700,Deep learning links localized digital pathology phenotypes with transcriptional subtype and patient outcome in glioblastoma.,"Deep learning has revolutionized medical image analysis in cancer pathology, where it had a substantial clinical impact by supporting the diagnosis and prognostic rating of cancer. Among the first available digital resources in the field of brain cancer is glioblastoma, the most common and fatal brain cancer. At the histologic level, glioblastoma is characterized by abundant phenotypic variability that is poorly linked with patient prognosis. At the transcriptional level, 3 molecular subtypes are distinguished with mesenchymal-subtype tumors being associated with increased immune cell infiltration and worse outcome. We address genotype-phenotype correlations by applying an Xception convolutional neural network to a discovery set of 276 digital hematozylin and eosin (H&E) slides with molecular subtype annotation and an independent The Cancer Genome Atlas-based validation cohort of 178 cases. Using this approach, we achieve high accuracy in H&E-based mapping of molecular subtypes (area under the curve for classical, mesenchymal, and proneural = 0.84, 0.81, and 0.71, respectively; P < 0.001) and regions associated with worse outcome (univariable survival model P < 0.001, multivariable P = 0.01). The latter were characterized by higher tumor cell density (P < 0.001), phenotypic variability of tumor cells (P < 0.001), and decreased T-cell infiltration (P = 0.017). We modify a well-known convolutional neural network architecture for glioblastoma digital slides to accurately map the spatial distribution of transcriptional subtypes and regions predictive of worse outcome, thereby showcasing the relevance of artificial intelligence-enabled image mining in brain cancer.",239,GigaScience,2024,Jan,1,Jan-2024,10.1093/gigascience/giae057,8,Austria,Journal Article,"Humans; Deep Learning; Glioblastoma; Brain Neoplasms; Phenotype; Prognosis; Neural Networks, Computer",Deep Learning,eng,True
40396132,Mechanotransductive N-cadherin binding induces differentiation in human neural stem cells.,"The neural stem cell niche is a complex microenvironment that includes cellular factors, secreted factors, and physical factors that impact stem cell behavior and development. Cellular interactions through cadherins, cell-cell binding proteins, have implications in embryonic development and mesenchymal stem cell differentiation. However, little is known about the influence of cadherins within the neural stem cell microenvironment and their effect on human stem cell maintenance and differentiation. Therefore, the purpose of this study was to develop synthetic substrates to examine the effect of cadherin mechanotransduction on human neural stem cells. Glass substrates were fabricated using silane, protein A, and recombinant N-cadherin; we used these substrates to examine the effect of N-cadherin binding on neural stem cell proliferation, cytoskeletal structure and morphology, Yes-associated protein-1 (YAP) translocation, and differentiation. Bound exogenous N-cadherin induced concentration-dependent increases in adherens junction formation, YAP translocation, and early expression of neurogenic differentiation markers. Strong F-actin ring structures were initiated by homophilic N-cadherin binding, eliciting neuronal differentiation of cells within 96 ​h without added soluble differentiation factors. Our findings show that active N-cadherin binding plays an important role for differentiation of human iPS-derived neural stem cells towards neurons, providing a new tool to differentiate cells in vitro.",199,Mechanobiology in medicine,2025,Mar,3,Mar-2025,10.1016/j.mbm.2024.100099,2,USA,Journal Article,,,eng,True
38255121,Multifractal Heart Rate Value Analysis: A Novel Approach for Diabetic Neuropathy Diagnosis.,"Type 2 diabetes mellitus (T2DM) is characterized by several complications, such as retinopathy, renal failure, cardiovascular disease, and diabetic neuropathy. Among these, neuropathy is the most severe complication, due to the challenging nature of its early detection. The linear Hearth Rate Variability (HRV) analysis is the most common diagnosis technique for diabetic neuropathy, and it is characterized by the determination of the sympathetic-parasympathetic balance on the peripheral nerves through a linear analysis of the tachogram obtained using photoplethysmography. We aimed to perform a multifractal analysis to identify autonomic neuropathy, which was not yet manifest and not detectable with the linear HRV analysis. We enrolled 10 healthy controls, 10 T2DM-diagnosed patients with not-full-blown neuropathy, and 10 T2DM diagnosed patients with full-blown neuropathy. The tachograms for the HRV analysis were obtained using finger photoplethysmography and a linear and/or multifractal analysis was performed. Our preliminary results showed that the linear analysis could effectively differentiate between healthy patients and T2DM patients with full-blown neuropathy; nevertheless, no differences were revealed comparing the full-blown to not-full-blown neuropathic diabetic patients. Conversely, the multifractal HRV analysis was effective for discriminating between full-blown and not-full-blown neuropathic T2DM patients. The multifractal analysis can represent a powerful strategy to determine neuropathic onset, even without clinical diagnostic evidence.",206,"Healthcare (Basel, Switzerland)",2024,Jan,1,Jan-2024,10.3390/healthcare12020234,5,Italy,Journal Article,,,eng,True
