Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
TRX-102854,2023-05-21,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),140,181.02,Stadium Goods,30,41.02000000000001
TRX-102855,2025-08-23,Air Jordan 1 Low,Concord,Used,127,111.23,GOAT,10,-15.769999999999996
TRX-102856,2025-01-21,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),225,610.18,kick hub 2026,25,385.17999999999995
TRX-102857,2023-07-19,Air Jordan 3 Retro,Sail,Used,204,148.76,Stadium Goods,24,-55.24000000000001
TRX-102858,2024-06-16,Air Jordan 4 Retro,Sail,Used,215,137.21,StockX,10,-77.78999999999999
TRX-102859,2023-02-16,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),207,279.77,StockX,9,72.76999999999998
TRX-102860,2024-10-08,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),204,628.14,kick hub 2026,38,424.14
TRX-102861,2023-07-12,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),212,288.04,StockX,13,76.04000000000002
TRX-102862,2025-07-13,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),206,253.68,StockX,9,47.68000000000001
TRX-102863,2025-03-19,Air Jordan 3 Retro,Sail,Deadstock (Brand New),206,250.17,kick hub 2026,33,44.16999999999999
TRX-102864,2025-04-07,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),208,540.43,GOAT,10,332.42999999999995
TRX-102865,2024-05-19,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),227,292.36,Walk-in Retail,10,65.36000000000001
TRX-102866,2024-07-26,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),208,487.37,kick hub 2026,57,279.37
TRX-102867,2024-11-10,Air Jordan 11 Retro,Bred,Deadstock (Brand New),228,689.65,StockX,3,461.65
TRX-102868,2024-08-20,Air Jordan 3 Retro,Bred,Used,208,130.37,kick hub 2026,37,-77.63
TRX-102869,2025-09-21,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),210,467.16,Stadium Goods,14,257.16
TRX-102870,2023-09-27,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),187,278.34,StockX,9,91.33999999999997
TRX-102871,2025-04-22,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),225,212.52,Walk-in Retail,25,-12.47999999999999
TRX-102872,2024-03-29,Air Jordan 3 Retro,Sail,Used,201,145.35,StockX,11,-55.650000000000006
TRX-102873,2024-04-05,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),217,289.05,Stadium Goods,49,72.05000000000001
TRX-102874,2023-09-14,Air Jordan 4 Retro,Black Cat,Used,222,117.75,GOAT,10,-104.25
TRX-102875,2024-04-05,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),225,468.42,GOAT,12,243.42000000000002
TRX-102876,2023-08-22,Air Jordan 4 Retro,Chicago,Used,212,151.79,kick hub 2026,6,-60.21000000000001
TRX-102877,2023-04-26,Air Jordan 11 Retro,Military Blue,Used,227,156.75,Walk-in Retail,8,-70.25
TRX-102878,2024-02-01,Air Jordan 1 Low,Bred,Used,132,107.55,GOAT,4,-24.450000000000003
TRX-102879,2025-08-16,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),177,178.75,StockX,13,1.75
TRX-102880,2024-11-01,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),212,474.6,GOAT,10,262.6
TRX-102881,2025-08-14,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),220,223.37,Walk-in Retail,59,3.3700000000000045
TRX-102882,2024-07-20,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),211,210.94,Stadium Goods,37,-0.060000000000002274
TRX-102883,2024-02-11,Air Jordan 3 Retro,Sail,Deadstock (Brand New),206,403.98,Stadium Goods,25,197.98000000000002
TRX-102884,2024-11-23,Air Jordan 3 Retro,Sail,Deadstock (Brand New),210,484.7,GOAT,3,274.7
TRX-102885,2023-09-14,Air Jordan 1 Low,Sail,Deadstock (Brand New),133,193.57,Stadium Goods,27,60.56999999999999
TRX-102886,2025-03-15,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),172,237.88,kick hub 2026,39,65.88
TRX-102887,2024-08-21,Air Jordan 4 Retro,Sail,Used,218,159.32,Stadium Goods,53,-58.68000000000001
TRX-102888,2025-05-15,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),210,467.71,Walk-in Retail,41,257.71
TRX-102889,2023-05-01,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),227,314.01,kick hub 2026,21,87.00999999999999
TRX-102890,2023-07-17,Air Jordan 1 High,Lost & Found,Used,185,94.86,Stadium Goods,34,-90.14
TRX-102891,2024-03-25,Air Jordan 1 High,Chicago,Used,184,160.88,StockX,5,-23.120000000000005
TRX-102892,2025-02-19,Air Jordan 1 High,Military Blue,Used,170,112.04,StockX,3,-57.959999999999994
TRX-102893,2025-09-11,Air Jordan 1 High,Lost & Found,Deadstock (Brand New),181,491.17,GOAT,8,310.17
TRX-102894,2024-06-17,Air Jordan 4 Retro,Mocha,Used,220,118.68,kick hub 2026,58,-101.32
TRX-102895,2024-09-21,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),210,278.56,StockX,1,68.56
TRX-102896,2023-08-12,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),206,696.12,Walk-in Retail,19,490.12
TRX-102897,2024-03-07,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),213,261.91,GOAT,9,48.910000000000025
TRX-102898,2025-05-04,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),225,290.15,StockX,13,65.14999999999998
TRX-102899,2025-09-27,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),170,154.73,kick hub 2026,44,-15.27000000000001
TRX-102900,2025-06-18,Air Jordan 4 Retro,Concord,Used,218,132.32,StockX,2,-85.68
TRX-102901,2025-01-08,Air Jordan 4 Retro,Concord,Deadstock (Brand New),225,704.68,Stadium Goods,5,479.67999999999995
TRX-102902,2023-06-21,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),227,222.25,Stadium Goods,57,-4.75
TRX-102903,2023-03-31,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),116,133.74,Walk-in Retail,34,17.74000000000001
TRX-102904,2023-11-26,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),203,295.06,GOAT,7,92.06
TRX-102905,2024-11-09,Air Jordan 1 High,Black Cat,Deadstock (Brand New),184,438.73,Walk-in Retail,33,254.73000000000002
TRX-102906,2024-01-26,Air Jordan 11 Retro,Lost & Found,Used,226,193.6,GOAT,2,-32.400000000000006
TRX-102907,2023-05-23,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),221,212.66,StockX,14,-8.340000000000003
TRX-102908,2024-10-16,Air Jordan 3 Retro,Black Cat,Used,200,167.61,Walk-in Retail,41,-32.389999999999986
TRX-102909,2024-10-25,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),211,692.96,Stadium Goods,22,481.96000000000004
TRX-102910,2023-11-12,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),201,245.89,StockX,4,44.889999999999986
TRX-102911,2024-03-27,Air Jordan 11 Retro,Military Blue,Used,229,127.34,GOAT,2,-101.66
TRX-102912,2023-04-06,Air Jordan 1 Low,Sail,Used,132,70.24,Stadium Goods,47,-61.760000000000005
TRX-102913,2024-04-20,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),124,242.18,GOAT,9,118.18
TRX-102914,2025-06-03,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),130,132.46,GOAT,10,2.460000000000008
TRX-102915,2025-06-08,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),229,283.97,StockX,6,54.97000000000003
TRX-102916,2023-07-03,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),202,460.4,StockX,3,258.4
TRX-102917,2023-04-05,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),131,135.33,Stadium Goods,20,4.3300000000000125
TRX-102918,2025-07-04,Air Jordan 1 High,Lost & Found,Used,185,110.23,kick hub 2026,21,-74.77
TRX-102919,2024-01-14,Air Jordan 1 High,Mocha,Deadstock (Brand New),185,379.95,kick hub 2026,31,194.95
TRX-102920,2024-12-02,Air Jordan 1 High,Concord,Deadstock (Brand New),178,216.39,Walk-in Retail,32,38.389999999999986
TRX-102921,2023-05-30,Air Jordan 3 Retro,Military Blue,Used,209,137.98,Walk-in Retail,52,-71.02000000000001
TRX-102922,2024-10-05,Air Jordan 1 Low,Concord,Used,132,87.34,GOAT,11,-44.66
TRX-102923,2024-01-11,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),225,336.97,GOAT,11,111.97000000000003
TRX-102924,2023-06-29,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),212,283.89,GOAT,1,71.88999999999999
TRX-102925,2025-05-20,Air Jordan 1 High,Pine Green,Used,180,149.56,kick hub 2026,28,-30.439999999999998
TRX-102926,2024-10-17,Air Jordan 3 Retro,Mocha,Used,200,145.17,kick hub 2026,36,-54.83000000000001
TRX-102927,2023-11-14,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),137,133.92,Stadium Goods,18,-3.0800000000000125
TRX-102928,2024-01-22,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),217,531.91,Walk-in Retail,60,314.90999999999997
TRX-102929,2025-04-12,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),215,195.09,Stadium Goods,29,-19.909999999999997
TRX-102930,2025-07-09,Air Jordan 3 Retro,Lost & Found,Used,208,146.73,Walk-in Retail,22,-61.27000000000001
TRX-102931,2023-01-23,Air Jordan 3 Retro,Chicago,Used,206,155.99,GOAT,13,-50.00999999999999
TRX-102932,2023-12-19,Air Jordan 1 High,Mocha,Deadstock (Brand New),185,241.33,StockX,2,56.33000000000001
TRX-102933,2023-11-24,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),228,206.2,StockX,13,-21.80000000000001
TRX-102934,2025-04-18,Air Jordan 1 High,Bred,Deadstock (Brand New),189,379.79,GOAT,3,190.79000000000002
TRX-102935,2023-07-31,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),201,676.73,Walk-in Retail,37,475.73
TRX-102936,2025-06-11,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),228,692.05,kick hub 2026,53,464.04999999999995
TRX-102937,2024-11-05,Air Jordan 11 Retro,Sail,Deadstock (Brand New),230,322.76,StockX,11,92.75999999999999
TRX-102938,2023-12-06,Air Jordan 3 Retro,Sail,Used,203,155.36,StockX,4,-47.639999999999986
TRX-102939,2024-04-30,Air Jordan 11 Retro,Black Cat,Used,228,155.81,Walk-in Retail,40,-72.19
TRX-102940,2025-01-21,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),220,360.86,GOAT,10,140.86
TRX-102941,2024-03-19,Air Jordan 4 Retro,Sail,Deadstock (Brand New),211,470.7,kick hub 2026,41,259.7
TRX-102942,2024-02-25,Air Jordan 11 Retro,Mocha,Used,225,198.96,kick hub 2026,52,-26.039999999999992
TRX-102943,2025-06-09,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),130,179.35,StockX,8,49.349999999999994
TRX-102944,2025-09-06,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),220,571.08,GOAT,11,351.08000000000004
TRX-102945,2024-07-30,Air Jordan 11 Retro,Black Cat,Used,226,173.6,Stadium Goods,7,-52.400000000000006
TRX-102946,2023-05-17,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),226,280.7,StockX,8,54.69999999999999
TRX-102947,2023-03-20,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),204,601.66,StockX,8,397.65999999999997
TRX-102948,2024-04-30,Air Jordan 4 Retro,Sail,Deadstock (Brand New),220,574.8,kick hub 2026,51,354.79999999999995
TRX-102949,2025-01-13,Air Jordan 4 Retro,Lost & Found,Used,221,153.13,kick hub 2026,34,-67.87
TRX-102950,2024-05-01,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),185,202.52,Stadium Goods,34,17.52000000000001
TRX-102951,2024-12-28,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),189,278.55,Stadium Goods,17,89.55000000000001
TRX-102952,2024-09-26,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),170,160.3,StockX,1,-9.699999999999989
TRX-102953,2023-04-13,Air Jordan 1 Low,Bred,Used,121,83.01,kick hub 2026,44,-37.989999999999995
TRX-102954,2023-10-13,Air Jordan 1 High,Pine Green,Deadstock (Brand New),186,273.93,StockX,2,87.93
TRX-102955,2025-01-26,Air Jordan 11 Retro,Black Cat,Used,227,183.68,StockX,9,-43.31999999999999
TRX-102956,2023-10-22,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),206,672.16,kick hub 2026,52,466.15999999999997
TRX-102957,2023-07-02,Air Jordan 1 Low,Lost & Found,Used,124,77.12,Walk-in Retail,32,-46.879999999999995
TRX-102958,2024-04-29,Air Jordan 4 Retro,Pine Green,Used,218,179.3,StockX,13,-38.69999999999999
TRX-102959,2025-04-17,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),210,298.46,StockX,11,88.45999999999998
TRX-102960,2023-03-17,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),122,177.13,kick hub 2026,11,55.129999999999995
TRX-102961,2023-11-14,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),214,656.5,Walk-in Retail,55,442.5
TRX-102962,2025-03-31,Air Jordan 11 Retro,Sail,Used,229,175.27,Stadium Goods,58,-53.72999999999999
TRX-102963,2024-10-17,Air Jordan 3 Retro,Concord,Used,200,106.17,GOAT,3,-93.83
TRX-102964,2025-08-24,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),209,441.94,kick hub 2026,23,232.94
TRX-102965,2023-09-24,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),227,395.39,GOAT,2,168.39
TRX-102966,2024-10-29,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),206,256.24,Walk-in Retail,42,50.24000000000001
TRX-102967,2025-06-11,Air Jordan 1 Low,Chicago,Used,119,105.83,kick hub 2026,23,-13.170000000000002
TRX-102968,2023-02-17,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),217,375.12,StockX,6,158.12
TRX-102969,2024-02-01,Air Jordan 1 Low,Bred,Used,136,73.53,Stadium Goods,16,-62.47
TRX-102970,2024-04-05,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),227,220.74,GOAT,5,-6.259999999999991
TRX-102971,2024-11-22,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),212,204.08,Stadium Goods,13,-7.9199999999999875
TRX-102972,2023-09-13,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),221,296.27,Walk-in Retail,20,75.26999999999998
TRX-102973,2023-07-04,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),229,723.52,GOAT,7,494.52
TRX-102974,2024-06-19,Air Jordan 1 Low,Chicago,Used,135,112.83,kick hub 2026,58,-22.17
TRX-102975,2025-03-02,Air Jordan 3 Retro,Concord,Deadstock (Brand New),204,363.79,Walk-in Retail,34,159.79000000000002
TRX-102976,2023-02-27,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),220,206.87,Walk-in Retail,11,-13.129999999999995
TRX-102977,2023-09-15,Air Jordan 11 Retro,Black Cat,Used,228,197.35,kick hub 2026,46,-30.650000000000006
TRX-102978,2025-05-02,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),209,295.09,kick hub 2026,8,86.08999999999997
TRX-102979,2024-11-11,Air Jordan 3 Retro,Concord,Used,208,110.67,kick hub 2026,55,-97.33
TRX-102980,2023-11-18,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),218,283.9,Stadium Goods,45,65.89999999999998
TRX-102981,2023-02-14,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),224,226.94,kick hub 2026,43,2.9399999999999977
TRX-102982,2024-06-07,Air Jordan 1 Low,Chicago,Used,117,91.24,Walk-in Retail,25,-25.760000000000005
TRX-102983,2024-11-23,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),228,331.93,Walk-in Retail,22,103.93
TRX-102984,2023-12-17,Air Jordan 1 Low,Sail,Deadstock (Brand New),112,377.99,StockX,11,265.99
TRX-102985,2023-09-07,Air Jordan 1 High,Military Blue,Used,179,122.37,Stadium Goods,11,-56.629999999999995
TRX-102986,2024-02-28,Air Jordan 11 Retro,Bred,Deadstock (Brand New),227,482.95,Walk-in Retail,23,255.95
TRX-102987,2023-05-28,Air Jordan 1 High,Pine Green,Deadstock (Brand New),171,472.68,Stadium Goods,52,301.68
TRX-102988,2023-10-04,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),208,213.43,Stadium Goods,26,5.430000000000007
TRX-102989,2024-02-24,Air Jordan 11 Retro,Concord,Deadstock (Brand New),226,535.33,GOAT,12,309.33000000000004
TRX-102990,2024-02-21,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),225,363.61,StockX,12,138.61
TRX-102991,2024-07-10,Air Jordan 1 Low,Chicago,Deadstock (Brand New),115,222.1,kick hub 2026,36,107.1
TRX-102992,2023-09-14,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),203,212.61,GOAT,10,9.610000000000014
TRX-102993,2024-04-14,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),178,235.14,kick hub 2026,37,57.139999999999986
TRX-102994,2024-02-14,Air Jordan 1 Low,Sail,Deadstock (Brand New),113,230.16,kick hub 2026,56,117.16
TRX-102995,2024-01-25,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),225,445.75,StockX,3,220.75
TRX-102996,2023-10-06,Air Jordan 3 Retro,Bred,Used,206,124.46,GOAT,5,-81.54
TRX-102997,2023-08-23,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),221,621.16,GOAT,3,400.15999999999997
TRX-102998,2025-04-11,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),119,147.66,Stadium Goods,29,28.659999999999997
TRX-102999,2024-04-17,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),212,309.59,GOAT,9,97.58999999999997
TRX-103000,2024-12-21,Air Jordan 4 Retro,Black Cat,Used,224,134.99,Walk-in Retail,58,-89.00999999999999
TRX-103001,2023-12-07,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),212,228.85,StockX,6,16.849999999999994
TRX-103002,2023-10-20,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),217,250.76,Walk-in Retail,21,33.75999999999999
TRX-103003,2025-07-25,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),127,142.07,Walk-in Retail,53,15.069999999999993
TRX-103004,2024-06-17,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),207,186.77,Stadium Goods,37,-20.22999999999999
TRX-103005,2023-05-08,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),206,291.7,Stadium Goods,16,85.69999999999999
TRX-103006,2023-12-06,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),110,124.13,Walk-in Retail,21,14.129999999999995
TRX-103007,2023-05-11,Air Jordan 4 Retro,Bred,Deadstock (Brand New),219,438.01,StockX,4,219.01
TRX-103008,2024-08-02,Air Jordan 3 Retro,Bred,Used,204,104.71,StockX,12,-99.29
TRX-103009,2023-08-28,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),132,449.45,StockX,5,317.45
TRX-103010,2024-09-20,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),226,229.58,Walk-in Retail,45,3.5800000000000125
TRX-103011,2024-03-31,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),210,201.9,kick hub 2026,24,-8.099999999999994
TRX-103012,2024-05-01,Air Jordan 1 High,Mocha,Deadstock (Brand New),173,234.8,StockX,8,61.80000000000001
TRX-103013,2024-07-19,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),210,234.78,Stadium Goods,30,24.78
TRX-103014,2024-08-31,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),209,191.16,GOAT,11,-17.840000000000003
TRX-103015,2024-03-12,Air Jordan 4 Retro,Black Cat,Used,223,169.38,GOAT,7,-53.620000000000005
TRX-103016,2024-04-25,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),174,222.66,kick hub 2026,56,48.66
TRX-103017,2023-01-07,Air Jordan 3 Retro,Military Blue,Used,207,114.5,GOAT,1,-92.5
TRX-103018,2024-06-15,Air Jordan 4 Retro,Concord,Deadstock (Brand New),214,415.41,StockX,2,201.41000000000003
TRX-103019,2024-12-06,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),210,658.6,Walk-in Retail,57,448.6
TRX-103020,2024-08-12,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),130,155.56,kick hub 2026,47,25.560000000000002
TRX-103021,2024-08-22,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),225,686.62,StockX,4,461.62
TRX-103022,2023-08-14,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),206,483.18,StockX,5,277.18
TRX-103023,2024-05-11,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),207,276.15,GOAT,8,69.14999999999998
TRX-103024,2023-06-13,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),130,210.78,Walk-in Retail,60,80.78
TRX-103025,2024-05-09,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),227,236.42,Walk-in Retail,57,9.419999999999987
TRX-103026,2024-04-01,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),226,741.69,GOAT,9,515.69
TRX-103027,2023-02-18,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),229,254.86,StockX,6,25.860000000000014
TRX-103028,2023-08-22,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),212,190.87,StockX,14,-21.129999999999995
TRX-103029,2024-11-29,Air Jordan 11 Retro,Sail,Deadstock (Brand New),229,502.01,StockX,10,273.01
TRX-103030,2023-10-14,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),200,215.82,StockX,8,15.819999999999993
TRX-103031,2024-11-02,Air Jordan 4 Retro,Mocha,Used,219,130.54,GOAT,1,-88.46000000000001
TRX-103032,2024-01-02,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),119,171.28,StockX,8,52.28
TRX-103033,2025-08-30,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),227,330.11,Stadium Goods,20,103.11000000000001
TRX-103034,2023-02-02,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),200,277.72,kick hub 2026,21,77.72000000000003
TRX-103035,2024-03-24,Air Jordan 4 Retro,Military Blue,Used,214,160.91,Walk-in Retail,58,-53.09
TRX-103036,2023-07-13,Air Jordan 3 Retro,Pine Green,Used,201,117.12,GOAT,12,-83.88
TRX-103037,2023-07-03,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),115,111.96,Walk-in Retail,19,-3.0400000000000063
TRX-103038,2025-05-02,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),178,266.76,kick hub 2026,44,88.75999999999999
TRX-103039,2025-02-18,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),182,212.33,Walk-in Retail,35,30.330000000000013
TRX-103040,2023-04-27,Air Jordan 11 Retro,Chicago,Used,230,184.78,StockX,4,-45.22
TRX-103041,2024-03-23,Air Jordan 11 Retro,Concord,Deadstock (Brand New),227,631.68,Stadium Goods,53,404.67999999999995
TRX-103042,2024-08-20,Air Jordan 1 Low,Chicago,Deadstock (Brand New),129,401.54,Walk-in Retail,33,272.54
TRX-103043,2025-05-02,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),225,310.36,GOAT,5,85.36000000000001
TRX-103044,2024-12-20,Air Jordan 1 High,Mocha,Deadstock (Brand New),189,511.88,Walk-in Retail,5,322.88
TRX-103045,2024-10-29,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),111,164.8,kick hub 2026,29,53.80000000000001
TRX-103046,2023-06-26,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),202,182.53,GOAT,12,-19.47
TRX-103047,2024-08-27,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),189,246.8,Walk-in Retail,59,57.80000000000001
TRX-103048,2024-08-12,Air Jordan 1 Low,Sail,Used,125,108.84,Walk-in Retail,20,-16.159999999999997
TRX-103049,2024-08-13,Air Jordan 1 High,Black Cat,Deadstock (Brand New),184,317.72,Stadium Goods,22,133.72000000000003
TRX-103050,2023-04-09,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),222,271.88,GOAT,1,49.879999999999995
TRX-103051,2023-08-30,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),215,219.04,Stadium Goods,45,4.039999999999992
TRX-103052,2025-03-15,Air Jordan 11 Retro,Black Cat,Used,226,134.51,Walk-in Retail,23,-91.49000000000001
TRX-103053,2024-07-19,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),210,657.48,StockX,7,447.48
TRX-103054,2024-03-06,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),222,246.05,GOAT,1,24.05000000000001
TRX-103055,2024-12-09,Air Jordan 4 Retro,Sail,Deadstock (Brand New),223,754.35,Walk-in Retail,44,531.35
TRX-103056,2023-03-24,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),230,474.34,Walk-in Retail,13,244.33999999999997
TRX-103057,2025-02-17,Air Jordan 1 Low,Mocha,Deadstock (Brand New),111,234.96,Walk-in Retail,12,123.96000000000001
TRX-103058,2024-07-24,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),211,343.49,kick hub 2026,30,132.49
TRX-103059,2023-10-04,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),110,300.88,kick hub 2026,48,190.88
TRX-103060,2025-02-25,Air Jordan 1 High,Pine Green,Used,187,97.65,GOAT,5,-89.35
TRX-103061,2023-06-10,Air Jordan 11 Retro,Lost & Found,Used,229,154.83,StockX,4,-74.16999999999999
TRX-103062,2024-07-21,Air Jordan 1 Low,Sail,Deadstock (Brand New),131,364.17,kick hub 2026,51,233.17000000000002
TRX-103063,2023-06-20,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),124,149.66,Walk-in Retail,16,25.659999999999997
TRX-103064,2024-12-20,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),229,289.52,kick hub 2026,56,60.51999999999998
TRX-103065,2025-02-06,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),225,323.26,StockX,3,98.25999999999999
TRX-103066,2024-04-19,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),203,254.19,StockX,13,51.19
TRX-103067,2024-03-18,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),121,167.5,Stadium Goods,45,46.5
TRX-103068,2024-11-01,Air Jordan 1 High,Sail,Used,184,162.93,kick hub 2026,13,-21.069999999999993
TRX-103069,2024-11-23,Air Jordan 11 Retro,Chicago,Used,227,148.11,Walk-in Retail,25,-78.88999999999999
TRX-103070,2024-10-01,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),201,226.29,GOAT,6,25.289999999999992
TRX-103071,2023-11-17,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),209,601.02,Stadium Goods,28,392.02
